"timestamp","mean","std"
"200.0","0.25635775436562575","3.2220890758477566E-4"
"220.0","0.2563579801118761","3.2233678879168626E-4"
"239.0","0.2563585652401828","3.225450109198073E-4"
"260.0","0.25635931337451073","3.227151276618902E-4"
"279.0","0.25636011229881955","3.2288968401434325E-4"
"299.0","0.25636064372158945","3.2299385444408335E-4"
"319.0","0.2563612273932362","3.231040097571287E-4"
"340.0","0.256362046536265","3.2314314741758136E-4"
"359.0","0.25636306058241976","3.2304168082975324E-4"
"379.0","0.2563643421120137","3.2283299578110135E-4"
"400.0","0.2563657064217659","3.2259956353331405E-4"
"419.0","0.2563669723800344","3.223646270814281E-4"
"439.0","0.25636809275131817","3.2201885536795494E-4"
"459.0","0.25636925789361403","3.2169675357025416E-4"
"480.0","0.2563705782926772","3.2152313249688113E-4"
"499.0","0.25637225533417096","3.2130562115573896E-4"
"519.0","0.256374502927924","3.2197589888924397E-4"
"540.0","0.2563772487996218","3.2307246089365846E-4"
"559.0","0.25638046574763135","3.2430249524745925E-4"
"580.0","0.2563840063119543","3.2559092251050397E-4"
"600.0","0.2563879937922176","3.268765122602527E-4"
"620.0","0.2563926392712314","3.281077555298578E-4"
"639.0","0.25639817780413726","3.294890148534072E-4"
"659.0","0.2564044688834117","3.3070742558772935E-4"
"680.0","0.25641151811755764","3.3185804036524135E-4"
"700.0","0.25641917508589174","3.3264789556596214E-4"
"719.0","0.25642714228760094","3.33508079228816E-4"
"740.0","0.2564356218616324","3.3460893476737583E-4"
"760.0","0.25644488029068524","3.360503535638777E-4"
"779.0","0.25645498277959977","3.3747138648740696E-4"
"799.0","0.2564658076651622","3.386099405018523E-4"
"820.0","0.2564771032729047","3.3942408043757447E-4"
"839.0","0.25648856552459326","3.4016825071355513E-4"
"859.0","0.25650033505699205","3.407302196976578E-4"
"880.0","0.25651242978785305","3.4128292078016196E-4"
"899.0","0.25652497073158165","3.415590808155312E-4"
"919.0","0.2565378764382198","3.414106757237437E-4"
"939.0","0.25655088430706185","3.411278302989303E-4"
"960.0","0.25656377726780444","3.408257490772623E-4"
"979.0","0.25657662422357363","3.4051705027824026E-4"
"999.0","0.2565894233656399","3.4020731938769823E-4"
"1020.0","0.2566022396299518","3.3985078065184194E-4"
"1039.0","0.25661526644095556","3.393835624785951E-4"
"1060.0","0.25662845114061505","3.38897629950533E-4"
"1079.0","0.2566416518030917","3.3845376313008094E-4"
"1100.0","0.2566546068284273","3.381922024278015E-4"
"1119.0","0.256667366036055","3.3801821010404965E-4"
