"timestamp","sys_time","abs_timestamp","raw_x_lin_acc","raw_y_lin_acc","raw_z_lin_acc"
"0.0","1519411773632","756352941763016","0.1892","0.0139999995","0.1722"
"19.0","1519411773652","756352961753641","0.2338","0.0742","0.047799997"
"40.0","1519411773674","756352982160297","0.2042","0.1355","0.21669999"
"60.0","1519411773695","756353001767703","0.23719999","-0.0106999995","0.2245"
"79.0","1519411773717","756353021758328","0.24489999","0.0069999998","0.27789998"
"100.0","1519411773735","756353041864578","0.100499995","-0.0055","0.0875"
"120.0","1519411773751","756353061770828","0.1437","-0.0177","0.105399996"
"139.0","1519411773771","756353081761453","0.1767","0.0801","0.18609999"
"159.0","1519411773790","756353101753641","0.1674","0.025799999","0.21609999"
"179.0","1519411773810","756353121744266","0.1828","-0.0013","0.2997"
"200.0","1519411773829","756353141766141","0.1689","0.0368","0.30539998"
"220.0","1519411773849","756353161772391","0.1434","0.044099998","0.2832"
"239.0","1519411773870","756353181747391","0.1838","-0.049799997","0.0635"
"260.0","1519411773890","756353201770828","0.2258","-0.0058999998","0.1269"
"279.0","1519411773912","756353221761453","0.040999997","0.1275","0.17539999"
"299.0","1519411773930","756353241752078","0.17199999","0.029","0.3199"
"319.0","1519411773949","756353261742703","0.1531","-0.0537","0.2792"
"340.0","1519411773969","756353281781766","0.20549999","0.0748","0.1171"
"359.0","1519411773989","756353301756766","0.23259999","0.035299998","0.2171"
"379.0","1519411774009","756353321747391","0.1268","0.0323","0.1767"
"400.0","1519411774030","756353341769266","0.102699995","-0.0082","0.2023"
"419.0","1519411774050","756353361759891","0.21079999","-0.060999997","0.1718"
"439.0","1519411774069","756353381750516","0.0559","-0.0359","0.38509998"
"459.0","1519411774089","756353401758328","0.1911","-0.0729","0.2784"
"480.0","1519411774109","756353421764578","0.1864","-0.0557","0.23169999"
"499.0","1519411774130","756353441753641","0.12619999","0.0064","0.5778"
"519.0","1519411774149","756353461745828","4.9999997E-4","0.0394","0.3626"
"540.0","1519411774169","756353481767703","0.28779998","-0.0784","0.0229"
"559.0","1519411774189","756353501759891","0.26299998","-0.084199995","0.0556"
"580.0","1519411774211","756353521766141","0.1554","-0.1358","0.2798"
"600.0","1519411774230","756353541772391","0.1574","-0.0897","0.3556"
"620.0","1519411774251","756353561763016","0.285","-0.0646","0.3252"
"639.0","1519411774269","756353581753641","0.16669999","-0.0758","0.138"
"659.0","1519411774290","756353601744266","0.2434","-0.1347","0.2358"
"680.0","1519411774309","756353621767703","0.2086","-0.1366","0.071899995"
"700.0","1519411774330","756353641773953","0.1301","-0.13599999","0.2959"
"719.0","1519411774349","756353661748953","0.1884","-0.1434","0.3728"
"740.0","1519411774369","756353681770828","0.2501","-0.106","0.3204"
"760.0","1519411774389","756353701763016","0.1654","0.0156","0.2191"
"779.0","1519411774409","756353721753641","0.1618","0.0155","0.15169999"
"799.0","1519411774429","756353741744266","0.1767","-0.055","0.0951"
"820.0","1519411774449","756353761781766","0.2206","0.0158","0.098699994"
"839.0","1519411774469","756353781756766","0.2403","-0.042099997","0.1951"
"859.0","1519411774489","756353801747391","0.203","-0.0332","0.2904"
"880.0","1519411774508","756353821770828","0.1449","-0.0053","0.24939999"
"899.0","1519411774535","756353841761453","0.106","0.0011999999","0.2383"
"919.0","1519411774548","756353861752078","0.15609999","0.0429","0.1489"
"939.0","1519411774570","756353881759891","0.1408","0.0083","0.221"
"960.0","1519411774589","756353901766141","0.17989999","0.0023","0.2696"
"979.0","1519411774608","756353921756766","0.1314","0.0251","0.1805"
"999.0","1519411774635","756353941747391","0.086399995","0.0861","0.2434"
"1020.0","1519411774648","756353961769266","0.1873","0.043899998","0.3163"
"1039.0","1519411774668","756353981759891","0.1452","-0.0011","0.2419"
"1060.0","1519411774695","756354001767703","0.1692","0.0021","0.189"
"1079.0","1519411774709","756354021741141","0.107","0.086799994","0.0352"
"1100.0","1519411774733","756354041773953","0.0782","0.0288","0.3092"
"1119.0","1519411774748","756354061755203","0.189","-0.091699995","0.3942"
"1139.0","1519411774770","756354081745828","0.1644","-0.0941","0.419"
"1160.0","1519411774794","756354101767703","0.1488","0.022799999","0.318"
"1180.0","1519411774810","756354121775516","0.094799995","0.0312","0.1479"
"1199.0","1519411774831","756354141748953","0.1593","0.0381","0.0828"
"1220.0","1519411774848","756354161772391","0.111999996","0.015999999","0.33679998"
"1240.0","1519411774869","756354181763016","0.086899996","0.0521","0.30449998"
"1259.0","1519411774896","756354201755203","0.1453","0.0255","0.1672"
"1279.0","1519411774908","756354221745828","0.098699994","0.1318","0.1656"
"1300.0","1519411774930","756354241783328","0.1804","0.0712","0.232"
"1319.0","1519411774949","756354261758328","0.1295","0.0534","0.3435"
"1339.0","1519411774969","756354281748953","0.1081","0.070999995","0.3575"
"1360.0","1519411774999","756354301770828","0.13859999","0.058799997","0.1804"
"1380.0","1519411775008","756354321763016","0.1477","0.1327","0.1228"
"1399.0","1519411775028","756354341753641","0.1444","-0.0039","0.0565"
"1419.0","1519411775049","756354361761453","0.2635","-0.1041","0.329"
"1440.0","1519411775069","756354381766141","0.0742","0.0242","0.412"
"1459.0","1519411775095","756354401756766","0.008599999","-0.005","0.10569999"
"1479.0","1519411775109","756354421748953","0.23869999","-0.19209999","-0.0092"
"1500.0","1519411775132","756354441770828","0.167","-0.1051","0.1291"
"1519.0","1519411775148","756354461761453","-0.0866","0.1086","0.4055"
"1540.0","1519411775169","756354481769266","0.097399995","0.0964","0.44919997"
"1559.0","1519411775194","756354501742703","0.23959999","0.0567","0.41619998"
"1580.0","1519411775208","756354521766141","0.23979999","0.0308","0.1017"
"1599.0","1519411775229","756354541756766","0.14899999","0.12539999","0.1237"
"1619.0","1519411775248","756354561747391","0.1875","-0.015","0.2228"
"1640.0","1519411775268","756354581769266","0.1862","-0.009099999","0.2537"
"1660.0","1519411775290","756354601777078","0.051999997","0.0669","0.242"
"1679.0","1519411775308","756354621750516","0.2661","-0.0565","0.21319999"
"1699.0","1519411775330","756354641742703","0.1994","-0.1466","0.1616"
"1720.0","1519411775349","756354661764578","0.18429999","-0.1876","0.085999995"
"1739.0","1519411775368","756354681755203","0.083","-0.1311","0.0775"
"1759.0","1519411775393","756354701745828","0.18069999","-0.3029","0.16409999"
"1780.0","1519411775409","756354721784891","0.0946","-0.1522","0.2392"
"1799.0","1519411775429","756354741759891","0.0336","-0.046699997","0.3796"
"1819.0","1519411775449","756354761750516","0.0188","-0.0404","0.385"
"1840.0","1519411775469","756354781772391","0.2767","-0.1559","0.2022"
"1860.0","1519411775492","756354801764578","0.1638","0.0075","0.42339998"
"1879.0","1519411775508","756354821755203","0.1898","0.074","0.4667"
"1899.0","1519411775529","756354841761453","0.21419999","-0.0557","0.3347"
"1920.0","1519411775549","756354861767703","0.0826","0.0591","0.2721"
"1939.0","1519411775568","756354881758328","0.19919999","-0.0508","0.45819998"
"1959.0","1519411775593","756354901748953","0.2949","-0.1566","0.32119998"
"1980.0","1519411775609","756354921772391","0.121199995","0.0343","-0.1313"
"2000.0","1519411775630","756354941763016","0.1201","-0.015","-0.091199994"
"2020.0","1519411775650","756354961769266","0.23339999","-0.23279999","0.0837"
"2039.0","1519411775668","756354981745828","0.228","-0.28129998","0.3696"
"2060.0","1519411775690","756355001766141","-0.0178","0.057499997","0.5388"
"2079.0","1519411775709","756355021756766","0.2393","-0.1166","0.2218"
