"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"0.0","1519411773617","756352931752078","5.8322754","1.4748282","7.8050976","5.8322754","1.4748282","7.8050976","4.827443","0.47435343","6.7982926"
"5.0","1519411773622","756352936773953","5.8705826","1.4077905","7.747637","5.832467","1.474493","7.80481","4.8277774","0.47367898","6.797651"
"10.0","1519411773626","756352941763016","5.8801594","1.3120226","7.7572136","5.8327055","1.4736806","7.804572","4.8281555","0.4720505","6.7970433"
"15.0","1519411773634","756352946784891","5.8705826","1.3503298","7.73806","5.832895","1.4730638","7.8042397","4.8283854","0.47081786","6.7961836"
"19.0","1519411773639","756352951742703","5.889736","1.3599066","7.632715","5.833179","1.472498","7.803382","4.828756","0.46968976","6.794213"
"25.0","1519411773642","756352956764578","5.8705826","1.3599066","7.6614456","5.833366","1.4719352","7.8026724","4.8288827","0.46856934","6.792483"
"30.0","1519411773646","756352961753641","5.9280434","1.3694834","7.632715","5.8338394","1.4714229","7.8018227","4.829534","0.4675522","6.7904167"
"35.0","1519411773653","756352966775516","5.90889","1.3599066","7.699753","5.8342147","1.4708654","7.8013124","4.8299384","0.46644592","6.7889752"
"40.0","1519411773657","756352971764578","5.8705826","1.4173675","7.680599","5.8343964","1.4705979","7.800709","4.8299074","0.46592116","6.7872906"
"45.0","1519411773662","756352976788016","5.851429","1.3503298","7.7667904","5.8344817","1.4699966","7.800539","4.829637","0.4647278","6.7864175"
"50.0","1519411773668","756352981859891","5.889736","1.4269443","7.8050976","5.834758","1.4697813","7.800562","4.8297043","0.46430826","6.7858686"
"55.0","1519411773675","756352986767703","5.889736","1.3790601","7.785944","5.8350325","1.4693277","7.800489","4.8297224","0.46341035","6.7850666"
"60.0","1519411773680","756352991755203","5.841852","1.3694834","7.872135","5.835067","1.4688284","7.800847","4.8292136","0.462422","6.7850666"
"65.0","1519411773683","756352996778641","5.8226986","1.3120226","7.8146744","5.835005","1.4680444","7.800916","4.8284707","0.46086589","6.784425"
"70.0","1519411773688","756353001767703","5.90889","1.2737153","7.824251","5.8353744","1.4670727","7.801033","4.828549","0.45893955","6.783818"
"75.0","1519411773696","756353006788016","5.899313","1.283292","7.8912888","5.835694","1.4661539","7.801484","4.828482","0.45712546","6.783819"
"79.0","1519411773700","756353011747391","5.9280434","1.2641385","7.872135","5.8361554","1.4651438","7.8018374","4.828655","0.45513538","6.7835617"
"85.0","1519411773704","756353016767703","5.90889","1.2737153","7.833828","5.8365192","1.4641867","7.801997","4.828586","0.4532583","6.7828565"
"90.0","1519411773709","756353021758328","5.90889","1.292869","7.881712","5.836881","1.46333","7.802396","4.8284698","0.45158866","6.7825694"
"95.0","1519411773719","756353026780203","5.803545","1.2449849","7.833828","5.8367143","1.4622383","7.802553","4.827254","0.4494545","6.781739"
"100.0","1519411773724","756353031769266","5.841852","1.283292","7.9104424","5.83674","1.4613435","7.8030925","4.826386","0.447722","6.7816157"
"105.0","1519411773727","756353036759891","5.813122","1.3120226","7.795521","5.8366218","1.4605969","7.803055","4.8251925","0.44629106","6.7802777"
