sys_time,timestamp,abs_timestamp,raw_x_rot,raw_y_rot,raw_z_rot
0,4899.6,2528105036332194.5,-0.215173,-0.5719856,-0.2587992
100,4999.4,2528105136330633.0,-0.2154426,-0.5718981999999999,-0.2594414
200,5099.6,2528105236329069.0,-0.2158312,-0.5716075999999999,-0.2598016
300,5199.6,2528105336330632.5,-0.21618539999999997,-0.571411794,-0.2598498
400,5299.6,2528105436331881.0,-0.21626460000000003,-0.5718489999999999,-0.25980260000000005
500,5399.8,2528105536337195.0,-0.216290398,-0.571791994,-0.2596356
600,5499.2,2528105636329069.0,-0.2165062,-0.571463194,-0.2595888000000001
700,5599.8,2528105736333757.0,-0.2160816,-0.5722374,-0.25928640000000003
800,5699.6,2528105836331882.5,-0.21600679999999997,-0.5725374,-0.258790996
900,5799.4,2528105936326882.5,-0.215553398,-0.5719192000000001,-0.25926020000000005
1000,5899.6,2528106036335007.0,-0.21548860000000006,-0.5716977999999999,-0.259020596
1100,5999.6,2528106136333445.0,-0.2152044,-0.5722387999999999,-0.258598
1200,6099.6,2528106236331881.0,-0.21500300000000003,-0.5719068,-0.2590088
1300,6199.6,2528106336330320.0,-0.2140734,-0.5717810000000001,-0.2593568
1400,6299.6,2528106436335319.5,-0.214331,-0.5718448,-0.2596152
1500,6399.2,2528106536324070.0,-0.2147904,-0.5721831999999999,-0.2595682
1600,6499.6,2528106636331882.5,-0.21494660000000004,-0.5717256,-0.2600118
1700,6599.6,2528106736330007.0,-0.21522460000000002,-0.5712408,-0.2602718
1800,6699.8,2528106836334694.5,-0.2156762,-0.5711238000000001,-0.2598422
1900,6799.4,2528106936333445.0,-0.21603220000000006,-0.5712732,-0.25950100000000004
2000,6899.4,2528107036331882.5,-0.2160482,-0.5711130000000001,-0.2598416
2100,6999.4,2528107136326882.5,-0.2158842,-0.5711255999999999,-0.25979539999999995
2200,7099.6,2528107236328445.0,-0.216109598,-0.5713434000000001,-0.2596904
2300,7199.8,2528107336333132.5,-0.21601579999999998,-0.5716430000000001,-0.25944720000000004
2400,7299.4,2528107436331569.0,-0.2158422,-0.571508794,-0.25960120000000003
2500,7399.6,2528107536336257.0,-0.21596079999999998,-0.5715023999999999,-0.25981420000000005
2600,7499.4,2528107636328757.0,-0.2152758,-0.572083,-0.2595758
2700,7599.6,2528107736330632.5,-0.2154898,-0.5718793999999999,-0.2599278
2800,7699.6,2528107836331882.5,-0.215534,-0.5715823999999999,-0.26029479600000005
2900,7799.4,2528107936330007.0,-0.215738,-0.5714196,-0.2600952
