sys_time,raw_x_grav,raw_y_grav,raw_z_grav
0.0,9.4839796,-0.2535,2.48165996
50.0,9.4840898,-0.251599999,2.48150996
100.0,9.483813199999998,-0.251986666,2.482533306666667
150.0,9.48353985,-0.2536299985,2.48339497
200.0,9.483935859999999,-0.254223998,2.4818159680000003
250.0,9.484139833333332,-0.2551033303333334,2.4809399733333333
300.0,9.484054085714286,-0.25662571114285715,2.4811085457142856
350.0,9.484469774999999,-0.25672749725,2.479514975
400.0,9.484959788888888,-0.2571155531111111,2.4775955288888887
450.0,9.48490981,-0.25673599719999995,2.4778279739999993
500.0,9.48472708181818,-0.25679090618181816,2.478519965454545
550.0,9.484793158333332,-0.2565883306666667,2.4782866266666663
600.0,9.48467366153846,-0.2560184587692308,2.4787922707692305
650.0,9.484404085714285,-0.2543957114285714,2.4799871057142857
700.0,9.484233146666666,-0.25296799693333333,2.480781294666667
750.0,9.484263562499999,-0.251968746625,2.48076246375
800.0,9.484153941176471,-0.2511023496470588,2.481270549411765
850.0,9.483926477777779,-0.2505799965555556,2.482196625555556
900.0,9.483720863157895,-0.2507726278947368,2.482962063157895
950.0,9.48360882,-0.2513389965,2.483331956
1000.0,9.483468400000001,-0.2517190437142857,2.483832339047619
1050.0,9.483329827272728,-0.2519854508181818,2.48433723
1100.0,9.483278086956522,-0.2523399964347826,2.4845025660869564
1150.0,9.483295658333335,-0.25263666324999995,2.4844082925
1200.0,9.483268632,-0.25278319639999997,2.4844999575999998
1250.0,9.48325213846154,-0.25287845807692305,2.484550726923077
1300.0,9.483317614814815,-0.2525577741481481,2.4843310703703705
1350.0,9.483353414285716,-0.25226356771428565,2.4842249592857146
1400.0,9.48333087586207,-0.2519351686896551,2.484343406896552
1450.0,9.48328718,-0.2518493297333333,2.484518625333334
1500.0,9.483237264516129,-0.2516399963225806,2.484730281935484
1550.0,9.4831542125,-0.25163687131249995,2.4850474587500004
1600.0,9.483113169696969,-0.25173696587878786,2.4851945042424246
1650.0,9.483115723529412,-0.2519152902941176,2.4851670176470595
1700.0,9.48314156,-0.2520039961714285,2.485059384571429
1750.0,9.48316985,-0.25198832949999994,2.4849549550000005
1800.0,9.483174983783783,-0.25205675302702696,2.4849253610810815
1850.0,9.4831388,-0.25204368047368414,2.4850657452631584
1900.0,9.483097287179488,-0.251988714102564,2.4852281610256415
1950.0,9.48307485,-0.2518084960999999,2.4853319550000004
2000.0,9.483073024390244,-0.25163072780487794,2.485357516097561
2050.0,9.483088423809525,-0.25150951995238086,2.4853109080952387
2100.0,9.483124506976745,-0.2512437169767441,2.485199955813954
2150.0,9.483169402272729,-0.25103772327272716,2.485052227727273
2200.0,9.483197633333335,-0.2507199960888888,2.484976844
2250.0,9.483225067391306,-0.2505208656521738,2.4848925639130437
2300.0,9.483265376595746,-0.25028084714893606,2.4847629348936175
2350.0,9.483306925,-0.2503312459583332,2.4845999562500003
2400.0,9.483344330612246,-0.25028856734693866,2.4844603640816327
2450.0,9.483368242000001,-0.25046719591999994,2.4843527568000003
2500.0,9.4833739627451,-0.2507156821960783,2.4843058388235293
2550.0,9.483371767307693,-0.25089499584615377,2.4842980334615388
2600.0,9.483367009433962,-0.25107735426415084,2.4842965607547174
2650.0,9.483368361111113,-0.25121518103703694,2.484276993703704
2700.0,9.48342420727273,-0.2513039958545454,2.484054502545455
2750.0,9.483467692857145,-0.25136392432142846,2.4838817425000004
2800.0,9.483505801754388,-0.2514526274035087,2.48372837754386
2850.0,9.483519834482761,-0.25146378899999994,2.483672715172414
2900.0,9.483503227118646,-0.25155152132203384,2.483725718983051
2950.0,9.483444840000002,-0.2516533291666666,2.483937956333334
3000.0,9.483399514754101,-0.25164688111475403,2.4841124160655745
3050.0,9.483356296774197,-0.2517396732258064,2.484265763225807
3100.0,9.48334936825397,-0.2517555513650793,2.484291067301588
3150.0,9.483357659375002,-0.251847808375,2.4842515193750008
3200.0,9.48339030923077,-0.251901842,2.484121495384616
3250.0,9.48342408939394,-0.2519499958484848,2.4839896545454554
3300.0,9.483469697014927,-0.2520023839701492,2.483810404477613
3350.0,9.48348749264706,-0.2520441135588235,2.4837384861764717
3400.0,9.483487381159422,-0.2520933292463768,2.483735608405798
3450.0,9.483476704285717,-0.25215571008571425,2.483771954857144
3500.0,9.483442942253523,-0.2522822493239436,2.483888123661973
3550.0,9.483382345833336,-0.25231638472222223,2.4841157883333342
3600.0,9.48333134931507,-0.252458899890411,2.484296393698631
3650.0,9.483293893243246,-0.25262675254054057,2.4844218472972983
3700.0,9.483248905333335,-0.25269226250666665,2.4845871560000012
3750.0,9.48321009868421,-0.25276920636842104,2.484726797894738
3800.0,9.48317801948052,-0.2529005152727273,2.4848347607792216
3850.0,9.483139067948718,-0.2530310214358974,2.4849699551282063
3900.0,9.483093507594937,-0.2530759451645569,2.4851394488607603
3950.0,9.48306608875,-0.2531714957999999,2.4852354550000006
4000.0,9.48305465308642,-0.25326295876543203,2.4852698318518525
4050.0,9.483057642682928,-0.2532980445853658,2.4852543453658544
4100.0,9.48304827108434,-0.25336216453012045,2.4852842918072295
4150.0,9.482983648809526,-0.25336975778571424,2.485528526428572
4200.0,9.482801248235296,-0.2532298781882353,2.486230073176471
4250.0,9.482494952325583,-0.2528879027906976,2.487406002093024
4300.0,9.482039371264369,-0.25275126022988503,2.4891017949425294
4350.0,9.481426417045455,-0.25278817768181816,2.491337455454546
4400.0,9.480629486516854,-0.25300831051685385,2.4941918656179785
4450.0,9.479633378888888,-0.2537631070666666,2.497659511333334
4500.0,9.478372126373626,-0.25515120474725267,2.5019151208791217
4550.0,9.47672655326087,-0.2568893436956521,2.5073336519565226
4600.0,9.474718951612903,-0.25890988834408596,2.513803611827958
4650.0,9.47266725425532,-0.2611882937021276,2.5203518704255328
4700.0,9.470648228421053,-0.2635534695157894,2.5267713237894744
4750.0,9.468805013541667,-0.26593249574999994,2.532648080625001
4800.0,9.46728537216495,-0.26829772764948445,2.5375240795876297
4850.0,9.466117357142858,-0.27066815893877544,2.541280160204083
4900.0,9.46510788888889,-0.2729098946666666,2.5445381373737384
4950.0,9.464251608000001,-0.27498519559999995,2.547311955200001
5050.0,9.46333601,-0.27699699547999995,2.5503249556000007
5150.0,9.462549806,-0.27868739545999993,2.552949555000001
5250.0,9.4618376,-0.27978819537999994,2.5553997550000007
5350.0,9.461180402000002,-0.28027179533999996,2.5577329550000005
5450.0,9.460515401000002,-0.28022159536,2.5601587554000007
5550.0,9.459815204,-0.27983379538,2.5627347542000005
5650.0,9.459069008,-0.2789935954,2.5654967538000006
5750.0,9.458232207,-0.27810959538,2.5685821536000004
5850.0,9.457290403999998,-0.27716379534,2.572033753800001
5950.0,9.456325799999998,-0.27614139538,2.575540153600001
6050.0,9.455296997999998,-0.27486359540000005,2.5792647546000014
6150.0,9.454139993999998,-0.27357299535,2.583420154800001
6250.0,9.452960596999999,-0.27222819539000004,2.587635154200001
6350.0,9.451877796999998,-0.27082799542200003,2.591514954400001
6450.0,9.450837194999998,-0.26892499548200005,2.5952743542000007
6550.0,9.449795792999998,-0.26652999556122003,2.599058554000001
6650.0,9.448869791999998,-0.2639573955852201,2.602449354000001
6750.0,9.448077191999998,-0.26098979566322006,2.605381954800001
6850.0,9.447237792999998,-0.25766119576322005,2.6084797552000007
6950.0,9.446308590999998,-0.2543341957812201,2.611894156000001
7050.0,9.445409590999997,-0.25101479593122006,2.615199955400001
7150.0,9.444488988999996,-0.24740679593122003,2.6185651554000007
7250.0,9.443425388999996,-0.24366799595122005,2.622408155400001
7350.0,9.442257989999996,-0.23984639598522,2.626592955000001
7450.0,9.441053188999996,-0.23600459608522,2.6308859554000015
7550.0,9.439743386999998,-0.23168899612522,2.635490155400001
7650.0,9.438316584999997,-0.22690879622522,2.6404273552000017
7750.0,9.436921778999997,-0.22161879628521997,2.6452129548000016
7850.0,9.435644778999997,-0.21591859636521996,2.6495699546000013
7950.0,9.434472378999997,-0.20976419644521996,2.6535461550000012
8050.0,9.433489778999997,-0.20350379656521994,2.6568737544000016
8150.0,9.432768982999995,-0.19738279668521996,2.659345554600002
8250.0,9.432220184999997,-0.19113179684521994,2.661214155000002
8350.0,9.431862981999997,-0.18440299692521997,2.6623343552000023
8450.0,9.431718375999997,-0.17686699700521996,2.662514156400002
8550.0,9.431703772999997,-0.16869579704521998,2.6620461566000024
8650.0,9.431797768999996,-0.15980459704522,2.6609845562000025
8750.0,9.432046962999996,-0.15052619714521998,2.6591757560000024
8850.0,9.432429564999996,-0.14113259734522,2.6567727564000023
8950.0,9.432926962999995,-0.13192959772522,2.653912557200002
9050.0,9.433497558999996,-0.12275259786522001,2.650735157200002
9150.0,9.434145959999995,-0.11366119804522003,2.6472433572000025
9250.0,9.434894953999994,-0.10500939818522002,2.6433981570000027
9350.0,9.435787154999993,-0.09689899824522001,2.6390503578000026
9450.0,9.436806156999992,-0.08938819828522002,2.6342499580000025
9550.0,9.437971358999993,-0.08230339844522001,2.6288599580000027
9650.0,9.439238561999993,-0.07551559856522001,2.6230143580000034
9750.0,9.440582561999992,-0.06858339874522,2.6167847582000037
9850.0,9.441958159999992,-0.06182339886522001,2.6104177586000037
9950.0,9.443376156999994,-0.055119799025220004,2.6038835584000037
10050.0,9.444838350999994,-0.048974399105220015,2.597260558600004
10150.0,9.446288350999994,-0.04338379922522001,2.590794958600004
