timestamp,RPM,Speed
0,1823.0RPM,0.0km/h
800,1820.0RPM,0.0km/h
310,1846.0RPM,0.0km/h
510,1825.0RPM,0.0km/h
710,1828.0RPM,0.0km/h
910,1831.0RPM,0.0km/h
120,1835.0RPM,0.0km/h
320,1818.0RPM,0.0km/h
520,1822.0RPM,0.0km/h
620,1846.0RPM,0.0km/h
820,1814.0RPM,0.0km/h
920,1821.0RPM,0.0km/h
130,1806.0RPM,0.0km/h
230,1830.0RPM,0.0km/h
430,1831.0RPM,0.0km/h
630,1832.0RPM,0.0km/h
730,1820.0RPM,0.0km/h
830,1837.0RPM,0.0km/h
930,1834.0RPM,0.0km/h
40,1830.0RPM,0.0km/h
240,1830.0RPM,0.0km/h
340,1816.0RPM,0.0km/h
440,1817.0RPM,0.0km/h
540,1811.0RPM,0.0km/h
640,1826.0RPM,0.0km/h
740,1826.0RPM,0.0km/h
840,1832.0RPM,0.0km/h
940,1830.0RPM,0.0km/h
50,1836.0RPM,0.0km/h
150,1839.0RPM,0.0km/h
350,1838.0RPM,0.0km/h
450,1825.0RPM,0.0km/h
550,1819.0RPM,0.0km/h
650,1817.0RPM,0.0km/h
750,1816.0RPM,0.0km/h
850,1815.0RPM,0.0km/h
950,1801.0RPM,0.0km/h
60,1815.0RPM,0.0km/h
160,1814.0RPM,0.0km/h
260,1841.0RPM,0.0km/h
460,1831.0RPM,0.0km/h
560,1840.0RPM,0.0km/h
660,1814.0RPM,0.0km/h
760,1821.0RPM,0.0km/h
860,1834.0RPM,0.0km/h
960,1823.0RPM,0.0km/h
70,1815.0RPM,0.0km/h
170,1818.0RPM,0.0km/h
270,1825.0RPM,0.0km/h
370,1812.0RPM,0.0km/h
470,1803.0RPM,0.0km/h
570,1810.0RPM,0.0km/h
770,1766.0RPM,0.0km/h
870,1742.0RPM,0.0km/h
970,1684.0RPM,0.0km/h
80,1659.0RPM,0.0km/h
180,1584.0RPM,0.0km/h
280,1445.0RPM,0.0km/h
380,1384.0RPM,0.0km/h
480,1238.0RPM,0.0km/h
580,1144.0RPM,0.0km/h
680,1097.0RPM,0.0km/h
780,1041.0RPM,0.0km/h
880,1048.0RPM,0.0km/h
980,1068.0RPM,0.0km/h
90,1072.0RPM,0.0km/h
190,1071.0RPM,0.0km/h
290,1046.0RPM,2.0km/h
390,1009.0RPM,2.0km/h
490,991.0RPM,2.0km/h
590,980.0RPM,2.0km/h
790,984.5RPM,2.5km/h
990,947.0RPM,3.0km/h
100,927.0RPM,3.0km/h
200,936.0RPM,3.0km/h
300,923.0RPM,3.0km/h
400,946.0RPM,3.0km/h
600,943.0RPM,4.0km/h
700,950.0RPM,4.0km/h
800,952.0RPM,4.0km/h
900,977.0RPM,4.0km/h
1000,977.0RPM,4.0km/h
110,987.0RPM,4.0km/h
210,982.0RPM,5.0km/h
310,982.0RPM,5.0km/h
410,965.0RPM,5.0km/h
510,950.0RPM,5.0km/h
610,955.0RPM,5.0km/h
710,946.0RPM,5.0km/h
810,962.0RPM,5.0km/h
910,970.0RPM,5.0km/h
1010,961.0RPM,5.0km/h
120,964.0RPM,5.0km/h
220,972.0RPM,6.0km/h
320,983.0RPM,6.0km/h
420,992.0RPM,6.0km/h
620,975.0RPM,6.0km/h
720,986.0RPM,6.0km/h
820,974.0RPM,6.0km/h
920,985.0RPM,6.0km/h
1020,984.0RPM,6.0km/h
130,979.0RPM,6.0km/h
230,977.0RPM,6.0km/h
330,972.0RPM,6.0km/h
430,962.0RPM,6.0km/h
530,969.0RPM,5.0km/h
630,972.0RPM,5.0km/h
730,983.0RPM,5.0km/h
830,973.0RPM,4.0km/h
930,970.0RPM,4.0km/h
140,957.0RPM,4.0km/h
240,958.0RPM,3.0km/h
340,965.0RPM,3.0km/h
440,957.0RPM,3.0km/h
540,948.0RPM,2.0km/h
640,958.0RPM,2.0km/h
740,960.0RPM,2.0km/h
840,955.0RPM,0.0km/h
940,944.0RPM,0.0km/h
1040,963.0RPM,0.0km/h
150,963.0RPM,0.0km/h
350,968.0RPM,0.0km/h
450,950.0RPM,0.0km/h
550,950.0RPM,0.0km/h
650,958.0RPM,0.0km/h
750,968.0RPM,0.0km/h
850,963.0RPM,0.0km/h
950,961.0RPM,0.0km/h
1050,963.0RPM,0.0km/h
160,1019.0RPM,0.0km/h
260,1059.0RPM,0.0km/h
360,1107.0RPM,0.0km/h
460,1145.0RPM,0.0km/h
660,1202.0RPM,0.0km/h
760,1241.0RPM,0.0km/h
860,1240.0RPM,0.0km/h
960,1248.0RPM,0.0km/h
1060,1231.0RPM,0.0km/h
170,1204.0RPM,0.0km/h
270,1129.0RPM,0.0km/h
370,1101.0RPM,0.0km/h
470,1059.0RPM,0.0km/h
570,1037.0RPM,0.0km/h
670,1031.0RPM,0.0km/h
770,1011.0RPM,0.0km/h
870,1004.0RPM,0.0km/h
970,992.0RPM,0.0km/h
1070,968.0RPM,0.0km/h
280,958.0RPM,0.0km/h
380,946.0RPM,0.0km/h
480,933.0RPM,0.0km/h
580,920.0RPM,0.0km/h
680,901.0RPM,2.0km/h
780,905.0RPM,2.0km/h
880,926.0RPM,2.0km/h
980,965.0RPM,3.0km/h
190,1076.0RPM,3.0km/h
290,1173.0RPM,3.0km/h
390,1216.0RPM,4.0km/h
490,1229.0RPM,4.0km/h
590,1253.0RPM,5.0km/h
690,1261.0RPM,5.0km/h
790,1278.0RPM,5.0km/h
890,1296.0RPM,6.0km/h
990,1330.0RPM,7.0km/h
1090,1350.0RPM,7.0km/h
300,1432.0RPM,7.0km/h
400,1450.0RPM,8.0km/h
500,1486.0RPM,8.0km/h
600,1503.0RPM,9.0km/h
700,1529.0RPM,9.0km/h
800,1548.0RPM,10.0km/h
900,1571.0RPM,10.0km/h
1000,1622.0RPM,11.0km/h
1100,1664.0RPM,11.0km/h
210,1679.0RPM,12.0km/h
310,1664.0RPM,12.0km/h
410,1592.0RPM,13.0km/h
510,1544.0RPM,13.0km/h
610,1492.0RPM,14.0km/h
710,1496.0RPM,14.0km/h
910,1521.0RPM,15.0km/h
1010,1528.0RPM,15.0km/h
1110,1523.0RPM,16.0km/h
220,1523.0RPM,16.0km/h
320,1511.0RPM,17.0km/h
420,1478.0RPM,17.0km/h
520,1461.0RPM,17.0km/h
620,1417.0RPM,18.0km/h
720,1397.0RPM,18.0km/h
820,1382.0RPM,19.0km/h
920,1369.0RPM,19.0km/h
1020,1352.0RPM,20.0km/h
230,1342.0RPM,21.0km/h
