sys_time,RPM,Speed
0,1823.0,0.0
800,1820.0,0.0
1300,1846.0,0.0
1500,1825.0,0.0
1700,1828.0,0.0
1900,1831.0,0.0
2100,1835.0,0.0
2300,1818.0,0.0
2500,1822.0,0.0
2600,1846.0,0.0
2800,1814.0,0.0
2900,1821.0,0.0
3100,1806.0,0.0
3200,1830.0,0.0
3400,1831.0,0.0
3600,1832.0,0.0
3700,1820.0,0.0
3800,1837.0,0.0
3900,1834.0,0.0
4000,1830.0,0.0
4200,1830.0,0.0
4300,1816.0,0.0
4400,1817.0,0.0
4500,1811.0,0.0
4600,1826.0,0.0
4700,1826.0,0.0
4800,1832.0,0.0
4900,1830.0,0.0
5000,1836.0,0.0
5100,1839.0,0.0
5300,1838.0,0.0
5400,1825.0,0.0
5500,1819.0,0.0
5600,1817.0,0.0
5700,1816.0,0.0
5800,1815.0,0.0
5900,1801.0,0.0
6000,1815.0,0.0
6100,1814.0,0.0
6200,1841.0,0.0
6400,1831.0,0.0
6500,1840.0,0.0
6600,1814.0,0.0
6700,1821.0,0.0
6800,1834.0,0.0
6900,1823.0,0.0
7000,1815.0,0.0
7100,1818.0,0.0
7200,1825.0,0.0
7300,1812.0,0.0
7400,1803.0,0.0
7500,1810.0,0.0
7700,1766.0,0.0
7800,1742.0,0.0
7900,1684.0,0.0
8000,1659.0,0.0
8100,1584.0,0.0
8200,1445.0,0.0
8300,1384.0,0.0
8400,1238.0,0.0
8500,1144.0,0.0
8600,1097.0,0.0
8700,1041.0,0.0
8800,1048.0,0.0
8900,1068.0,0.0
9000,1072.0,0.0
9100,1071.0,0.0
9200,1046.0,2.0
9300,1009.0,2.0
9400,991.0,2.0
9500,980.0,2.0
9700,984.5,2.5
9900,947.0,3.0
10000,927.0,3.0
10100,936.0,3.0
10200,923.0,3.0
10300,946.0,3.0
10500,943.0,4.0
10600,950.0,4.0
10700,952.0,4.0
10800,977.0,4.0
10900,977.0,4.0
11000,987.0,4.0
11100,982.0,5.0
11200,982.0,5.0
11300,965.0,5.0
11400,950.0,5.0
11500,955.0,5.0
11600,946.0,5.0
11700,962.0,5.0
11800,970.0,5.0
11900,961.0,5.0
12000,964.0,5.0
12100,972.0,6.0
12200,983.0,6.0
12300,992.0,6.0
12500,975.0,6.0
12600,986.0,6.0
12700,974.0,6.0
12800,985.0,6.0
12900,984.0,6.0
13000,979.0,6.0
13100,977.0,6.0
13200,972.0,6.0
13300,962.0,6.0
13400,969.0,5.0
13500,972.0,5.0
13600,983.0,5.0
13700,973.0,4.0
13800,970.0,4.0
14000,957.0,4.0
14100,958.0,3.0
14200,965.0,3.0
14300,957.0,3.0
14400,948.0,2.0
14500,958.0,2.0
14600,960.0,2.0
14700,955.0,0.0
14800,944.0,0.0
14900,963.0,0.0
15000,963.0,0.0
15200,968.0,0.0
15300,950.0,0.0
15400,950.0,0.0
15500,958.0,0.0
15600,968.0,0.0
15700,963.0,0.0
15800,961.0,0.0
15900,963.0,0.0
16000,1019.0,0.0
16100,1059.0,0.0
16200,1107.0,0.0
16300,1145.0,0.0
16500,1202.0,0.0
16600,1241.0,0.0
16700,1240.0,0.0
16800,1248.0,0.0
