"timestamp","RPM","Speed","Consumption_Rate","AirFuelRatio","ThrottlePosition","MassAirFlow","FuelType","FuelLevel","FuelTrim","WidebandAirFuelRatio","EngineLoad","AirIntakeTemperature","AmbientAirTemperature","EngineCoolantTemperature","FuelPressure","DistanceMIL","DistanceSinceCCC","EquivalentRatio","IgnitionMonitor","ModuleVoltage","PendingTroubleCodes"
"1508898522198","1823RPM","0km/h"
"1508898523012","1820RPM","0km/h"
"1508898523570","1846RPM","0km/h"
"1508898523753","1825RPM","0km/h"
"1508898523954","1828RPM","0km/h"
"1508898524132","1831RPM","0km/h"
"1508898524319","1835RPM","0km/h"
"1508898524526","1818RPM","0km/h"
"1508898524722","1822RPM","0km/h"
"1508898524880","1846RPM","0km/h"
"1508898525030","1814RPM","0km/h"
"1508898525188","1821RPM","0km/h"
"1508898525344","1806RPM","0km/h"
"1508898525497","1830RPM","0km/h"
"1508898525654","1831RPM","0km/h"
"1508898525813","1832RPM","0km/h"
"1508898525962","1820RPM","0km/h"
"1508898526061","1837RPM","0km/h"
"1508898526166","1834RPM","0km/h"
"1508898526289","1830RPM","0km/h"
"1508898526406","1830RPM","0km/h"
"1508898526513","1816RPM","0km/h"
"1508898526641","1817RPM","0km/h"
"1508898526749","1811RPM","0km/h"
"1508898526862","1826RPM","0km/h"
"1508898526980","1826RPM","0km/h"
"1508898527083","1832RPM","0km/h"
"1508898527182","1830RPM","0km/h"
"1508898527289","1836RPM","0km/h"
"1508898527393","1839RPM","0km/h"
"1508898527501","1838RPM","0km/h"
"1508898527601","1825RPM","0km/h"
"1508898527711","1819RPM","0km/h"
"1508898527818","1817RPM","0km/h"
"1508898527914","1816RPM","0km/h"
"1508898528020","1815RPM","0km/h"
"1508898528153","1801RPM","0km/h"
"1508898528251","1815RPM","0km/h"
"1508898528354","1814RPM","0km/h"
"1508898528467","1841RPM","0km/h"
"1508898528614","1831RPM","0km/h"
"1508898528724","1840RPM","0km/h"
"1508898528828","1814RPM","0km/h"
"1508898528923","1821RPM","0km/h"
"1508898529025","1834RPM","0km/h"
"1508898529127","1823RPM","0km/h"
"1508898529252","1815RPM","0km/h"
"1508898529358","1818RPM","0km/h"
"1508898529468","1825RPM","0km/h"
"1508898529566","1812RPM","0km/h"
"1508898529672","1803RPM","0km/h"
"1508898529780","1810RPM","0km/h"
"1508898529904","1766RPM","0km/h"
"1508898530009","1742RPM","0km/h"
"1508898530112","1684RPM","0km/h"
"1508898530205","1659RPM","0km/h"
"1508898530307","1584RPM","0km/h"
"1508898530418","1445RPM","0km/h"
"1508898530515","1384RPM","0km/h"
"1508898530622","1238RPM","0km/h"
"1508898530756","1144RPM","0km/h"
"1508898530848","1097RPM","0km/h"
"1508898530951","1041RPM","0km/h"
"1508898531056","1048RPM","0km/h"
"1508898531172","1068RPM","0km/h"
"1508898531273","1072RPM","0km/h"
"1508898531379","1071RPM","0km/h"
"1508898531480","1046RPM","2km/h"
"1508898531581","1009RPM","2km/h"
