sys_time,raw_x_rot,raw_y_rot,raw_z_rot
0,-0.215173,-0.5719856,-0.2587992
100,-0.2154426,-0.5718981999999999,-0.2594414
200,-0.2158312,-0.5716075999999999,-0.2598016
300,-0.21618539999999997,-0.571411794,-0.2598498
400,-0.21626460000000003,-0.5718489999999999,-0.25980260000000005
500,-0.216290398,-0.571791994,-0.2596356
600,-0.2165062,-0.571463194,-0.2595888000000001
700,-0.2160816,-0.5722374,-0.25928640000000003
800,-0.21600679999999997,-0.5725374,-0.258790996
900,-0.215553398,-0.5719192000000001,-0.25926020000000005
1000,-0.21548860000000006,-0.5716977999999999,-0.259020596
1100,-0.2152044,-0.5722387999999999,-0.258598
1200,-0.21500300000000003,-0.5719068,-0.2590088
1300,-0.2140734,-0.5717810000000001,-0.2593568
1400,-0.214331,-0.5718448,-0.2596152
1500,-0.2147904,-0.5721831999999999,-0.2595682
1600,-0.21494660000000004,-0.5717256,-0.2600118
1700,-0.21522460000000002,-0.5712408,-0.2602718
1800,-0.2156762,-0.5711238000000001,-0.2598422
1900,-0.21603220000000006,-0.5712732,-0.25950100000000004
2000,-0.2160482,-0.5711130000000001,-0.2598416
2100,-0.2158842,-0.5711255999999999,-0.25979539999999995
2200,-0.216109598,-0.5713434000000001,-0.2596904
2300,-0.21601579999999998,-0.5716430000000001,-0.25944720000000004
2400,-0.2158422,-0.571508794,-0.25960120000000003
2500,-0.21596079999999998,-0.5715023999999999,-0.25981420000000005
2600,-0.2152758,-0.572083,-0.2595758
2700,-0.2154898,-0.5718793999999999,-0.2599278
2800,-0.215534,-0.5715823999999999,-0.26029479600000005
2900,-0.215738,-0.5714196,-0.2600952
3000,-0.215745398,-0.5713497999999999,-0.260465196
3100,-0.2161502,-0.5710276,-0.26061799999999996
3200,-0.2160114,-0.5713016000000001,-0.260024
3300,-0.2163546,-0.5714229999999999,-0.26008200000000004
3400,-0.2164742,-0.571505994,-0.2603742
3500,-0.2160858,-0.5716584000000001,-0.26014160000000003
3600,-0.216069,-0.5715492,-0.2599578
3700,-0.216073,-0.5712628000000001,-0.26038140000000004
3800,-0.2160112,-0.5712349999999999,-0.2604634
3900,-0.215594,-0.5714827939999999,-0.26026279999999996
4000,-0.21584899999999999,-0.5715212,-0.2605282
4100,-0.2160384,-0.5715815999999999,-0.2605288
4200,-0.21545200000000006,-0.5719314000000001,-0.2601884
4300,-0.2155498,-0.571976,-0.2600976
4400,-0.215179,-0.5719837999999999,-0.26012899999999994
4500,-0.2152018,-0.5719991999999999,-0.2597604
4600,-0.2152102,-0.572099,-0.25988960000000005
4700,-0.216147198,-0.5718286,-0.25999659999999997
4800,-0.2159286,-0.5718753999999999,-0.26008779600000004
4900,-0.2164416,-0.5716233880000001,-0.259931
5000,-0.21663960000000002,-0.5714186,-0.25996420000000003
5100,-0.2165098,-0.5713817999999999,-0.26009720000000003
5200,-0.2162476,-0.5714656,-0.2597232
5300,-0.2162256,-0.5715178000000001,-0.2598262
5400,-0.216086798,-0.5720706,-0.2595074
5500,-0.21572800000000003,-0.5721008000000001,-0.2592216
5600,-0.21581860000000005,-0.5720319999999999,-0.2592236
5700,-0.2157364,-0.5718246,-0.2596138
5800,-0.2158386,-0.5715047999999999,-0.25957060000000004
5900,-0.215783,-0.5710951999999999,-0.259702
6000,-0.215310398,-0.5713583999999999,-0.25953339999999997
6100,-0.21557800000000002,-0.571299588,-0.259372
6200,-0.215296598,-0.571751994,-0.2591428
6300,-0.215563,-0.571834594,-0.25898259999999995
6400,-0.21573240000000002,-0.5720366,-0.259213
6500,-0.215813,-0.5720227940000001,-0.259327
6600,-0.2160016,-0.5721057999999999,-0.25944520000000004
6700,-0.21605700000000003,-0.5717749999999999,-0.2597696
6800,-0.21597780000000005,-0.5715992,-0.2597522
6900,-0.2159806,-0.5714754,-0.2597574
7000,-0.21614300000000006,-0.5711587939999999,-0.2597682
7100,-0.2156902,-0.5709595999999999,-0.2599226
7200,-0.2158722,-0.571025194,-0.259444
7300,-0.21564120000000003,-0.5712774,-0.25886180000000003
7400,-0.21515380000000006,-0.5713176,-0.25889860000000003
7500,-0.2155288,-0.5712476000000001,-0.259263
7600,-0.216004,-0.5711649999999999,-0.2594772
7700,-0.2174322,-0.570516994,-0.2614056
7800,-0.218475,-0.5699866,-0.26337140000000003
7900,-0.2196596,-0.5697791999999999,-0.264431596
8000,-0.22040900000000002,-0.569704,-0.2652806
8100,-0.22081840000000005,-0.569725,-0.26604659999999997
8200,-0.22127060000000004,-0.5693819999999999,-0.266555796
8300,-0.2213972,-0.5685238,-0.26763000000000003
8400,-0.22136980000000006,-0.5667668,-0.2697737960000001
8500,-0.22112640000000006,-0.564960794,-0.272134
8600,-0.2221804,-0.5623937999999999,-0.27364479999999997
8700,-0.22272579999999997,-0.559864394,-0.27476880000000004
8800,-0.2235252,-0.5568279939999999,-0.2764124
8900,-0.22581779999999999,-0.5530998,-0.27758120000000003
9000,-0.228783,-0.5482353999999999,-0.2794368
9100,-0.230179998,-0.542246,-0.2823702
9200,-0.231269998,-0.5366503939999999,-0.2851484
9300,-0.23238040000000001,-0.5352045999999999,-0.285103
9400,-0.2322404,-0.5352246,-0.28388460000000004
9500,-0.23203120000000005,-0.5371809940000001,-0.28175300000000003
9600,-0.2320206,-0.5412184,-0.2785888
9700,-0.2321614,-0.545849194,-0.2750508
9800,-0.231762998,-0.5479673939999999,-0.2737794
9900,-0.23083840000000005,-0.5502996,-0.27213200000000004
10000,-0.22904359800000001,-0.552850788,-0.27050100000000005
10100,-0.22715520000000006,-0.5554276,-0.26957459999999994
10200,-0.2241414,-0.5573026000000001,-0.2695204
10300,-0.2212844,-0.558912,-0.2698192
10400,-0.21892080000000005,-0.5598988,-0.271023
10500,-0.218016,-0.5595190000000001,-0.27276999999999996
10600,-0.216683,-0.558937,-0.2748390000000001
10700,-0.21595500000000006,-0.5583714000000001,-0.27545440000000004
10800,-0.215414398,-0.5571858000000001,-0.2759528
10900,-0.2147624,-0.5563777999999999,-0.27696219999999994
11000,-0.2133484,-0.5556673999999999,-0.2776362
11100,-0.2128716,-0.5543182,-0.2783802
11200,-0.2122284,-0.5538708000000001,-0.27883799600000003
11300,-0.21155299800000002,-0.5551788000000001,-0.2789236
11400,-0.2092502,-0.556768,-0.279378
11500,-0.2071428,-0.5579642,-0.279885
11600,-0.2064402,-0.5596118,-0.279401196
11700,-0.20504299999999998,-0.5618196,-0.2791798
11800,-0.20352520000000002,-0.5616770000000001,-0.27950159999999996
11900,-0.2036872,-0.5604697940000001,-0.27985340000000003
12000,-0.20322920000000003,-0.5609718,-0.2791750000000001
12100,-0.201199198,-0.5613836,-0.2791224
12200,-0.20052220000000004,-0.5597623939999999,-0.2803164
12300,-0.199989398,-0.5586641999999999,-0.2811948
12400,-0.19963239800000002,-0.5580934000000001,-0.28160040000000003
12500,-0.1968954,-0.5576842,-0.2827412
12600,-0.19353520000000002,-0.5576673999999999,-0.28364459999999997
12700,-0.19074799800000006,-0.5591925999999999,-0.2836072
12800,-0.1883776,-0.5616584,-0.28273580000000004
12900,-0.18620720000000002,-0.5640177999999999,-0.2818618
13000,-0.1854846,-0.567111394,-0.2801802
13100,-0.18644000000000002,-0.5704646,-0.2774228
13200,-0.185618198,-0.5736412,-0.27521100000000004
13300,-0.1825088,-0.5781951999999999,-0.27243459999999997
13400,-0.17726899999999998,-0.5840658000000001,-0.269593
13500,-0.172791998,-0.588228,-0.26740640000000004
13600,-0.168197,-0.592009,-0.265502996
13700,-0.164845598,-0.5958819999999999,-0.26278979999999996
13800,-0.16304419799999995,-0.5988646,-0.26008739999999997
13900,-0.1626406,-0.6010028000000001,-0.2573006
14000,-0.16199199599999994,-0.6026485999999999,-0.2554544
14100,-0.1613776,-0.6042668000000001,-0.25303219600000004
14200,-0.16234400000000002,-0.605618,-0.25037780000000004
14300,-0.164555,-0.607212194,-0.247461
14400,-0.16641359800000002,-0.6084807999999999,-0.2444988
14500,-0.16785060000000002,-0.6105748000000001,-0.2411678
14600,-0.1685434,-0.6123808000000001,-0.2387692
14700,-0.16755060000000002,-0.6143254,-0.236708
14800,-0.16765880000000002,-0.6148319999999999,-0.235562398
14900,-0.167967,-0.6153867999999999,-0.2343036
15000,-0.1706568,-0.6148954000000001,-0.2328186
15100,-0.17304920000000001,-0.61349,-0.232102
15200,-0.17865399999999998,-0.6046182,-0.2366812
15300,-0.1848922,-0.590689,-0.2447514
15400,-0.1896398,-0.5808254000000002,-0.2497914
15500,-0.193205,-0.5747612,-0.2526108
15600,-0.196744998,-0.5684486,-0.256517
15700,-0.1968068,-0.5670089939999999,-0.2576134
15800,-0.1957126,-0.5717036,-0.25454420000000005
15900,-0.1954128,-0.574114,-0.2525164
16000,-0.1951768,-0.5718605999999999,-0.25363220000000003
16100,-0.19482639999999998,-0.5697154000000001,-0.254577196
16200,-0.19514279999999998,-0.5714311999999999,-0.25255279999999997
16300,-0.1945044,-0.5730484,-0.2513146
16400,-0.19403399999999998,-0.5721484,-0.2522646
16500,-0.193668398,-0.5721324000000001,-0.25257279999999993
16600,-0.193791998,-0.5733284000000001,-0.251589994
16700,-0.1928044,-0.574091794,-0.2507206
16800,-0.192872,-0.5736124,-0.2506778
16900,-0.19352160000000002,-0.5732178000000001,-0.25078659600000003
17000,-0.193068,-0.574009,-0.2502236
17100,-0.1925256,-0.5747799939999999,-0.24991839600000001
17200,-0.1927,-0.5742719999999999,-0.25035939399999996
17300,-0.19438760000000005,-0.5696332,-0.2528528
17400,-0.1942014,-0.5687551999999999,-0.25268159999999995
17500,-0.19432639999999998,-0.5680876,-0.25224860000000005
17600,-0.1944444,-0.5665435999999999,-0.25258539999999996
17700,-0.19407539999999998,-0.5662988,-0.2521822
17800,-0.1909612,-0.5725415939999999,-0.24784720000000002
17900,-0.1889886,-0.5782514000000001,-0.2450466
18000,-0.185545,-0.586544,-0.2405062
18100,-0.1826672,-0.594572,-0.2353038
18200,-0.1827718,-0.5990138,-0.23190559600000002
18300,-0.183377,-0.602233,-0.2291056
18400,-0.1861612,-0.6013461999999999,-0.228290598
18500,-0.1901358,-0.5974754,-0.2294496
18600,-0.19317779999999998,-0.594727,-0.2305934
18700,-0.19542879999999999,-0.5946855999999999,-0.23054419800000006
18800,-0.1992072,-0.5930788,-0.23124360000000002
18900,-0.2019856,-0.5945755939999999,-0.2291344
19000,-0.20496679999999998,-0.5973027999999999,-0.22596120000000006
19100,-0.2073652,-0.6012156,-0.2210514
19200,-0.2105828,-0.6050028000000001,-0.215506
19300,-0.213663,-0.6089680000000001,-0.2092374
19400,-0.216873998,-0.6102516,-0.20539940000000004
19500,-0.2190784,-0.6103660000000001,-0.2037648
19600,-0.2199692,-0.610022794,-0.202869598
19700,-0.2183688,-0.6093026,-0.2036112
19800,-0.21620799999999998,-0.6088758000000001,-0.204804
19900,-0.2145888,-0.6090161999999999,-0.2047358
20000,-0.2141986,-0.6097606000000001,-0.20340460000000002
20100,-0.2140188,-0.610616594,-0.2017766
20200,-0.2137742,-0.6124437939999999,-0.1979516
20300,-0.2120858,-0.6144917999999999,-0.195736
20400,-0.207292,-0.6180616000000001,-0.193677998
20500,-0.201830398,-0.6209084,-0.19262559800000004
20600,-0.1972672,-0.622658,-0.19225899999999999
20700,-0.1916356,-0.6241624,-0.193408
20800,-0.1879786,-0.6255642000000001,-0.1928652
20900,-0.18642139800000002,-0.6270364,-0.19080220000000006
21000,-0.185421198,-0.6278094,-0.189122598
21100,-0.184934,-0.6287487939999999,-0.1876358
21200,-0.1867178,-0.6317614,-0.1820744
21300,-0.1902118,-0.633541194,-0.1769042
21400,-0.19286099999999998,-0.6299256000000001,-0.1782876
21500,-0.19286679999999998,-0.6264125999999999,-0.1806864
21600,-0.18989679999999998,-0.6253506,-0.1824882
21700,-0.18675780000000006,-0.6233112000000001,-0.1851568
21800,-0.1800638,-0.623656,-0.1876354
21900,-0.17463540000000002,-0.6262972,-0.1872144
22000,-0.1694816,-0.6307124,-0.1852466
22100,-0.16677299999999998,-0.6347995940000001,-0.18279679999999998
22200,-0.1605826,-0.6391925940000001,-0.1823262
22300,-0.15632820000000003,-0.6399994000000001,-0.1841136
22400,-0.1514118,-0.6411982,-0.1859344
22500,-0.15150760000000002,-0.641895,-0.1850632
22600,-0.1492314,-0.6425281999999999,-0.185348
22700,-0.14979419999999996,-0.6406364,-0.18617080000000005
22800,-0.1511232,-0.6401626,-0.1852864
22900,-0.1533048,-0.6410664,-0.1836384
23000,-0.1549204,-0.6411355999999999,-0.1817546
23100,-0.15711819800000001,-0.6397288000000001,-0.181229998
23200,-0.15833639800000002,-0.6388909999999999,-0.181239
23300,-0.15694339799999998,-0.638914,-0.18181
23400,-0.1559904,-0.6381734,-0.18239860000000002
23500,-0.15386759999999994,-0.6385335879999999,-0.1835084
23600,-0.156854,-0.6327908,-0.187706
23700,-0.15871439799999998,-0.631629194,-0.18841760000000002
23800,-0.15853879999999998,-0.631263,-0.1887748
23900,-0.16057099999999996,-0.6302226,-0.18906460000000005
24000,-0.16179100000000002,-0.6291213999999999,-0.1894254
24100,-0.15833579800000006,-0.634559,-0.1855784
24200,-0.15933719999999998,-0.631175,-0.188473
24300,-0.16107259999999998,-0.6257726,-0.1925134
24400,-0.16245539999999994,-0.6227154,-0.194106598
24500,-0.16418519999999998,-0.6182118000000001,-0.1979078
24600,-0.1654306,-0.6123975939999999,-0.202858398
24700,-0.1629366,-0.6152564,-0.20188699999999998
24800,-0.16776819999999998,-0.6141422,-0.2006552
24900,-0.17422879800000002,-0.6095138000000001,-0.201015198
25000,-0.17723780000000006,-0.6062483999999999,-0.20172420000000002
25100,-0.1804762,-0.6024246000000001,-0.202876
25200,-0.1861904,-0.593787794,-0.2070278
25300,-0.18671400000000002,-0.590873,-0.20836520000000006
25400,-0.1832468,-0.588760994,-0.21173300000000006
25500,-0.1803578,-0.5873838,-0.214329998
25600,-0.18152739999999998,-0.5853909999999999,-0.21499
25700,-0.185169798,-0.581573794,-0.2157426
25800,-0.184878,-0.5796106,-0.2173542
25900,-0.1863848,-0.578145394,-0.2166554
26000,-0.1887848,-0.5747593999999999,-0.21764699800000006
26100,-0.189996998,-0.5733885940000001,-0.21778240000000001
26200,-0.188525,-0.5738378000000001,-0.21817179999999997
26300,-0.192878198,-0.5704774,-0.221790398
26400,-0.19361199999999998,-0.569886994,-0.2256868
26500,-0.19072,-0.5701046,-0.2302696
26600,-0.1855976,-0.5709181999999999,-0.23559979800000005
26700,-0.17916179999999998,-0.5724292,-0.2403506
26800,-0.1685584,-0.5767108000000001,-0.242446
26900,-0.15533839800000002,-0.5804431999999999,-0.2435308
27000,-0.14867879799999995,-0.5817800000000001,-0.24301139800000002
27100,-0.14521979999999998,-0.5825034,-0.2417588
27200,-0.14344759999999998,-0.5816076000000001,-0.240490798
27300,-0.1473618,-0.5785461999999999,-0.23869520000000002
27400,-0.15138900000000002,-0.5766454000000001,-0.2382992
27500,-0.15452620000000003,-0.5757724,-0.23710479999999998
27600,-0.15595379999999998,-0.5755893999999999,-0.236317198
27700,-0.157807,-0.5754736,-0.23515439999999999
27800,-0.1572662,-0.5763415999999999,-0.2343006
27900,-0.160411,-0.5758506000000001,-0.2332634
28000,-0.16271379800000002,-0.5770951999999999,-0.23128920000000006
28100,-0.1679944,-0.577361,-0.229001198
28200,-0.16965020000000003,-0.5793071999999999,-0.22731420000000002
28300,-0.17050279999999998,-0.5809585999999999,-0.22660300000000005
28400,-0.17126179800000002,-0.5836764000000001,-0.22442620000000002
28500,-0.1742358,-0.5837051999999999,-0.2238742
28600,-0.17397279999999998,-0.5837246,-0.2244108
28700,-0.175055598,-0.582710994,-0.2247602
28800,-0.174985998,-0.5821715999999999,-0.225268398
28900,-0.17855539999999998,-0.57935,-0.2263802
29000,-0.17949859799999998,-0.5792234,-0.2259678
29100,-0.1795844,-0.5777758000000001,-0.2269858
29200,-0.178728,-0.5770387939999999,-0.2283656
29300,-0.1828156,-0.5737466,-0.22876559999999999
29400,-0.182589,-0.5709584000000001,-0.23110600000000006
29500,-0.18243740000000006,-0.5694636,-0.2332742
29600,-0.182342,-0.5700504000000001,-0.2336886
29700,-0.184786998,-0.5674925999999999,-0.235721
29800,-0.1825138,-0.5686226,-0.2369252
29900,-0.1820482,-0.5680468000000001,-0.2382206
30000,-0.1824932,-0.564445,-0.2408574
30100,-0.1846856,-0.5609584,-0.24196460000000006
30200,-0.1863378,-0.5588150000000001,-0.24285099800000004
30300,-0.189155,-0.5545572000000001,-0.24511820000000004
30400,-0.190859,-0.552204394,-0.2459974
30500,-0.1926,-0.5511588000000001,-0.246223798
30600,-0.1934072,-0.5484038,-0.2475902
30700,-0.197532798,-0.5464651999999999,-0.24650860000000002
30800,-0.1992162,-0.5440098000000001,-0.247231598
30900,-0.2014302,-0.5400702,-0.24933120000000006
31000,-0.205072198,-0.5364079939999999,-0.25025
31100,-0.2131144,-0.5285909999999999,-0.2527826
31200,-0.21651760000000006,-0.5227444,-0.2556636
31300,-0.22567779999999998,-0.5190918,-0.2541822
31400,-0.2359488,-0.5158034,-0.2511180000000001
31500,-0.246075798,-0.5084184,-0.251332
31600,-0.25750500000000004,-0.5045780000000001,-0.2481174
31700,-0.27407600000000004,-0.49593059999999994,-0.2456072
31800,-0.28545859999999995,-0.4857594,-0.24716799800000006
31900,-0.2949408,-0.48432159999999996,-0.24324320000000002
32000,-0.30500439999999995,-0.4870398,-0.23522179999999998
32100,-0.31238920000000003,-0.4859856,-0.231319
32200,-0.31626540000000003,-0.48706519600000003,-0.22713140000000004
32300,-0.31847759600000003,-0.4916482,-0.219883
32400,-0.3224754,-0.48711540000000003,-0.218917
32500,-0.3237428,-0.4825248,-0.21907759999999998
32600,-0.3262312,-0.4819760000000001,-0.2157172
32700,-0.32129620000000003,-0.4842206,-0.212684398
32800,-0.3157882,-0.4862419960000001,-0.2098754
32900,-0.3129108,-0.4884262,-0.20582000000000006
33000,-0.3086688,-0.4922996000000001,-0.2007738
33100,-0.29882,-0.494898796,-0.1998292
33200,-0.289534,-0.5024755999999999,-0.19412720000000003
33300,-0.2795672,-0.510582594,-0.1886428
33400,-0.26716900000000005,-0.5149266,-0.1887736
33500,-0.260162596,-0.5226064,-0.184003798
33600,-0.24555239999999998,-0.539788594,-0.17400520000000003
33700,-0.237841,-0.5476474,-0.1703986
33800,-0.2359884,-0.5536795999999999,-0.16535020000000003
33900,-0.2329994,-0.5638072000000001,-0.15664399999999998
34000,-0.224781,-0.5688295999999999,-0.15463120000000002
34100,-0.22315300000000002,-0.5705268,-0.15232600000000002
34200,-0.2288034,-0.5707180000000001,-0.1478442
34300,-0.230582,-0.572109,-0.14291959999999998
34400,-0.22684520000000002,-0.5754208000000001,-0.13939439999999995
34500,-0.22177339999999998,-0.5781454,-0.1386182
34600,-0.218519598,-0.579339,-0.13827060000000002
34700,-0.213319,-0.5837698,-0.13536399999999998
34800,-0.2098542,-0.5864214,-0.1338406
34900,-0.2127506,-0.5858979999999999,-0.1317586
35000,-0.218202,-0.587369394,-0.125836
35100,-0.21894400000000006,-0.5900806000000001,-0.1210374
35200,-0.21110460000000003,-0.5941721940000001,-0.12016819920000002
35300,-0.20266580000000006,-0.6007562000000001,-0.1175844
35400,-0.1976184,-0.6028499999999999,-0.11768379999999999
35500,-0.1907284,-0.602965,-0.120752
35600,-0.183017998,-0.6061624,-0.120538
35700,-0.1790856,-0.6082115939999999,-0.1194454
35800,-0.17937679999999998,-0.60572,-0.1207938
35900,-0.17696779999999998,-0.6080406,-0.1186014
36000,-0.17506159799999998,-0.6103352,-0.1166377992
36100,-0.177178,-0.607837,-0.11711440000000001
36200,-0.1787312,-0.6081506,-0.1152974
36300,-0.1760604,-0.6094310000000001,-0.114855
36400,-0.16837420000000003,-0.6116516000000001,-0.1156062
36500,-0.164922,-0.6116463939999999,-0.11754360000000001
36600,-0.16288619999999998,-0.6127400000000001,-0.11745
36700,-0.1614554,-0.6123936,-0.1181076
36800,-0.1579908,-0.6122922,-0.120025
36900,-0.15281479999999995,-0.612364,-0.12313319800000001
37000,-0.149505998,-0.611256594,-0.1257482
37100,-0.14754019999999998,-0.6081166,-0.1299306
37200,-0.14442780000000002,-0.602716994,-0.1362372
37300,-0.14394579999999998,-0.5968308000000001,-0.141225198
37400,-0.14762899999999998,-0.5911092,-0.14376519999999998
37500,-0.14707779999999998,-0.5894706000000001,-0.14523640000000002
37600,-0.1459744,-0.58863,-0.14614760000000002
37700,-0.1477576,-0.5883794,-0.1449304
37800,-0.14803039999999998,-0.5875416,-0.1461036
37900,-0.14614379800000002,-0.5865414000000001,-0.14779
38000,-0.1454284,-0.5843476,-0.1485868
38100,-0.1454218,-0.5829791999999999,-0.1497348
38200,-0.14273260000000002,-0.5826117999999999,-0.15230220000000003
38300,-0.1387136,-0.5823189999999999,-0.1548986
38400,-0.13696619999999998,-0.580121,-0.15869160000000002
38500,-0.13942979999999996,-0.576935194,-0.1610614
38600,-0.137818998,-0.5734980000000001,-0.1652678
38700,-0.13640880000000002,-0.5697978,-0.16833059999999994
38800,-0.1374032,-0.5641294,-0.17132180000000002
38900,-0.1378316,-0.5602946,-0.17333459999999998
39000,-0.1344838,-0.5557555999999999,-0.17745420000000006
39100,-0.13525179999999998,-0.548724,-0.18185120000000005
39200,-0.13666140000000002,-0.5419653999999999,-0.1861966
39300,-0.1356944,-0.538981,-0.1889842
39400,-0.13667059999999998,-0.5345882,-0.19178860000000006
39500,-0.1384384,-0.532027394,-0.193498
39600,-0.1375664,-0.5317068,-0.19444820000000002
39700,-0.1351932,-0.531531794,-0.1959996
39800,-0.13558879599999998,-0.5308138000000001,-0.1963432
39900,-0.13477399999999998,-0.5304724000000001,-0.19726379800000002
40000,-0.1335442,-0.5299332,-0.1981374
40100,-0.1334844,-0.5291743999999999,-0.198358
40200,-0.134082798,-0.5297099939999999,-0.1974626
40300,-0.13334179999999998,-0.5294764,-0.1977126
40400,-0.13484259999999998,-0.5276328,-0.198751
40500,-0.13510999999999998,-0.5268374,-0.19971860000000002
40600,-0.1355124,-0.5278835939999998,-0.1984118
40700,-0.13278099999999998,-0.5268064,-0.2001428
40800,-0.13322160000000002,-0.5279476000000001,-0.1993586
40900,-0.13186199599999998,-0.534845,-0.195048998
41000,-0.13064,-0.543746,-0.1893548
41100,-0.12452340000000002,-0.5529020000000001,-0.186334
41200,-0.123053,-0.563285,-0.18049479999999998
41300,-0.1207234,-0.5705779999999999,-0.1766408
41400,-0.1170644,-0.5734328000000001,-0.1764354
41500,-0.109627,-0.5741464,-0.1804334
41600,-0.10256520000000001,-0.5741314000000001,-0.1844956
41700,-0.092423,-0.5741578,-0.18983239999999998
41800,-0.08079900000000001,-0.5767616,-0.19416
41900,-0.06772339919999999,-0.5786454000000001,-0.19932660000000002
42000,-0.056946000000000004,-0.5792384,-0.2045296
42100,-0.0464181996,-0.5791185999999999,-0.2099594
42200,-0.0379878,-0.5789055999999999,-0.214267
42300,-0.0311662,-0.5765464,-0.21976639999999997
42400,-0.025915800000000003,-0.5758736,-0.22306399999999998
42500,-0.023993200000000003,-0.5768319999999999,-0.2234362
42600,-0.0274989998,-0.5787218000000001,-0.2209986
42700,-0.0303426,-0.582174,-0.21845320000000001
42800,-0.0301165998,-0.5893195999999999,-0.2153054
42900,-0.029553000000000006,-0.5957379939999999,-0.21282620000000002
43000,-0.0286195998,-0.6000713999999999,-0.21235540000000006
43100,-0.026564799999999996,-0.6038941999999999,-0.212692798
43200,-0.027637,-0.6066111999999999,-0.21076299999999995
43300,-0.030366,-0.6068494000000001,-0.210914
43400,-0.032812600000000004,-0.606195794,-0.21239960000000002
43500,-0.0332985996,-0.6053482000000001,-0.21454020000000001
43600,-0.034594,-0.6032896,-0.21824839999999998
43700,-0.034072399999999996,-0.6008914000000001,-0.2230824
43800,-0.032613,-0.601437994,-0.225431198
43900,-0.031987599999999984,-0.6031198,-0.226491
44000,-0.0326714,-0.6066358000000001,-0.22602
44100,-0.0287764,-0.6077608,-0.22965
44200,-0.033375,-0.6078697999999999,-0.22966100000000006
44300,-0.0383464,-0.604931,-0.2314434
44400,-0.044667,-0.6021084,-0.2330668
44500,-0.047660399600000014,-0.600413,-0.2345134
44600,-0.054258199999999986,-0.6014395940000001,-0.2324238
44700,-0.060202,-0.6031245999999999,-0.230681
44800,-0.06652759999999999,-0.6048894,-0.22853539999999997
44900,-0.0745242,-0.603665,-0.22776040000000006
45000,-0.083833,-0.599078194,-0.2291126
45100,-0.0977451984,-0.5958446000000001,-0.22701620000000003
45200,-0.10677660000000001,-0.5943159999999998,-0.22594479999999997
45300,-0.117222,-0.5923456,-0.22431840000000006
45400,-0.1218626,-0.593201,-0.22322599600000004
45500,-0.1326616,-0.5925559939999999,-0.22082939999999998
45600,-0.14216800000000002,-0.5891464,-0.2204848
45700,-0.15049300000000002,-0.5827906,-0.222823
45800,-0.15542339999999996,-0.5742096,-0.2280058
45900,-0.1633716,-0.5649166,-0.23245159600000004
46000,-0.169302,-0.5574176,-0.235643
46100,-0.1700914,-0.5517188000000001,-0.239706
46200,-0.1664148,-0.5464654,-0.2457554
46300,-0.16788180000000005,-0.541284,-0.249554
46400,-0.17206480000000002,-0.534304,-0.252836
46500,-0.17509460000000002,-0.527283,-0.25668059800000004
46600,-0.1765154,-0.5200744,-0.260531
46700,-0.1803112,-0.5138347999999999,-0.263181
46800,-0.18371879800000002,-0.5072122,-0.26601420000000003
46900,-0.187245598,-0.5023392,-0.2677512
47000,-0.1864946,-0.4986372,-0.2700608
47100,-0.18772020000000003,-0.4966218000000001,-0.27062980000000003
47200,-0.1880608,-0.49621040000000005,-0.2706526
47300,-0.1885464,-0.497706596,-0.2693152
47400,-0.189371398,-0.4991692,-0.26954120000000004
47500,-0.19538,-0.5003726,-0.26818759999999997
