"timestamp","sys_time","abs_timestamp","raw_x_mag","raw_y_mag","raw_z_mag"
"0.0","1508898517344","2528100131774070","-93.6875","94.3125","59.1875"
"10.0","1508898517354","2528100141786570","-93.5","94.6875","59.4375"
"19.0","1508898517364","2528100151766257","-93.8125","95.0625","59.0625"
"30.0","1508898517374","2528100161777195","-94.375","95.6875","58.6875"
"40.0","1508898517384","2528100171788132","-94.5","95.9375","58.1875"
"50.0","1508898517394","2528100181794382","-94.625","96.3125","57.625"
"60.0","1508898517405","2528100191778757","-94.625","97.0625","57.25"
"70.0","1508898517415","2528100201789695","-94.875","97.625","56.6875"
"79.0","1508898517424","2528100211769382","-95.375","98.0","56.25"
"90.0","1508898517438","2528100221781882","-95.5625","98.125","55.5625"
"100.0","1508898517444","2528100231791257","-95.25","98.375","55.375"
"109.0","1508898517454","2528100241772507","-95.0","98.4375","55.625"
"120.0","1508898517464","2528100251810007","-94.8125","98.5625","56.1875"
"129.0","1508898517474","2528100261763132","-94.875","98.4375","56.875"
"140.0","1508898517484","2528100271774070","-94.5","98.0","57.4375"
"150.0","1508898517494","2528100281785007","-94.4375","98.0","57.5"
"159.0","1508898517504","2528100291764695","-94.4375","98.1875","57.5"
"170.0","1508898517514","2528100301775632","-94.625","98.125","57.4375"
"180.0","1508898517524","2528100311786570","-94.875","98.125","57.6875"
"190.0","1508898517534","2528100321794382","-94.6875","98.0","57.625"
"200.0","1508898517544","2528100331777195","-94.875","98.0625","57.1875"
"210.0","1508898517554","2528100341789695","-95.25","98.1875","56.625"
"219.0","1508898517564","2528100351769382","-95.625","98.0625","55.875"
"230.0","1508898517597","2528100361780320","-95.4375","98.0","55.8125"
"240.0","1508898517598","2528100371791257","-95.0","98.25","56.25"
"249.0","1508898517599","2528100381770945","-94.8125","98.375","56.5"
"260.0","1508898517605","2528100391810007","-94.8125","98.1875","56.625"
"270.0","1508898517615","2528100401794382","-94.5","97.8125","56.875"
"279.0","1508898517624","2528100411772507","-94.4375","97.8125","57.0"
"290.0","1508898517639","2528100421783445","-94.0625","98.25","57.0"
"299.0","1508898517644","2528100431764695","-94.25","98.5625","56.8125"
"310.0","1508898517654","2528100441774070","-94.5","98.25","56.875"
"320.0","1508898517664","2528100451786570","-94.5","97.6875","56.4375"
"330.0","1508898517674","2528100461792820","-94.8125","97.6875","56.0625"
"340.0","1508898517684","2528100471777195","-94.875","97.8125","55.875"
"350.0","1508898517694","2528100481788132","-95.375","98.0","55.0625"
"359.0","1508898517704","2528100491767820","-95.5625","97.875","55.1875"
"370.0","1508898517714","2528100501778757","-95.0625","97.5","55.375"
"380.0","1508898517724","2528100511789695","-95.0","97.5","56.0625"
"389.0","1508898517735","2528100521770945","-94.625","97.8125","56.375"
"400.0","1508898517744","2528100531810007","-94.5","97.8125","56.8125"
"410.0","1508898517756","2528100541792820","-94.5","97.8125","57.0625"
"419.0","1508898517766","2528100551770945","-93.9375","98.0","57.0"
"430.0","1508898517780","2528100561783445","-93.875","98.0","57.0625"
"439.0","1508898517784","2528100571763132","-93.875","97.625","56.875"
"450.0","1508898517795","2528100581774070","-94.0625","97.25","56.8125"
"460.0","1508898517805","2528100591785007","-94.0","97.0625","56.375"
"470.0","1508898517814","2528100601792820","-94.3125","97.1875","56.1875"
"480.0","1508898517824","2528100611775632","-94.5","97.25","55.75"
"490.0","1508898517836","2528100621786570","-94.4375","97.1875","55.875"
"499.0","1508898517844","2528100631766257","-94.3125","96.8125","56.5625"
"510.0","1508898517854","2528100641777195","-94.4375","97.0","56.6875"
"520.0","1508898517864","2528100651789695","-94.4375","97.4375","57.0"
"529.0","1508898517876","2528100661767820","-94.5","97.75","56.8125"
"540.0","1508898517884","2528100671810007","-94.5","97.8125","56.625"
"550.0","1508898517894","2528100681791257","-94.25","97.9375","56.6875"
"559.0","1508898517905","2528100691770945","-94.4375","98.1875","56.625"
"570.0","1508898517914","2528100701781882","-94.625","98.25","56.25"
"580.0","1508898517925","2528100711794382","-95.0","98.0625","55.5"
"589.0","1508898517936","2528100721772507","-94.8125","97.875","55.375"
