timestamp,system_time,lat,lon,speed,bearing
1508898534000.0,2300,43.00330954905461,-78.78793566442141,0.18999888,0.0
1508898535399.0,3300,86.00673556646473,-157.57590642842428,0.62172373,0.0
1508898536000.0,4300,129.01015836711312,-236.36389912120018,1.10673847,0.0
1508898537000.0,4900,172.01359689612218,-315.15186892827205,1.57390097,0.0
1508898538000.0,5900,215.0169955861047,-393.9398570408129,1.89405734,0.0
1508898546000.0,13900,258.0204040111159,-472.72784246453995,2.86994434,8.162231
1508898548000.0,15900,301.023821425158,-551.5158324802626,3.05147805,16.324462
1508898553000.0,20900,344.02724580131877,-630.3038477385303,4.80056515,282.42486199999996
1508898554000.0,21900,387.0306748466755,-709.0918934744292,7.77545535,560.243312
1508898555000.0,22900,430.03411373432664,-787.8799867329319,12.610711349999999,839.0594719999999
1508898556000.0,23900,473.03756564735335,-866.6681488540829,19.017486849999997,1115.5728119999999
1508898557000.0,24900,516.0410314157053,-945.456394265527,26.64838385,1389.8992119999998
1508898558000.0,25900,559.0445113165117,-1024.2447350508762,34.96994385,1662.7696119999998
1508898559000.0,26900,602.0480028771761,-1103.0331743139266,43.55477585,1934.1789719999997
1508898560000.0,27900,645.0515038303851,-1181.8217119018575,51.85051285,2203.2877019999996
1508898561000.0,28900,688.0550103730882,-1260.610347715119,59.98165885,2470.7925519999994
1508898562000.0,29900,731.0585200651182,-1339.3990778708824,67.88955185,2738.5599519999996
1508898563000.0,30900,774.0620314599926,-1418.1878980177526,75.40471885000001,3005.0435319999997
1508898564000.0,31900,817.0655445954496,-1496.976805214007,82.38002725000001,3275.232032
1508898565000.0,32900,860.0690644288402,-1575.7657879652859,88.71362025000002,3547.3647819999996
1508898566000.0,33900,903.0725961496097,-1654.5548376563793,94.06246525000002,3836.3922219999995
1508898567000.0,34900,946.0761615940128,-1733.3439345433362,99.54926445000001,4154.542552
1508898568000.0,35900,989.0797831529945,-1812.1330573281818,106.02283905000002,4496.137312
1508898569000.0,36900,1032.0834753792976,-1890.9221843314006,113.15926165000002,4853.098112
1508898570000.0,37900,1075.0872497722573,-1969.7113013172798,121.25132765000002,4857.478397999999
1508898571000.0,38900,1118.0911128351127,-2048.500400268439,130.24500565000002,4862.961442999999
