timestamp,RPM,Speed
0,1823.0RPM,0.0km/h
800,1820.0RPM,0.0km/h
210,1846.0RPM,0.0km/h
410,1825.0RPM,0.0km/h
610,1828.0RPM,0.0km/h
810,1831.0RPM,0.0km/h
20,1835.0RPM,0.0km/h
220,1818.0RPM,0.0km/h
420,1822.0RPM,0.0km/h
620,1846.0RPM,0.0km/h
820,1817.5RPM,0.0km/h
30,1806.0RPM,0.0km/h
230,1830.0RPM,0.0km/h
430,1831.0RPM,0.0km/h
630,1826.0RPM,0.0km/h
830,1835.5RPM,0.0km/h
40,1830.0RPM,0.0km/h
240,1823.0RPM,0.0km/h
440,1814.0RPM,0.0km/h
640,1826.0RPM,0.0km/h
840,1831.0RPM,0.0km/h
50,1837.5RPM,0.0km/h
250,1838.0RPM,0.0km/h
450,1822.0RPM,0.0km/h
650,1816.5RPM,0.0km/h
850,1808.0RPM,0.0km/h
60,1814.5RPM,0.0km/h
260,1841.0RPM,0.0km/h
460,1835.5RPM,0.0km/h
660,1817.5RPM,0.0km/h
860,1828.5RPM,0.0km/h
70,1816.5RPM,0.0km/h
270,1818.5RPM,0.0km/h
470,1806.5RPM,0.0km/h
670,1766.0RPM,0.0km/h
870,1713.0RPM,0.0km/h
80,1621.5RPM,0.0km/h
280,1414.5RPM,0.0km/h
480,1191.0RPM,0.0km/h
680,1069.0RPM,0.0km/h
880,1058.0RPM,0.0km/h
90,1071.5RPM,0.0km/h
290,1027.5RPM,2.0km/h
490,985.5RPM,2.0km/h
690,984.5RPM,2.5km/h
890,947.0RPM,3.0km/h
100,931.5RPM,3.0km/h
300,934.5RPM,3.0km/h
500,943.0RPM,4.0km/h
700,951.0RPM,4.0km/h
900,977.0RPM,4.0km/h
110,984.5RPM,4.5km/h
310,973.5RPM,5.0km/h
510,952.5RPM,5.0km/h
710,954.0RPM,5.0km/h
910,965.5RPM,5.0km/h
120,968.0RPM,5.5km/h
320,987.5RPM,6.0km/h
520,975.0RPM,6.0km/h
720,980.0RPM,6.0km/h
920,984.5RPM,6.0km/h
130,978.0RPM,6.0km/h
330,967.0RPM,6.0km/h
530,970.5RPM,5.0km/h
730,978.0RPM,4.5km/h
930,970.0RPM,4.0km/h
140,957.5RPM,3.5km/h
340,961.0RPM,3.0km/h
540,953.0RPM,2.0km/h
740,957.5RPM,1.0km/h
940,953.5RPM,0.0km/h
150,963.0RPM,0.0km/h
350,959.0RPM,0.0km/h
550,954.0RPM,0.0km/h
750,965.5RPM,0.0km/h
950,962.0RPM,0.0km/h
160,1039.0RPM,0.0km/h
360,1126.0RPM,0.0km/h
560,1202.0RPM,0.0km/h
760,1240.5RPM,0.0km/h
960,1239.5RPM,0.0km/h
170,1166.5RPM,0.0km/h
370,1080.0RPM,0.0km/h
570,1034.0RPM,0.0km/h
770,1007.5RPM,0.0km/h
970,980.0RPM,0.0km/h
180,958.0RPM,0.0km/h
380,939.5RPM,0.0km/h
580,910.5RPM,1.0km/h
780,915.5RPM,2.0km/h
980,965.0RPM,3.0km/h
190,1124.5RPM,3.0km/h
390,1222.5RPM,4.0km/h
590,1257.0RPM,5.0km/h
790,1287.0RPM,5.5km/h
990,1340.0RPM,7.0km/h
200,1432.0RPM,7.0km/h
400,1468.0RPM,8.0km/h
600,1516.0RPM,9.0km/h
800,1559.5RPM,10.0km/h
1000,1643.0RPM,11.0km/h
210,1671.5RPM,12.0km/h
410,1568.0RPM,13.0km/h
610,1494.0RPM,14.0km/h
810,1521.0RPM,15.0km/h
1010,1525.5RPM,15.5km/h
220,1517.0RPM,16.5km/h
420,1469.5RPM,17.0km/h
620,1407.0RPM,18.0km/h
820,1375.5RPM,19.0km/h
1020,1352.0RPM,20.0km/h
230,1333.5RPM,21.0km/h
430,1308.0RPM,22.0km/h
630,1315.0RPM,23.0km/h
830,1309.0RPM,23.0km/h
1030,1307.5RPM,24.0km/h
240,1295.5RPM,24.5km/h
440,1273.0RPM,25.5km/h
640,1262.0RPM,26.0km/h
840,1251.0RPM,27.0km/h
1040,1220.5RPM,27.0km/h
250,1198.5RPM,27.0km/h
450,1196.0RPM,27.0km/h
650,1203.5RPM,27.0km/h
850,1207.5RPM,28.0km/h
1050,1206.5RPM,28.0km/h
260,1208.5RPM,28.0km/h
460,1194.0RPM,28.0km/h
660,1195.5RPM,27.5km/h
860,1185.0RPM,27.0km/h
1060,1196.5RPM,27.0km/h
270,1189.5RPM,26.5km/h
470,1214.0RPM,26.5km/h
670,1225.0RPM,26.0km/h
870,1225.0RPM,26.0km/h
1070,1217.0RPM,26.0km/h
280,1236.0RPM,26.5km/h
480,1228.5RPM,27.0km/h
680,1224.0RPM,27.0km/h
880,1197.5RPM,27.0km/h
1080,1190.5RPM,27.0km/h
290,1212.5RPM,27.0km/h
490,1225.5RPM,27.0km/h
690,1227.0RPM,27.0km/h
890,1225.5RPM,27.0km/h
1090,1213.0RPM,27.0km/h
300,1208.5RPM,26.5km/h
500,1208.0RPM,26.0km/h
700,1217.0RPM,26.0km/h
900,1209.0RPM,25.0km/h
1100,1202.0RPM,25.0km/h
310,1207.0RPM,25.0km/h
510,1209.5RPM,24.0km/h
710,1190.5RPM,23.0km/h
910,1171.5RPM,22.5km/h
1110,1211.0RPM,22.0km/h
320,1203.5RPM,22.0km/h
520,1240.0RPM,22.0km/h
720,1237.0RPM,22.0km/h
920,1245.5RPM,21.0km/h
1120,1252.0RPM,21.0km/h
330,1248.0RPM,21.0km/h
530,1274.66666667RPM,21.0km/h
730,1421.0RPM,21.0km/h
930,1534.0RPM,21.0km/h
1130,1554.5RPM,21.0km/h
340,1528.0RPM,22.0km/h
540,1473.0RPM,22.0km/h
740,1502.0RPM,22.0km/h
940,1518.0RPM,23.0km/h
1140,1560.5RPM,23.0km/h
350,1547.0RPM,24.0km/h
550,1490.0RPM,24.0km/h
750,1427.5RPM,24.5km/h
950,1388.0RPM,25.0km/h
1150,1339.5RPM,26.0km/h
360,1284.0RPM,26.5km/h
560,1282.5RPM,27.0km/h
760,1281.5RPM,27.5km/h
960,1280.0RPM,28.0km/h
1160,1262.0RPM,29.0km/h
370,1270.0RPM,29.0km/h
570,1417.0RPM,29.0km/h
770,1495.0RPM,29.0km/h
970,1443.0RPM,29.0km/h
1170,1363.5RPM,29.0km/h
380,1298.0RPM,29.0km/h
580,1281.5RPM,29.0km/h
780,1278.5RPM,29.0km/h
980,1254.5RPM,28.5km/h
1180,1222.0RPM,28.0km/h
390,1199.5RPM,27.5km/h
