sys_time,timestamp,abs_timestamp,raw_x_rot,raw_y_rot,raw_z_rot
0,4949.5,2528105086331413.0,-0.2153078,-0.5719419,-0.25912029999999997
200,5149.6,2528105286329851.0,-0.21600830000000001,-0.571509697,-0.2598257
400,5349.7,2528105486334538.5,-0.216277499,-0.5718204969999999,-0.25971910000000004
600,5549.5,2528105686331413.0,-0.21629389999999998,-0.5718502969999999,-0.25943760000000005
800,5749.5,2528105886329383.0,-0.215780099,-0.5722283,-0.259025598
1000,5949.6,2528106086334226.0,-0.2153465,-0.5719682999999999,-0.258809298
1200,6149.6,2528106286331101.0,-0.2145382,-0.5718439000000001,-0.2591828
1400,6349.4,2528106486329695.0,-0.2145607,-0.572014,-0.2595917
1600,6549.6,2528106686330945.0,-0.2150856,-0.5714832,-0.26014180000000003
1800,6749.6,2528106886334069.0,-0.2158542,-0.5711984999999999,-0.2596716
2000,6949.4,2528107086329383.0,-0.21596620000000002,-0.5711193000000001,-0.2598185000000001
2200,7149.7,2528107286330789.0,-0.216062699,-0.5714931999999999,-0.25956879999999993
2400,7349.5,2528107486333913.0,-0.2159015,-0.571505597,-0.25970770000000004
2600,7549.5,2528107686329695.0,-0.2153828,-0.5719812,-0.2597518
2800,7749.5,2528107886330945.0,-0.21563600000000002,-0.571501,-0.260194998
3000,7949.7,2528108086334070.0,-0.215947799,-0.5711887,-0.260541598
3200,8149.5,2528108286329382.5,-0.216183,-0.5713623000000001,-0.26005300000000003
3400,8349.5,2528108486330789.0,-0.21628000000000006,-0.571582197,-0.2602579
3600,8549.7,2528108686334069.0,-0.216071,-0.5714060000000001,-0.2601696
3800,8749.5,2528108886332350.5,-0.21580259999999998,-0.571358897,-0.26036309999999996
4000,8949.6,2528109086331101.0,-0.2159437,-0.5715513999999999,-0.2605285
4200,9149.6,2528109286333913.0,-0.2155009,-0.5719536999999999,-0.2601430000000001
4400,9349.6,2528109486332351.0,-0.2151904,-0.5719915,-0.25994470000000003
4600,9549.5,2528109686330632.0,-0.21567869899999997,-0.5719638000000001,-0.2599431
4800,9749.5,2528109886330476.0,-0.21618510000000002,-0.571749394,-0.26000939799999995
5000,9949.6,2528110086332038.0,-0.21657470000000004,-0.5714001999999999,-0.2600307
5200,10149.4,2528110286330632.0,-0.2162366,-0.5714916999999999,-0.2597747
5400,10349.6,2528110486330476.0,-0.21590739899999994,-0.5720857,-0.2593645
5600,10549.6,2528110686331882.0,-0.2157775,-0.5719283000000001,-0.2594187
5800,10749.6,2528110886333757.0,-0.21581079999999997,-0.5713,-0.2596363
6000,10949.5,2528111086330320.0,-0.21544419899999998,-0.5713289939999999,-0.25945270000000004
6200,11149.6,2528111286331570.0,-0.215429799,-0.5717932940000001,-0.25906270000000003
6400,11349.7,2528111486333445.0,-0.2157727,-0.5720296970000001,-0.25927
6600,11549.5,2528111686330320.0,-0.21602930000000006,-0.5719404,-0.25960740000000004
6800,11749.6,2528111886331882.5,-0.21597920000000004,-0.5715372999999999,-0.25975479999999995
7000,11949.5,2528112086333288.5,-0.21591660000000004,-0.5710591970000001,-0.25984539999999995
7200,12149.6,2528112286330320.0,-0.2157567,-0.5711512969999999,-0.2591529
