"timestamp","sys_time","abs_timestamp","raw_x_grav","raw_y_grav","raw_z_grav"
"0.0","1529265886765","258615738076962","0.12765959","2.916981","9.361907"
"1.0","1529265886768","258615740060604","0.113275684","2.9667337","9.346445"
"6.0","1529265886771","258615745034969","0.094067","3.0258067","9.3277025"
"15.0","1529265886778","258615753701962","0.07340412","3.090676","9.306596"
"16.0","1529265886779","258615754861629","0.060550697","3.1242576","9.295468"
"23.0","1529265886787","258615761514462","0.04867498","3.1660316","9.281393"
"26.0","1529265886790","258615764749325","0.040375765","3.194959","9.271515"
"31.0","1529265886804","258615769326962","0.03467862","3.221221","9.262446"
"36.0","1529265886806","258615774606503","0.031260516","3.2436624","9.254624"
"41.0","1529265886821","258615779916561","0.029731894","3.2624786","9.248013"
"46.0","1529265886822","258615784951962","0.027534392","3.2770796","9.242855"
"51.0","1529265886822","258615789377010","0.021221684","3.2890682","9.238613"
"54.0","1529265886825","258615792764462","0.012213504","3.2994976","9.234909"
"61.0","1529265886826","258615799264706","2.2437004E-4","3.3158078","9.229074"
"66.0","1529265886830","258615804208553","-0.01187184","3.3316536","9.223357"
"70.0","1529265886834","258615808389462","-0.023988817","3.3486981","9.217159"
"75.0","1529265886838","258615814035213","-0.039996795","3.3688178","9.209769"
"85.0","1529265886846","258615823922909","-0.05894939","3.395076","9.20002"
"93.0","1529265886856","258615831826962","-0.06956238","3.4163635","9.192062"
"95.0","1529265886859","258615833780087","-0.07438247","3.429251","9.187224"
"101.0","1529265886870","258615839639462","-0.07525388","3.4425044","9.18226"
"105.0","1529265886873","258615843637264","-0.07549594","3.4508624","9.17912"
"110.0","1529265886875","258615848581112","-0.07333101","3.4572542","9.176731"
"117.0","1529265886881","258615855264462","-0.0675196","3.4628687","9.174659"
"120.0","1529265886883","258615858407772","-0.06596018","3.468321","9.17261"
"125.0","1529265886899","258615863076962","-0.06286445","3.4746268","9.170246"
"130.0","1529265886900","258615868692196","-0.059655298","3.4814682","9.167672"
"135.0","1529265886901","258615873239315","-0.057486944","3.4875164","9.165387"
"140.0","1529265886904","258615878701962","-0.05554381","3.494182","9.16286"
"145.0","1529265886907","258615883096493","-0.055825274","3.5001097","9.160595"
"148.0","1529265886915","258615886514462","-0.05786092","3.5058024","9.158405"
"154.0","1529265886918","258615892953670","-0.060462713","3.5126858","9.15575"
"164.0","1529265886928","258615902810848","-0.065224275","3.5228431","9.151814"
"169.0","1529265886934","258615907754696","-0.06789251","3.5313354","9.148522"
"179.0","1529265886941","258615917642391","-0.06974178","3.539861","9.145212"
"187.0","1529265886951","258615925576962","-0.072138585","3.5450199","9.143195"
"189.0","1529265886952","258615927865780","-0.07308985","3.549793","9.1413355"
"195.0","1529265886965","258615933389462","-0.07548821","3.5529747","9.1400795"
"199.0","1529265886967","258615937326229","-0.076715425","3.5566607","9.138636"
"204.0","1529265886968","258615942270077","-0.078773454","3.558095","9.138061"
"210.0","1529265886974","258615949014462","-0.08141862","3.5578525","9.138131"
"214.0","1529265886977","258615952127254","-0.08356852","3.5595272","9.13746"
"218.0","1529265886986","258615956826962","-0.087362684","3.5587645","9.137721"
"223.0","1529265886987","258615961984432","-0.09279132","3.5581057","9.137924"
"226.0","1529265887002","258615964639462","-0.096026555","3.5593364","9.137412"
"233.0","1529265887002","258615971872128","-0.103048205","3.5576274","9.1380005"
"238.0","1529265887007","258615976785458","-0.107528195","3.5574996","9.137999"
"242.0","1529265887009","258615980264462","-0.11120234","3.5578887","9.137803"
"248.0","1529265887012","258615987008846","-0.116451286","3.5561738","9.138405"
"258.0","1529265887021","258615996499813","-0.122213446","3.5538728","9.139225"
"263.0","1529265887023","258616001443661","-0.12557928","3.5538092","9.139204"
"273.0","1529265887031","258616011300838","-0.1292902","3.5517063","9.13997"
"281.0","1529265887042","258616019326962","-0.13141131","3.5516758","9.139952"
"283.0","1529265887046","258616021158016","-0.13258097","3.5538397","9.139093"
"289.0","1529265887056","258616027139462","-0.13334875","3.555223","9.138544"
"292.0","1529265887058","258616031015194","-0.13312306","3.5579984","9.137467"
"297.0","1529265887061","258616035959042","-0.13252662","3.5611951","9.13623"
"304.0","1529265887067","258616042764462","-0.13062476","3.5654469","9.1346"
"308.0","1529265887071","258616046212948","-0.12969722","3.5690086","9.133222"
"312.0","1529265887079","258616050576962","-0.12863107","3.5726848","9.1318"
"317.0","1529265887081","258616055673397","-0.12764253","3.5760229","9.1305065"
"320.0","1529265887090","258616058389462","-0.12706195","3.5792077","9.129267"
"327.0","1529265887093","258616065530575","-0.12566541","3.5825186","9.127988"
"332.0","1529265887097","258616070504940","-0.12523831","3.5846689","9.127149"
"335.0","1529265887101","258616074014462","-0.12614585","3.5861976","9.126535"
"342.0","1529265887105","258616080331600","-0.12852618","3.5873868","9.126036"
"352.0","1529265887113","258616090219295","-0.1334077","3.5903199","9.124812"
"359.0","1529265887125","258616097451962","-0.13784239","3.5952864","9.12279"
"361.0","1529265887128","258616100076473","-0.14127262","3.5981832","9.121596"
"367.0","1529265887131","258616105386532","-0.14523496","3.6055174","9.118637"
"375.0","1529265887135","258616113076962","-0.14796108","3.6175487","9.113827"
"376.0","1529265887138","258616114846981","-0.14938106","3.622213","9.111951"
"382.0","1529265887146","258616120889462","-0.14999257","3.6347885","9.106932"
"386.0","1529265887150","258616124734676","-0.14982222","3.6438208","9.103324"
"390.0","1529265887159","258616128701962","-0.14887333","3.6537325","9.099366"
"396.0","1529265887163","258616134958065","-0.14638712","3.6682274","9.093573"
"401.0","1529265887165","258616139535702","-0.14446118","3.6797762","9.088937"
"406.0","1529265887171","258616144326962","-0.14309096","3.6911764","9.084334"
"411.0","1529265887174","258616149362362","-0.1411636","3.7017734","9.080051"
"414.0","1529265887181","258616152139462","-0.14061105","3.7080696","9.077491"
"421.0","1529265887184","258616159250057","-0.13978402","3.7175093","9.073642"
"429.0","1529265887193","258616167764462","-0.1388612","3.7263181","9.070042"
"431.0","1529265887197","258616169107235","-0.13872436","3.7295194","9.068728"
"435.0","1529265887200","258616174051083","-0.13912122","3.734623","9.066621"
"445.0","1529265887205","258616183877743","-0.14071988","3.7417805","9.063645"
"453.0","1529265887216","258616191201962","-0.14291665","3.7476277","9.061194"
"456.0","1529265887219","258616194162167","-0.14447941","3.7510097","9.059771"
"460.0","1529265887228","258616199014462","-0.14629723","3.755249","9.057985"
"465.0","1529265887231","258616203622616","-0.14811546","3.759394","9.056235"
"470.0","1529265887237","258616208566463","-0.14931358","3.7638915","9.054348"
"476.0","1529265887240","258616214639462","-0.15030573","3.769449","9.052019"
"480.0","1529265887243","258616218484676","-0.15099436","3.7743948","9.049946"
"484.0","1529265887250","258616222451962","-0.15263836","3.7794151","9.047823"
"490.0","1529265887253","258616228280819","-0.15467331","3.7865562","9.044803"
"500.0","1529265887263","258616238137997","-0.15770066","3.7970278","9.0403595"
"505.0","1529265887266","258616243081844","-0.1606479","3.8032565","9.037689"
"507.0","1529265887274","258616245889462","-0.16258696","3.8073294","9.035939"
"515.0","1529265887277","258616253305233","-0.1650818","3.817875","9.031444"
"523.0","1529265887285","258616261514462","-0.1667584","3.8302922","9.026153"
"524.0","1529265887288","258616262796200","-0.16715653","3.8337765","9.024667"
"531.0","1529265887298","258616269326962","-0.16826415","3.845481","9.019665"
"534.0","1529265887301","258616272653378","-0.17008649","3.852529","9.016622"
"539.0","1529265887303","258616277597225","-0.17296743","3.8623118","9.012382"
"546.0","1529265887311","258616284951962","-0.17614071","3.875255","9.0067625"
"549.0","1529265887312","258616287454403","-0.17811236","3.8808572","9.004311"
"554.0","1529265887320","258616292764462","-0.17931405","3.8899565","9.00036"
"559.0","1529265887324","258616297311581","-0.17963883","3.8973792","8.997141"
"562.0","1529265887332","258616300576962","-0.18017608","3.9026234","8.994857"
"569.0","1529265887335","258616307168758","-0.17948584","3.912753","8.990469"
"574.0","1529265887338","258616312509335","-0.17851453","3.9213014","8.986763"
"578.0","1529265887345","258616316201962","-0.17823635","3.9277725","8.983943"
"583.0","1529265887347","258616321969784","-0.17515002","3.9362528","8.98029"
"593.0","1529265887354","258616331826962","-0.16498207","3.9486666","8.975032"
"601.0","1529265887367","258616339639462","-0.15469961","3.9596493","8.970375"
"604.0","1529265887370","258616342080868","-0.15174806","3.9639306","8.968534"
"608.0","1529265887374","258616346627987","-0.14665292","3.9737039","8.9642935"
"617.0","1529265887379","258616355264462","-0.13132107","3.9947484","8.9551735"
"618.0","1529265887380","258616356485165","-0.13286011","4.0007443","8.952474"
"625.0","1529265887389","258616363076962","-0.105551556","4.020496","8.943984"
"628.0","1529265887392","258616366342342","-0.085854545","4.0293107","8.9402275"
"632.0","1529265887401","258616370889462","-0.042012017","4.0442014","8.933815"
"638.0","1529265887404","258616376199520","0.022241736","4.0622354","8.925701"
"643.0","1529265887407","258616381143368","0.088434584","4.078848","8.91771"
"648.0","1529265887413","258616386514462","0.16376579","4.0956855","8.908924"
"652.0","1529265887415","258616391000545","0.22890897","4.1093497","8.901193"
"656.0","1529265887423","258616394326962","0.27530134","4.1198616","8.895018"
"663.0","1529265887426","258616401254452","0.37944433","4.135008","8.8841505"
"671.0","1529265887439","258616409951962","0.50277764","4.1373224","8.8769455"
"677.0","1529265887443","258616415658749","0.5828199","4.136554","8.872409"
"679.0","1529265887447","258616417764462","0.6168435","4.137329","8.869746"
"687.0","1529265887449","258616425515926","0.7089031","4.1335335","8.8646345"
"695.0","1529265887471","258616433389462","0.7884957","4.1284146","8.860296"
"702.0","1529265887473","258616440316952","0.8370373","4.1239195","8.857937"
"710.0","1529265887477","258616449014462","0.8767596","4.125127","8.853531"
"717.0","1529265887482","258616455117977","0.8903758","4.1309123","8.849473"
"726.0","1529265887490","258616464639462","0.8975956","4.150187","8.839721"
"732.0","1529265887495","258616470315731","0.8946609","4.163656","8.833682"
"741.0","1529265887505","258616479745663","0.8865654","4.185879","8.82399"
"746.0","1529265887508","258616484720028","0.8793344","4.1966286","8.819607"
"750.0","1529265887516","258616488076962","0.8745745","4.203982","8.816578"
"756.0","1529265887519","258616494546688","0.8649355","4.215129","8.812205"
"766.0","1529265887528","258616504434383","0.8487704","4.227704","8.807752"
"773.0","1529265887539","258616511514462","0.8393709","4.2346807","8.805301"
"776.0","1529265887543","258616514291561","0.8395028","4.237344","8.804008"
"781.0","1529265887546","258616519662655","0.8410149","4.239821","8.80267"
"789.0","1529265887550","258616527139462","0.85149777","4.2400193","8.801567"
"791.0","1529265887553","258616529092587","0.86077046","4.239964","8.800691"
"796.0","1529265887561","258616534951962","0.88937265","4.233815","8.800807"
"800.0","1529265887565","258616538949764","0.91794074","4.2282486","8.80055"
"804.0","1529265887574","258616542764462","0.9507254","4.2215962","8.800263"
"811.0","1529265887577","258616549203670","1.0073227","4.2086544","8.800166"
"815.0","1529265887580","258616553750790","1.0505804","4.1982284","8.800088"
"820.0","1529265887585","258616558389462","1.0941567","4.187708","8.79979"
"825.0","1529265887588","258616563607967","1.1398596","4.1760507","8.799529"
"828.0","1529265887596","258616566201962","1.163696","4.170115","8.799224"
"835.0","1529265887599","258616573465145","1.2148575","4.1574593","8.798297"
"843.0","1529265887608","258616581826962","1.2638371","4.145291","8.797139"
"851.0","1529265887620","258616589639462","1.3001461","4.1354833","8.796465"
"2850.0","1529265887623","258618588571346","1.6365595","4.2056465","8.706584"
"2851.0","1529265887626","258618589639462","1.567288","4.1859283","8.728803"
"2860.0","1529265887630","258618598123348","1.5355875","4.199596","8.727872"
"867.0","1529265887633","258616605264462","1.3357224","4.1825333","8.768846"
"870.0","1529265887636","258616608346737","1.2502141","4.1847577","8.780384"
"875.0","1529265887642","258616613076962","1.1587335","4.1611767","8.804109"
"879.0","1529265887646","258616617837704","0.669701","4.130234","8.86922"
"884.0","1529265887649","258616622781551","0.20975217","4.084796","8.912959"
"890.0","1529265887653","258616628701962","-0.10144516","4.0519786","8.929813"
"894.0","1529265887656","258616632638729","-0.17992118","4.078834","8.91634"
"898.0","1529265887666","258616636514462","-0.15892781","4.1208863","8.897383"
"904.0","1529265887668","258616642495907","-0.1712196","4.1702695","8.874115"
"914.0","1529265887678","258616652139462","-0.18197998","4.2274337","8.846811"
"919.0","1529265887681","258616657449520","-0.13299543","4.26935","8.827533"
"921.0","1529265887688","258616659951962","-0.0645049","4.2965207","8.815108"
"929.0","1529265887692","258616667520321","-0.022151953","4.317037","8.805287"
"937.0","1529265887699","258616675576962","0.034943447","4.3269844","8.800363"
"938.0","1529265887702","258616677011288","0.12053378","4.3313937","8.797437"
"945.0","1529265887712","258616683389462","0.1900075","4.3236995","8.799994"
"953.0","1529265887715","258616691995419","0.2045481","4.3147645","8.804053"
"960.0","1529265887723","258616699014462","0.22967382","4.309584","8.80597"
"963.0","1529265887726","258616701669491","0.2770795","4.304606","8.807041"
"968.0","1529265887733","258616706826962","0.29694667","4.2966785","8.810265"
"973.0","1529265887737","258616711526669","0.30413905","4.2931747","8.811728"
"976.0","1529265887747","258616714639462","0.3145061","4.2895045","8.81315"
"983.0","1529265887749","258616721383846","0.2996671","4.2805696","8.81801"
"988.0","1529265887752","258616726693905","0.25681633","4.278579","8.820329"
"992.0","1529265887757","258616730264462","0.23841165","4.274259","8.822939"
"998.0","1529265887761","258616736184872","0.24111675","4.256671","8.831365"
"1007.0","1529265887769","258616746042049","0.19902934","4.2466345","8.837243"
"1007.0","1529265887781","258616746042050","-0.21229617","3.9925036","8.95462"
"1018.0","1529265887785","258616756295956","-0.14136507","4.111458","8.90204"
"1023.0","1529265887792","258616761514462","0.04354603","4.170168","8.875708"
"1032.0","1529265887795","258616770700253","0.28270084","4.168225","8.872225"
"1039.0","1529265887803","258616777139462","0.50860137","4.125092","8.882304"
"1042.0","1529265887806","258616780557430","0.47799066","4.124602","8.884232"
"1046.0","1529265887816","258616784951962","0.50113773","4.1493406","8.871428"
"1054.0","1529265887819","258616792764462","0.6437728","4.1236596","8.874197"
"1057.0","1529265887822","258616795694149","0.69930404","4.08681","8.8870325"
"1062.0","1529265887826","258616800576962","0.6799641","4.089899","8.887112"
"1067.0","1529265887829","258616805215633","0.7211902","4.0780087","8.889326"
"1070.0","1529265887837","258616808389462","0.7274813","4.0637403","8.895346"
"1077.0","1529265887840","258616815469540","0.67816836","4.0845375","8.889715"
"1085.0","1529265887849","258616824014462","0.63497245","4.109804","8.881256"
"1086.0","1529265887852","258616824960506","0.6010956","4.123217","8.877396"
"1091.0","1529265887855","258616829873837","0.5312712","4.1474433","8.870562"
"1101.0","1529265887861","258616839731014","0.44230467","4.17219","8.863836"
"1109.0","1529265887872","258616847451962","0.35948876","4.185537","8.861288"
"1111.0","1529265887875","258616849588192","0.2931573","4.1934676","8.859982"
"1117.0","1529265887884","258616855264462","0.23814413","4.1939425","8.861406"
"1126.0","1529265887889","258616864175594","0.23060611","4.177278","8.869473"
"1132.0","1529265887896","258616870889462","0.23637117","4.1495695","8.8823185"
"1136.0","1529265887899","258616874612606","0.2657364","4.135887","8.887869"
"1140.0","1529265887909","258616878701962","0.30000612","4.1205726","8.893889"
"1146.0","1529265887911","258616884103573","0.32431465","4.1038113","8.900784"
"1150.0","1529265887915","258616889047420","0.3210006","4.0938287","8.9054985"
"1156.0","1529265887919","258616894326962","0.31096187","4.09239","8.906516"
"1160.0","1529265887922","258616898904598","0.29746985","4.0928535","8.906764"
"1164.0","1529265887930","258616902139462","0.2810348","4.092788","8.907328"
"1170.0","1529265887933","258616908761776","0.25653875","4.0987267","8.905336"
"1180.0","1529265887943","258616918618954","0.22046614","4.11811","8.897356"
"1187.0","1529265887953","258616925576962","0.20083195","4.1347117","8.890119"
"1190.0","1529265887957","258616928476131","0.18583241","4.1481757","8.884171"
"1195.0","1529265887960","258616933816708","0.16603498","4.1619396","8.878123"
"1203.0","1529265887966","258616941201962","0.14470524","4.173121","8.873247"
"1205.0","1529265887969","258616943277157","0.13913652","4.1836586","8.868372"
"1210.0","1529265887978","258616949014462","0.13313784","4.1863165","8.86721"
"1215.0","1529265887981","258616953134335","0.13528807","4.1880546","8.866357"
"1220.0","1529265887984","258616958078182","0.13664968","4.1863627","8.867135"
"1226.0","1529265887988","258616964639462","0.13175999","4.182436","8.869062"
"1229.0","1529265887993","258616967935360","0.13073584","4.1830544","8.868785"
"1234.0","1529265887999","258616972451962","0.12532197","4.183117","8.868834"
"1239.0","1529265888002","258616977792538","0.11883607","4.1832056","8.868881"
"1249.0","1529265888012","258616987680233","0.10616401","4.1805863","8.870277"
"1254.0","1529265888015","258616992990292","0.10568465","4.1817083","8.869754"
"1257.0","1529265888025","258616995889462","0.10720088","4.1837444","8.868775"
"1264.0","1529265888026","258617002450741","0.099505536","4.1803474","8.870467"
"1274.0","1529265888034","258617012307919","0.0857253","4.1730328","8.874054"
"1281.0","1529265888046","258617019326962","0.07510032","4.169145","8.8759775"
"1284.0","1529265888049","258617022561825","0.068607315","4.167487","8.876809"
"1289.0","1529265888052","258617027108944","0.05743075","4.1647015","8.878196"
"1296.0","1529265888059","258617034951962","0.038212378","4.1619043","8.87961"
"1298.0","1529265888060","258617036966122","0.02988169","4.1594725","8.880781"
"1304.0","1529265888069","258617042764462","0.01625304","4.1584344","8.881303"
"1308.0","1529265888072","258617046853817","0.015754187","4.1645765","8.878426"
"1312.0","1529265888081","258617050576962","0.022932343","4.1785183","8.871857"
"1318.0","1529265888084","258617056680477","0.023695271","4.1884136","8.8671875"
"1323.0","1529265888087","258617061624325","0.02652537","4.1941595","8.864464"
"1328.0","1529265888093","258617066201962","0.029499035","4.196068","8.863551"
"1333.0","1529265888097","258617071481503","0.03204447","4.195775","8.863681"
"1335.0","1529265888103","258617074014462","0.037922706","4.1970487","8.863054"
"1343.0","1529265888106","258617081735409","0.045109358","4.1977367","8.862695"
"1351.0","1529265888117","258617089639462","0.056010116","4.2017727","8.86072"
"1353.0","1529265888119","258617091226376","0.066664845","4.204897","8.859164"
"1358.0","1529265888122","258617096170223","0.08147465","4.2129583","8.855209"
"1367.0","1529265888127","258617105996883","0.10648992","4.231701","8.846002"
"1375.0","1529265888138","258617113076962","0.12807266","4.250629","8.836636"
"1377.0","1529265888141","258617115884579","0.14027712","4.2613416","8.831289"
"1382.0","1529265888150","258617120889462","0.15563211","4.2773676","8.823281"
"1387.0","1529265888153","258617125711239","0.1716569","4.292045","8.815853"
"1392.0","1529265888156","258617130655087","0.18990247","4.306558","8.808398"
"1398.0","1529265888162","258617136514462","0.21231712","4.3228602","8.799896"
"1402.0","1529265888165","258617140908993","0.2303785","4.335481","8.793232"
"1406.0","1529265888173","258617144326962","0.24550703","4.3443584","8.78844"
"1412.0","1529265888176","258617150399960","0.27345887","4.3609405","8.779397"
"1421.0","1529265888185","258617159951962","0.31703052","4.385882","8.765496"
"1426.0","1529265888188","258617164956844","0.33874616","4.396424","8.7594"
"1429.0","1529265888196","258617167764462","0.34983146","4.400442","8.756947"
"1436.0","1529265888199","258617175027645","0.37616608","4.4125905","8.749739"
"1445.0","1529265888207","258617183389462","0.40148205","4.4240084","8.742846"
"1446.0","1529265888210","258617184915340","0.40425768","4.4222746","8.743595"
"1453.0","1529265888220","258617191201962","0.41830644","4.426342","8.740876"
"1456.0","1529265888223","258617194772518","0.42425364","4.426375","8.740572"
"1462.0","1529265888226","258617200082577","0.431328","4.428324","8.739239"
"1468.0","1529265888230","258617206826962","0.4384952","4.432095","8.73697"
"1471.0","1529265888234","258617209543026","0.43848413","4.4302855","8.737888"
"1476.0","1529265888241","258617214639462","0.43800005","4.4298286","8.738144"
"1481.0","1529265888244","258617219400204","0.43309858","4.428211","8.739208"
"1484.0","1529265888254","258617222451962","0.42528284","4.4240284","8.741711"
"1491.0","1529265888257","258617229654110","0.41163322","4.424135","8.742309"
"1496.0","1529265888260","258617234231747","0.39901692","4.422346","8.743799"
"1500.0","1529265888265","258617238076962","0.3866616","4.4203515","8.745363"
"1505.0","1529265888268","258617244058407","0.36969742","4.4202604","8.746142"
"1515.0","1529265888277","258617253946102","0.34296662","4.4238453","8.7454195"
"1523.0","1529265888288","258617261514462","0.32022896","4.426566","8.7449045"
"1530.0","1529265888292","258617268502987","0.29940307","4.4285154","8.744655"
"1539.0","1529265888299","258617277139462","0.27850354","4.4325995","8.743277"
"1540.0","1529265888302","258617278573788","0.2733451","4.43237","8.743555"
"1546.0","1529265888312","258617284951962","0.26275584","4.4348335","8.742631"
"1550.0","1529265888315","258617288827694","0.2586645","4.4367127","8.741799"
"1555.0","1529265888319","258617293405331","0.25323594","4.4395766","8.740504"
"1562.0","1529265888323","258617300576962","0.24359062","4.444645","8.738202"
"1565.0","1529265888326","258617303231991","0.23859824","4.4462314","8.737534"
"1570.0","1529265888334","258617308389462","0.22825949","4.4492087","8.736294"
"1575.0","1529265888337","258617313119686","0.21748695","4.45077","8.735773"
"1578.0","1529265888346","258617316201962","0.20891614","4.4501677","8.736289"
"1584.0","1529265888348","258617322976864","0.19116901","4.451941","8.735792"
"1594.0","1529265888358","258617332834042","0.16318141","4.454822","8.734891"
"1599.0","1529265888361","258617337747372","0.14631005","4.45463","8.735288"
"1609.0","1529265888370","258617348001278","0.11292061","4.459462","8.733317"
"1617.0","1529265888382","258617355264462","0.08951468","4.4633093","8.731624"
