"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"0.0","1527566559105","405116148000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.999","8.767534","-0.18746436"
"0.0","1527566559106","405116528000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99899","8.7674465","-0.18746248"
"1.0","1527566559106","405117199000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99897015","8.767272","-0.18745875"
"1.0","1527566559107","405117335000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9989405","8.767012","-0.1874532"
"1.0","1527566559107","405117736000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99890125","8.766666","-0.18744582"
"10.0","1527566559116","405126934000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9988524","8.766237","-0.18743666"
"20.0","1527566559125","405136344000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9987941","8.765725","-0.18742572"
"29.0","1527566559135","405145489000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9987264","8.765131","-0.18741302"
"38.0","1527566559143","405154571000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99864954","8.764456","-0.1873986"
"48.0","1527566559153","405164284000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99856347","8.7637005","-0.18738244"
"56.0","1527566559162","405172806000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9984684","8.762866","-0.18736461"
"66.0","1527566559171","405182292000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9983644","8.761953","-0.18734509"
"75.0","1527566559180","405191369000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9982515","8.7609625","-0.18732391"
"84.0","1527566559190","405201030000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9981299","8.759895","-0.1873011"
"93.0","1527566559199","405209777000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99799967","8.758752","-0.18727666"
"102.0","1527566559209","405218566000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99786085","8.757534","-0.18725061"
"112.0","1527566559219","405228411000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99771357","8.756242","-0.18722299"
"121.0","1527566559226","405237517000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99755794","8.754876","-0.18719378"
"130.0","1527566559240","405246846000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9973941","8.753438","-0.18716303"
"139.0","1527566559244","405255342000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.997222","8.751928","-0.18713075"
"149.0","1527566559255","405265180000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9970419","8.750347","-0.18709695"
"157.0","1527566559262","405273595000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99685377","8.748696","-0.18706165"
"166.0","1527566559273","405282472000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9966577","8.746976","-0.18702488"
"175.0","1527566559280","405291331000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9964539","8.745187","-0.18698663"
"184.0","1527566559290","405300444000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99624234","8.74333","-0.18694693"
"193.0","1527566559300","405310038000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9960231","8.741406","-0.1869058"
"202.0","1527566559308","405318332000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9957964","8.739416","-0.18686326"
"212.0","1527566559317","405328481000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9955622","8.737361","-0.18681931"
