"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"0.0","1527571043203","4889201056000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","1527571043209","4889201830000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"9.0","1527571043211","4889210814000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18.0","1527571043218","4889219948000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"27.0","1527571043226","4889228736000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"37.0","1527571043236","4889238152000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"45.0","1527571043243","4889246359000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"55.0","1527571043253","4889256266000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"63.0","1527571043262","4889264551000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"72.0","1527571043271","4889273382000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"81.0","1527571043281","4889282881000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"90.0","1527571043290","4889291542000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"99.0","1527571043299","4889300607000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"109.0","1527571043307","4889310243000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"118.0","1527571043316","4889319144000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"128.0","1527571043328","4889329532000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"138.0","1527571043336","4889339437000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"147.0","1527571043346","4889348592000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"156.0","1527571043355","4889357549000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"165.0","1527571043365","4889366626000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"175.0","1527571043373","4889376238000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"183.0","1527571043382","4889384312000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"193.0","1527571043391","4889394380000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"202.0","1527571043402","4889404027000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"211.0","1527571043410","4889412795000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"220.0","1527571043419","4889421354000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"229.0","1527571043430","4889430391000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"238.0","1527571043437","4889439450000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"248.0","1527571043446","4889449126000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"256.0","1527571043456","4889457439000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"265.0","1527571043464","4889466491000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"274.0","1527571043473","4889475848000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"283.0","1527571043482","4889484363000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"292.0","1527571043491","4889493338000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
