"timestamp","RPM","Speed","Consumption_Rate","AirFuelRatio","ThrottlePosition","MassAirFlow","FuelType","FuelLevel","FuelTrim","WidebandAirFuelRatio","EngineLoad","AirIntakeTemperature","AmbientAirTemperature","EngineCoolantTemperature","FuelPressure","DistanceMIL","DistanceSinceCCC","EquivalentRatio","IgnitionMonitor","ModuleVoltage","PendingTroubleCodes"
"1508975975440","1667RPM","0km/h"
"1508975976257","1652RPM","0km/h"
"1508975976834","1646RPM","0km/h"
"1508975977029","1663RPM","0km/h"
"1508975977207","1660RPM","0km/h"
"1508975977395","1560RPM","0km/h"
"1508975977605","1406RPM","0km/h"
"1508975977806","1223RPM","0km/h"
"1508975977964","1043RPM","0km/h"
"1508975978121","1032RPM","0km/h"
"1508975978279","1075RPM","0km/h"
"1508975978441","1084RPM","0km/h"
"1508975978602","1033RPM","0km/h"
"1508975978753","999RPM","0km/h"
"1508975978910","971RPM","0km/h"
"1508975979075","940RPM","0km/h"
"1508975979200","908RPM","0km/h"
"1508975979297","897RPM","0km/h"
"1508975979403","879RPM","0km/h"
"1508975979534","862RPM","2km/h"
"1508975979638","868RPM","2km/h"
"1508975979746","875RPM","2km/h"
"1508975979843","891RPM","2km/h"
"1508975979949","934RPM","2km/h"
"1508975980053","982RPM","2km/h"
"1508975980153","1073RPM","3km/h"
"1508975980258","1133RPM","3km/h"
"1508975980366","1190RPM","3km/h"
"1508975980463","1225RPM","4km/h"
"1508975980577","1239RPM","4km/h"
"1508975980691","1266RPM","4km/h"
"1508975980794","1330RPM","5km/h"
"1508975980900","1354RPM","5km/h"
"1508975981006","1439RPM","6km/h"
"1508975981104","1492RPM","6km/h"
"1508975981213","1515RPM","7km/h"
"1508975981310","1542RPM","7km/h"
"1508975981435","1558RPM","8km/h"
"1508975981544","1528RPM","8km/h"
"1508975981657","1482RPM","8km/h"
"1508975981756","1365RPM","9km/h"
"1508975981859","1312RPM","9km/h"
"1508975981992","1200RPM","9km/h"
"1508975982089","1178RPM","9km/h"
"1508975982193","1128RPM","9km/h"
"1508975982294","1114RPM","9km/h"
"1508975982393","1089RPM","9km/h"
"1508975982499","1084RPM","9km/h"
"1508975982603","1062RPM","8km/h"
"1508975982703","1033RPM","8km/h"
"1508975982821","1001RPM","8km/h"
"1508975982927","971RPM","7km/h"
