"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"0.0","1527566527315","373321115000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.999","8.767534","-0.18746436"
"0.0","1527566527317","373321359000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99899","8.7674465","-0.18746248"
"1.0","1527566527318","373322144000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99897015","8.767272","-0.18745875"
"1.0","1527566527320","373322598000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9989405","8.767012","-0.1874532"
"3.0","1527566527323","373324380000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99890125","8.766666","-0.18744582"
"12.0","1527566527328","373334037000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9988524","8.766237","-0.18743666"
"21.0","1527566527336","373342998000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9987941","8.765725","-0.18742572"
"30.0","1527566527342","373351812000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9987264","8.765131","-0.18741302"
"39.0","1527566527352","373360716000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99864954","8.764456","-0.1873986"
"48.0","1527566527362","373369618000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99856347","8.7637005","-0.18738244"
"58.0","1527566527373","373379120000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9984684","8.762866","-0.18736461"
"66.0","1527566527380","373387475000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9983644","8.761953","-0.18734509"
"76.0","1527566527387","373397122000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9982515","8.7609625","-0.18732391"
"84.0","1527566527396","373406039000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.9981299","8.759895","-0.1873011"
"93.0","1527566527405","373415053000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99799967","8.758752","-0.18727666"
"102.0","1527566527413","373423637000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99786085","8.757534","-0.18725061"
"111.0","1527566527421","373432359000","0.0","9.77631","0.812348","0.0","9.77631","0.812348","-0.99771357","8.756242","-0.18722299"
