"302044.0","1533402751110","253654480799522","-0.0178833","-0.0045166016","-0.0039367676"
"302049.0","1533402751110","253654485834923","-0.016799927","-0.0044403076","-0.0016784668"
"302054.0","1533402751110","253654490870323","-0.018295288","-0.004196167","-9.918213E-4"
"302059.0","1533402751111","253654495905723","-0.01953125","-0.0050354004","-0.0042877197"
"302064.0","1533402751111","253654500941124","-0.017074585","-0.005264282","-0.005264282"
"302069.0","1533402751112","253654505976524","-0.017501831","-0.0071411133","-0.0061950684"
"302074.0","1533402751112","253654511011925","-0.017623901","-0.008361816","-0.009185791"
"302079.0","1533402751112","253654516047325","-0.017623901","-0.004547119","-0.004623413"
"302084.0","1533402751113","253654521082725","-0.01864624","-0.006225586","-0.005203247"
"302089.0","1533402751113","253654526118126","-0.016784668","-0.007293701","-0.006210327"
"302094.0","1533402751114","253654531153526","-0.013397217","-0.0063476563","-0.005264282"
"302099.0","1533402751114","253654536188926","-0.014419556","-0.005264282","-0.0074005127"
"302104.0","1533402751115","253654541224327","-0.013290405","-0.0053100586","-0.0073547363"
"302109.0","1533402751116","253654546259727","-0.011123657","-0.0063323975","-0.0062713623"
"302114.0","1533402751117","253654551295128","-0.00894165","-0.0061950684","-0.0051116943"
"302119.0","1533402751118","253654556330528","-0.006942749","-0.004180908","-0.0031433105"
"302124.0","1533402751119","253654561365928","-0.0066986084","-0.0032653809","-0.0044403076"
"302129.0","1533402751120","253654566401329","-0.0048065186","-0.004348755","-0.0066223145"
"302134.0","1533402751121","253654571436729","-0.004638672","-0.0050964355","-0.00793457"
"302139.0","1533402751122","253654576472130","-0.0033416748","-0.004196167","-0.004852295"
"302144.0","1533402751123","253654581507530","-0.0011901855","-0.004196167","-0.0031280518"
"302149.0","1533402751124","253654586542930","3.5095215E-4","-0.0038452148","-0.0031280518"
"302154.0","1533402751125","253654591578331","0.0","-0.0018005371","-0.0033874512"
"302159.0","1533402751126","253654596613731","0.0021820068","-0.001876831","-0.004486084"
"302164.0","1533402751127","253654601649132","0.0043640137","-0.0038909912","-0.005569458"
"302169.0","1533402751128","253654606684532","0.0055236816","-0.0027923584","-0.006668091"
"302175.0","1533402751129","253654611719932","0.004119873","-0.0020599365","-0.0070495605"
"302180.0","1533402751130","253654616755333","0.0036621094","-0.0023956299","-0.005996704"
"302185.0","1533402751131","253654621790733","0.0066833496","-0.0019073486","-0.003616333"
"302190.0","1533402751131","253654626809810","0.0075683594","5.0354004E-4","-0.0018615723"
"302195.0","1533402751132","253654631845211","0.006942749","0.0011444092","-0.0035858154"
"302200.0","1533402751133","253654636880611","0.006942749","0.0016174316","-0.004196167"
"302205.0","1533402751134","253654641916012","0.00881958","7.9345703E-4","-0.0046539307"
"302210.0","1533402751135","253654646951412","0.010726929","-3.0517578E-5","-0.004776001"
"302215.0","1533402751136","253654651986812","0.009017944","0.0022583008","-0.0030670166"
"302220.0","1533402751137","253654657022213","0.008010864","0.0026855469","-0.0026397705"
"302225.0","1533402751138","253654662057613","0.008605957","0.0016021729","-0.004333496"
"302230.0","1533402751139","253654667093014","0.0090789795","5.187988E-4","-0.005264282"
"302235.0","1533402751139","253654672128414","0.007873535","0.0012664795","-0.0046539307"
"302240.0","1533402751140","253654677163814","0.006942749","9.1552734E-4","-0.0061187744"
"302245.0","1533402751141","253654682199215","0.0062408447","-6.2561035E-4","-0.0074005127"
"302250.0","1533402751142","253654687234615","0.005874634","-9.918213E-4","-0.0074005127"
"302255.0","1533402751143","253654692270016","0.0066070557","-0.001739502","-0.006652832"
"302260.0","1533402751144","253654697305416","0.006164551","-0.0028381348","-0.007095337"
"302265.0","1533402751144","253654702340816","0.005126953","-0.001663208","-0.008132935"
"302270.0","1533402751145","253654707376217","0.0055999756","-0.0025939941","-0.011642456"
"302275.0","1533402751146","253654712411617","0.006713867","-0.001449585","-0.011886597"
"302280.0","1533402751147","253654717447018","0.006072998","-0.0027313232","-0.0090789795"
"302285.0","1533402751148","253654722482418","0.0032043457","-0.0031280518","-0.0075683594"
"302290.0","1533402751149","253654727517818","8.392334E-4","-0.0022277832","-0.008300781"
"302295.0","1533402751150","253654732553219","0.0014038086","-0.0029449463","-0.008468628"
"302300.0","1533402751151","253654737588619","0.0044555664","-0.0031280518","-0.010360718"
"302305.0","1533402751152","253654742624019","0.0038146973","-0.006088257","-0.01550293"
"302310.0","1533402751153","253654747659420","0.0027160645","-0.0033111572","-0.012908936"
"302315.0","1533402751153","253654752694820","0.003692627","-0.005203247","-0.011703491"
"302321.0","1533402751154","253654757730221","0.0037384033","-0.005264282","-0.010604858"
"302326.0","1533402751155","253654762765621","0.0017242432","-0.0032653809","-0.005569458"
"302331.0","1533402751156","253654767801021","0.0015563965","-0.0041656494","-0.004257202"
"302336.0","1533402751157","253654772836422","7.019043E-4","-0.0033721924","-0.0063323975"
"302341.0","1533402751158","253654777871822","0.0037384033","-0.007232666","-0.006576538"
"302346.0","1533402751159","253654782907223","0.003829956","-0.0049591064","-0.00932312"
"302351.0","1533402751160","253654787942623","0.0048065186","-0.0016937256","-0.0065307617"
"302356.0","1533402751160","253654792978023","0.004638672","0.0012207031","7.6293945E-5"
"302361.0","1533402751161","253654798013424","0.0030212402","0.002029419","2.593994E-4"
"302366.0","1533402751162","253654803048824","0.005203247","0.0015411377","0.0015563965"
"302371.0","1533402751163","253654808084225","0.007156372","0.0025939941","0.0028381348"
"302376.0","1533402751164","253654813119625","0.008010864","5.645752E-4","9.0026855E-4"
"302381.0","1533402751165","253654818155025","0.008010864","0.0016937256","5.950928E-4"
"302386.0","1533402751166","253654823190426","0.008239746","7.6293945E-5","0.0022125244"
"302391.0","1533402751166","253654828225826","0.009384155","3.8146973E-4","0.0031738281"
"302396.0","1533402751167","253654833261227","0.009796143","0.0014801025","0.00680542"
"302401.0","1533402751168","253654838296627","0.0090789795","0.0025787354","0.008590698"
"302406.0","1533402751169","253654843332027","0.010238647","0.0032806396","0.006881714"
"302411.0","1533402751170","253654848367428","0.012283325","0.0032806396","0.007949829"
"302416.0","1533402751171","253654853402828","0.012664795","0.0032806396","0.007080078"
