sys_time,raw_x_gyro,raw_y_gyro,raw_z_gyro
0.0,0.0,0.0,0.0
100.0,0.0,0.0,0.0
200.0,0.0,0.0,0.0
300.0,0.0,0.0,0.0
400.0,0.0,0.0,0.0
500.0,0.0,0.0,0.0
600.0,0.0,0.0,0.0
700.0,0.0,0.0,0.0
800.0,0.0,0.0,0.0
900.0,-0.004642576000000001,0.0057421334,-0.0019547688000000002
1000.0,-0.004220523636363637,0.0052201212727272725,-0.0017770625454545455
1100.0,-0.0038688133333333336,0.0047851111666666665,-0.001628974
1200.0,-0.00902201,0.006484569538461538,-0.00046989638461538465
1300.0,-0.008377580714285715,0.006021385999999999,-0.00043633235714285717
1400.0,-0.007819075333333335,0.005619960266666666,-0.00040724353333333334
1500.0,-0.007330383125000001,0.00526871275,-0.0003817908125
1600.0,-0.00689918411764706,0.004958788470588235,-0.0003593325294117647
1700.0,-0.006515896111111112,0.004683300222222222,-0.0003393696111111111
1800.0,-0.0014146352631578957,-0.0005787142631578952,0.0005787144210526316
1900.0,0.001466076649999999,-0.0029932395500000004,0.0013439034999999998
2000.0,0.0013962634761904753,-0.0028507043333333335,0.0012799080952380951
2100.0,0.0032209260454545445,-0.005608853227272728,0.001610462909090909
2200.0,0.010836218391304346,-0.013173441347826087,0.0022841048260869566
2300.0,0.010384709291666665,-0.012624547958333334,0.0021889337916666664
2400.0,0.005913175719999999,-0.0066462132400000005,0.0024923301999999997
2500.0,0.002913357423076922,-0.0032892737307692313,0.0024434609807692307
2600.0,9.049877777777693e-05,-9.049766666666691e-05,0.0028959537592592594
2700.0,0.00026179960714285634,-0.00034906500000000024,0.005585053625000001
2800.0,0.0002527720344827578,-0.00033702827586206915,0.005392465568965518
2900.0,-0.0011810059000000003,0.0027285323333333333,0.006515895916666668
3000.0,-0.002443460774193549,0.003271085741935484,0.008315649467741937
3100.0,-0.003970623875000001,0.00458149025,0.006986771234375001
3200.0,-0.0038503019393939402,0.004442657212121212,0.006775050893939395
3300.0,-0.003737057764705883,0.004311990823529412,0.006575784691176471
3400.0,-0.005585053542857143,0.007330383657142857,0.005270894385714287
3500.0,-0.004106371861111112,0.006074716222222222,0.006380148152777779
3600.0,-0.004820882405405407,0.007462462648648648,0.00736340268918919
3700.0,-0.0027328181315789484,0.007137478842105262,0.006494462092105264
3800.0,-0.004448352025641027,0.009053336948717948,0.007079771602564104
3900.0,-0.004581489325000001,0.010659599175,0.0064140851125000006
4000.0,-0.002234872756097562,0.009088483585365853,0.0056616779146341474
4100.0,-0.0029088820238095245,0.010588331595238094,0.0054686984166666675
4200.0,-0.0028412336046511636,0.010342091325581395,0.005341519383720931
4300.0,-0.004414889659090909,0.012328371977272727,0.003998390761363637
4400.0,-0.0043167810000000004,0.012054408155555555,0.003909537633333334
4500.0,-0.004222937934782609,0.011792355804347825,0.0038245476847826093
4600.0,-0.004133088191489362,0.011541454617021276,0.0037431743297872346
4700.0,-0.005854125104166667,0.013998995770833333,0.0036651915312500005
4800.0,-0.003964390714285716,0.011643840142857144,0.004163857030612245
4900.0,-0.003885102900000001,0.01141096334,0.004080579890000001
5000.0,-0.004192212411764707,0.012456860411764706,0.004695278029411765
5100.0,-0.006320105826923078,0.014637271557692308,0.004863427201923078
5200.0,-0.00414927345283019,0.011156935679245283,0.004425891650943397
5300.0,-0.003461569814814816,0.00936660112962963,0.005407288731481482
5400.0,-0.0014216501818181831,0.0072637438363636385,0.005220121263636364
5500.0,-0.0013962635714285727,0.007134034125000002,0.0051269048125
5600.0,-0.002507762701754387,0.009280865631578948,0.004072435078947369
5700.0,-0.0011164090344827598,0.009120850706896553,0.002633039991379311
5800.0,-0.0010974868474576283,0.008966260016949154,0.002588412194915255
5900.0,0.0003054325999999989,0.007696902683333335,1.5833333394388304e-10
6000.0,0.0002803971393442612,0.009353248704918035,-0.0035049642704918027
6100.0,-0.000295579991935485,0.012039957435483873,-0.0074092040403225794
6200.0,-0.0002327106015873027,0.013477820968253972,-0.01064650842063492
6300.0,-0.00022907449843750108,0.013267230015625003,-0.010480156726562499
6400.0,-0.00022555027538461646,0.013063118784615387,-0.010318923546153845
6500.0,-2.8787879829330418e-11,0.015308653803030306,-0.012846681068181817
6600.0,-0.0001094087298507473,0.013220218522388064,-0.009773843888059701
6700.0,-0.00010779977794117749,0.013025803544117651,-0.009630110889705881
6800.0,-5.311874347826187e-05,0.01143823094202899,-0.010871630659420288
6900.0,-0.0031764991900000007,0.012828170642857148,-0.008412486935714284
7000.0,-0.0020304815957746486,0.01175270373239437,-0.01156342092253521
7100.0,-0.0025283032958333344,0.010011403125000005,-0.008297586187499999
7200.0,-0.0037823436616438366,0.009221555315068498,-0.006342956924657533
7300.0,-0.004375115868918919,0.008469564567567572,-0.004705313317567567
7400.0,-0.006190101124000001,0.009057095880000006,-0.002834414606666666
7500.0,-0.0066712914513157905,0.009339808592105269,-0.004404659809210526
7600.0,-0.0075207824714285726,0.008298247831168837,-0.001427996564935064
7700.0,-0.007424362183333335,0.008191860038461543,-0.0014096889166666658
7800.0,-0.009294430636708862,0.009835704215189879,-0.0014227746392405053
7900.0,-0.009712757328750002,0.009346238750000006,-0.00021380276874999899
8000.0,-0.010226336620987656,0.00900460670370371,0.0012820629444444454
8100.0,-0.01010162519878049,0.008894794426829274,0.0012664280304878059
8200.0,-0.011746276100000001,0.010436228469879525,0.0016044413433734949
8300.0,-0.011402817729761906,0.009599311547619054,0.002152572839285715
8400.0,-0.011800479050588238,0.010205043458823535,0.002199114950588236
8500.0,-0.011663264177906979,0.010086380162790703,0.0021735438465116286
8600.0,-0.011529203670114944,0.009970444758620696,0.002148560583908047
8700.0,-0.01081509135568182,0.008926963056818187,0.003207042565909092
8800.0,-0.01220357740786517,0.010775937966292141,0.0028552802786516868
8900.0,-0.01137566814777778,0.009502348722222227,0.003420845386666668
9000.0,-0.01169370593736264,0.011304363901098905,0.0022152256571428587
9100.0,-0.013306238481521739,0.012721933206521744,0.0030676059652173927
9200.0,-0.013163160648387098,0.012585138225806456,0.0030346209548387107
9300.0,-0.013646989418085108,0.013413041648936173,0.0028723664234042564
9400.0,-0.013567638501052633,0.012500232515789475,0.0030864770926315797
9500.0,-0.013426308933333334,0.012370021760416669,0.0030543262895833343
9600.0,-0.013287893377319589,0.0122424957628866,0.0030228383896907227
9700.0,-0.014685699057142856,0.012815704071428574,0.004276056773469389
9800.0,-0.014290544420202021,0.012686252515151517,0.0034800808464646475
9900.0,-0.015173892576,0.013158037920000002,0.004386012538000001
10100.0,-0.014233160076,0.012534955360000004,0.0036896261380000004
10300.0,-0.015015067576000001,0.013060299490000005,0.004227187538000001
10500.0,-0.015357152116000002,0.012534955360000004,0.005106833478000001
10700.0,-0.014734069556000002,0.012107349700000006,0.005204571918000001
10900.0,-0.015528194356000002,0.012791518800000005,0.004337143318000002
11100.0,-0.015149457916000001,0.012473868900000004,0.003750712668000002
11300.0,-0.014905111816000002,0.012864822660000004,0.003139847428000002
11500.0,-0.016395622916000004,0.012889257270000003,0.004776966328000002
11700.0,-0.015100588616000004,0.013194689890000002,0.003005457128000002
11900.0,-0.015137240516000003,0.011582005610000001,0.004459316408000002
12100.0,-0.016163494116000002,0.012864822610000002,0.004031710748000002
12300.0,-0.017067574716,0.012266174680000002,0.0054000489480000025
12500.0,-0.016358971016000003,0.011997393980000002,0.005265658598000002
12700.0,-0.016358971016000003,0.011997393980000002,0.005265658598000002
12900.0,-0.017983872616000002,0.012473868850000003,0.006377433338000002
13100.0,-0.017495180416,0.011508701790000003,0.006414085254000002
13300.0,-0.018509216716000004,0.013793337790000002,0.0055955258040000025
13500.0,-0.018509216716000004,0.013793337790000002,0.0055955258040000025
13700.0,-0.020537289376000002,0.016249016040000005,0.005778785384000002
13900.0,-0.021294762286000003,0.018387044440000003,0.004789183624000002
14100.0,-0.021881192936000004,0.018900171240000003,0.0047280971010000014
14300.0,-0.021759019936,0.01948660182,0.004105014561000001
14500.0,-0.024581217376,0.022345451120000005,0.004214970301
14700.0,-0.025057692245999998,0.022577579920000007,0.004764749001000001
14900.0,-0.025436428746,0.023029620220000005,0.004715879781000001
15100.0,-0.024031438646000002,0.021856758950000006,0.004581489426
15300.0,-0.023677136826,0.021697933950000005,0.004398229850000001
15500.0,-0.025240951845999997,0.022931881780000007,0.0035430185200000007
15700.0,-0.025912903645999998,0.022834143340000005,0.003946189590000001
15900.0,-0.024654521185999995,0.022834143340000005,0.002981022490000001
16100.0,-0.026181684215999996,0.022724187600000008,0.00431270863
16300.0,-0.024776694155999993,0.02323731436000001,0.0023701571700000005
16500.0,-0.026865853355999992,0.025631906060000008,0.0029321532000000008
16700.0,-0.026865853355999992,0.025631906060000008,0.0029321532000000008
16900.0,-0.025375342115999996,0.022553145260000008,0.003567453060000001
17100.0,-0.023298400185999997,0.017922786700000005,0.004166101010000001
17300.0,-0.019584339565999996,0.014110987660000004,0.0036407569100000013
17500.0,-0.020195204815999998,0.013707816580000006,0.0032742377500000015
17700.0,-0.020207422116,0.012388347630000004,0.0036774088200000016
17900.0,-0.019352210776000002,0.010873401870000004,0.004092797190000001
18100.0,-0.021685716075999995,0.010775663470000004,0.007281513790000002
18300.0,-0.021380283455999995,0.010054842470000002,0.0073059484000000015
18500.0,-0.022724186955999995,0.010958923070000001,0.008515461600000001
18700.0,-0.023273965655999995,0.010177015550000001,0.011081095600000002
18900.0,-0.024043655855999994,0.00956615031,0.012657127900000002
19100.0,-0.023139575255999995,0.009419542650000001,0.012070697250000002
19300.0,-0.021123719955999994,0.008674287050000002,0.011533135850000003
19500.0,-0.018130480355999994,0.004520403250000002,0.012693779850000001
19700.0,-0.019535470355999993,0.005522222245000001,0.013011429770000003
19900.0,-0.019535470355999993,0.005522222245000001,0.013011429770000003
20100.0,-0.019462166525999993,0.0051801377250000015,0.014489723720000004
20300.0,-0.015271630825999992,0.0006108657250000016,0.013952162300000005
20500.0,-0.016358970925999992,0.0023090710250000014,0.014135421870000005
20700.0,-0.017641787905999993,0.004276057065000002,0.015699236830000005
20900.0,-0.016701055405999993,0.003775147565000001,0.015125023490000007
21100.0,-0.019095647105999994,0.007098254565000002,0.014990633140000008
21300.0,-0.017104226465999996,0.005326745395000002,0.016041321340000008
21500.0,-0.013500121365999995,0.004288274455000002,0.012473868140000009
21700.0,-0.012693779225999995,0.004618141685000002,0.009480628340000009
21900.0,-0.011276571925999995,0.004349360985000002,0.008381070740000007
22100.0,-0.010164797220999994,0.0034330631550000016,0.010396925990000007
22300.0,-0.009517280040999996,0.0007819079950000019,0.014465288590000007
22500.0,-0.009847147286999995,0.0001710427950000018,0.015613715330000007
22700.0,-0.008759807186999995,4.886974500000181e-05,0.015589280720000008
22900.0,-0.009529497386999994,-0.0005009089549999981,0.01616349406000001
23100.0,-0.010348056846999994,-0.001514945324999998,0.017324138020000008
23300.0,-0.009407324416999993,-0.000684168624999998,0.017165313120000008
23500.0,-0.007867944016999993,-0.0012583819649999981,0.018142697520000008
23700.0,-0.010751227932999992,0.003530801595000002,0.01974316441000001
23900.0,-0.008393288162999992,0.0017837270350000024,0.01673770731000001
24100.0,-0.010787879962999992,0.003310890095000002,0.019303341410000008
24300.0,-0.012095131522999993,0.006389650895000002,0.01764178795000001
