sys_time,timestamp,abs_timestamp,raw_x_rot,raw_y_rot,raw_z_rot
0,1979.6,2442716299430647.0,-0.133828,-0.6222904,-0.150845998
100,2079.6,2442716399415022.0,-0.13295079999999998,-0.6229783879999999,-0.149792596
200,2179.4,2442716499413772.0,-0.13238559800000002,-0.6230502,-0.14974120000000002
300,2279.4,2442716599411897.0,-0.13241219999999998,-0.622871,-0.14927780000000002
400,2379.4,2442716699410335.0,-0.13165020000000002,-0.6234181999999999,-0.1482876
500,2479.6,2442716799415022.5,-0.13112839799999998,-0.6236311999999999,-0.1481636
600,2579.6,2442716899413147.0,-0.13132120000000003,-0.6230011999999999,-0.1478328
700,2679.4,2442716999411897.0,-0.1311126,-0.6230626,-0.14779360000000002
800,2779.6,2442717099416272.5,-0.1310298,-0.6234770000000001,-0.1475702
900,2879.2,2442717199408772.0,-0.13109740000000006,-0.6233454,-0.1478046
1000,2979.6,2442717299414085.0,-0.131411398,-0.622816594,-0.1485636
1100,3079.4,2442717399411897.0,-0.13135799799999998,-0.6230095999999999,-0.1486388
1200,3179.6,2442717499416272.5,-0.13101880000000002,-0.6232552,-0.14792679999999994
1300,3279.6,2442717599415022.0,-0.131043,-0.6229321999999999,-0.1477582
1400,3379.4,2442717699413147.0,-0.13111579999999998,-0.6224422,-0.147816
1500,3479.4,2442717799411585.0,-0.1307814,-0.6226307999999999,-0.14775839999999998
1600,3579.4,2442717899410647.0,-0.13082380000000002,-0.6226229999999999,-0.14814639999999998
1700,3679.6,2442717999414709.0,-0.13134959999999998,-0.6224164000000001,-0.148336198
1800,3779.2,2442718099406585.0,-0.13140799799999994,-0.622513,-0.1487368
1900,3879.8,2442718199417834.5,-0.13143919999999998,-0.6228236,-0.14821879999999998
2000,3979.4,2442718299410022.5,-0.13139759999999998,-0.6228488,-0.1484434
2100,4079.6,2442718399415022.0,-0.13198780000000002,-0.6227659999999999,-0.1486382
2200,4179.4,2442718499413147.0,-0.13168280000000002,-0.622938,-0.1482022
2300,4279.4,2442718599411585.0,-0.1327036,-0.6227724,-0.14847100000000002
2400,4379.4,2442718699409710.0,-0.1330924,-0.6232040000000001,-0.1499044
2500,4479.6,2442718799415335.0,-0.132375,-0.624467,-0.1489818
2600,4579.6,2442718899413460.0,-0.13256220000000002,-0.6246778000000001,-0.14884879999999998
2700,4679.4,2442718999411272.0,-0.1335036,-0.6236782,-0.1498154
2800,4779.6,2442719099416272.5,-0.1327934,-0.62368,-0.1501958
2900,4879.2,2442719199408147.0,-0.132385798,-0.623687394,-0.14910079999999998
3000,4979.6,2442719299412835.0,-0.13230479999999997,-0.6231707999999999,-0.14914639999999998
3100,5079.4,2442719399410959.5,-0.1320514,-0.6227753939999999,-0.1493614
3200,5179.6,2442719499415647.5,-0.131163398,-0.6234976,-0.14856860000000002
3300,5279.6,2442719599414709.0,-0.1309998,-0.6238262000000001,-0.14827800000000002
3400,5379.4,2442719699413147.0,-0.1313516,-0.6241266000000001,-0.1483722
3500,5479.4,2442719799411585.0,-0.13110479999999997,-0.6255539999999999,-0.14723699799999998
3600,5579.4,2442719899409709.0,-0.13023679999999999,-0.6284016,-0.14513120000000002
3700,5679.6,2442719999414709.0,-0.1287778,-0.631454394,-0.14287260000000002
3800,5779.4,2442720099412835.0,-0.126824,-0.6342911999999999,-0.14019359999999995
3900,5879.8,2442720199417522.0,-0.125351,-0.6368264,-0.138213798
4000,5979.2,2442720299409397.0,-0.1242952,-0.6391701999999999,-0.13616620000000002
4100,6079.6,2442720399414085.0,-0.1233318,-0.6411268,-0.13466159800000002
4200,6179.4,2442720499412834.5,-0.1225009992,-0.644240994,-0.13241479800000006
4300,6279.4,2442720599410959.5,-0.12006320000000001,-0.6492045999999999,-0.12813319999999997
4400,6379.4,2442720699409710.0,-0.115802,-0.6563334,-0.1219988
4500,6479.6,2442720799414397.0,-0.11162060000000001,-0.6624429940000001,-0.1170241992
4600,6579.4,2442720899412522.5,-0.10923239999999998,-0.6659702,-0.1143964
4700,6679.4,2442720999410959.5,-0.107662,-0.6679789939999999,-0.1131995992
4800,6779.6,2442721099415647.0,-0.10780139999999999,-0.6672268,-0.11388539999999997
4900,6879.2,2442721199407834.5,-0.1105276,-0.6630691999999999,-0.1178864
5000,6979.6,2442721299412835.0,-0.1134715992,-0.6585112,-0.1219156
5100,7079.4,2442721399411272.0,-0.11445180000000002,-0.6561904000000001,-0.12327160000000001
5200,7179.6,2442721499415647.5,-0.11637339999999999,-0.653459,-0.1253386
5300,7279.4,2442721599414085.0,-0.1184633992,-0.6518674000000001,-0.1262286
5400,7379.4,2442721699412835.0,-0.1192466,-0.6516985999999999,-0.1251138
5500,7479.4,2442721799410647.0,-0.1192794,-0.6518539999999999,-0.1251022
5600,7579.4,2442721899409085.0,-0.1183533992,-0.6523883940000001,-0.1251776
5700,7679.6,2442721999414085.0,-0.1173236,-0.6524634,-0.1249759992
5800,7779.4,2442722099412209.0,-0.11664599839999999,-0.6525584,-0.1246642
5900,7879.8,2442722199417209.0,-0.1167652,-0.652446394,-0.1247516
6000,7979.2,2442722299409085.0,-0.11718,-0.6520186000000001,-0.12497660000000002
6100,8079.6,2442722399413772.0,-0.117771,-0.6511031999999999,-0.125405
6200,8179.4,2442722499412209.0,-0.1188408,-0.6508451999999999,-0.1259276
6300,8279.4,2442722599411272.0,-0.1199708,-0.6499697999999999,-0.12713519999999998
6400,8379.6,2442722699415960.0,-0.1204836,-0.6488264,-0.1280788
6500,8479.6,2442722799417522.5,-0.1215674,-0.6475184,-0.129261
6600,8579.4,2442722899412209.0,-0.1230232,-0.645338,-0.13117060000000003
6700,8679.4,2442722999410959.5,-0.12377759999999995,-0.641622594,-0.134385
6800,8779.6,2442723099415647.0,-0.12335699999999998,-0.6402581999999999,-0.1363708
6900,8879.2,2442723199407209.0,-0.122547,-0.6398469999999999,-0.1371346
7000,8979.8,2442723299418772.0,-0.1230998,-0.6386025999999999,-0.137472
7100,9079.4,2442723399410959.5,-0.1239465992,-0.637663594,-0.13740460000000002
7200,9179.6,2442723499415647.5,-0.1236371992,-0.6395722000000001,-0.13457639999999998
7300,9279.4,2442723599413773.0,-0.1235856,-0.6392522,-0.13399680000000005
7400,9379.4,2442723699412835.0,-0.1237622,-0.6373203999999999,-0.1354504
7500,9479.4,2442723799410335.0,-0.1234584,-0.6364761999999999,-0.136161198
7600,9579.4,2442723899409085.0,-0.12380319999999999,-0.635979,-0.136381
7700,9679.6,2442723999413772.0,-0.1240832,-0.6346185999999999,-0.1371622
7800,9779.4,2442724099412209.0,-0.1240828,-0.6339156,-0.1378664
7900,9879.6,2442724199417209.0,-0.1233724,-0.6347796000000001,-0.13708139999999994
8000,9979.2,2442724299408772.0,-0.12219080000000002,-0.6360868000000001,-0.13603420000000002
8100,10079.6,2442724399413772.0,-0.12046580000000001,-0.6368876,-0.136210196
8200,10179.4,2442724499412209.0,-0.12007919999999997,-0.6365704000000001,-0.1363766
8300,10279.4,2442724599410959.5,-0.1195419992,-0.6371047940000001,-0.1350662
8400,10379.6,2442724699415335.0,-0.1207148,-0.6361851940000001,-0.13559399800000002
8500,10479.4,2442724799413460.0,-0.12027180000000001,-0.6340014,-0.13839400000000002
8600,10579.4,2442724899412522.5,-0.1209362,-0.6325733939999999,-0.1396904
8700,10679.4,2442724999410647.0,-0.1202962,-0.6332561999999999,-0.1391334
8800,10779.6,2442725099415022.5,-0.12172239999999998,-0.6321985999999999,-0.139721398
8900,10879.2,2442725199407209.0,-0.1215381992,-0.6315998,-0.1399616
9000,10979.8,2442725299418460.0,-0.1226253984,-0.6319560000000001,-0.138011
9100,11079.4,2442725399410335.0,-0.12248379999999999,-0.6321887939999999,-0.1371076
9200,11179.6,2442725499415647.5,-0.1226902,-0.6313648000000001,-0.1377682
9300,11279.4,2442725599413772.0,-0.12130239999999999,-0.6305624000000001,-0.1390234
9400,11379.4,2442725699411585.0,-0.12251880000000001,-0.6284308000000001,-0.140041
9500,11479.4,2442725799410959.5,-0.1233402,-0.6270091999999999,-0.140347
9600,11579.6,2442725899415335.0,-0.12303639999999998,-0.6263126,-0.13995299600000002
9700,11679.6,2442725999413772.0,-0.1229293992,-0.6260201999999999,-0.14032119999999998
9800,11779.4,2442726099412209.0,-0.12272899999999999,-0.6261404,-0.13995000000000002
9900,11879.6,2442726199416585.0,-0.12310979999999999,-0.6263890000000001,-0.139999
10000,11979.2,2442726299409085.0,-0.1223914,-0.6264939999999999,-0.13938319999999998
10100,12079.6,2442726399413460.0,-0.12398379999999999,-0.625020994,-0.13987159999999998
10200,12179.4,2442726499411897.0,-0.1257592,-0.6218741999999999,-0.141908198
