"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"0.0","1508813124315","2442714494437835","0.0","0.0","0.0"
"200.0","1508813124515","2442714694439397","-0.04520403","0.06352998","-0.004886922"
"400.0","1508813124716","2442714894444085","0.073303826","-0.009773844","0.018325957"
"599.0","1508813124916","2442715094414397","0.0","0.0","0.0"
"799.0","1508813125117","2442715294419085","0.0","0.0","0.0"
"999.0","1508813125315","2442715494420647","-0.07696902","0.017104227","0.0"
"1199.0","1508813125515","2442715694423772","0.07452556","0.02443461","-0.0061086523"
"1399.0","1508813125715","2442715894426897","0.0","0.0","0.0"
"1599.0","1508813125915","2442716094430022","0.0","0.0","0.0"
"1799.0","1508813126117","2442716294433147","0.0","0.0","0.0"
"1999.0","1508813126316","2442716494436272","0.0","0.0","0.0"
"2200.0","1508813126517","2442716694440960","0.0","0.0","0.0"
"2400.0","1508813126715","2442716894442522","0.0","0.0","0.0"
"2599.0","1508813126915","2442717094415960","0.0","0.0","0.0"
"2799.0","1508813127115","2442717294417522","0.0","0.0","0.0"
"2999.0","1508813127315","2442717494422210","0.0","0.0","0.0"
"3199.0","1508813127516","2442717694423772","0.0","0.0","0.0"
"3399.0","1508813127716","2442717894426897","0.0","0.0","0.0"
"3599.0","1508813127915","2442718094430022","-0.04642576","0.057421334","-0.019547688"
"3799.0","1508813128115","2442718294433147","0.0","0.0","0.0"
"3999.0","1508813128316","2442718494436272","0.0","0.0","0.0"
"4200.0","1508813128515","2442718694439397","-0.07086037","0.02687807","0.013439035"
"4400.0","1508813128715","2442718894442522","0.0","0.0","0.0"
"4599.0","1508813128916","2442719094415960","0.0","0.0","0.0"
"4799.0","1508813129115","2442719294417522","0.0","0.0","0.0"
"4999.0","1508813129315","2442719494420647","0.0","0.0","0.0"
"5199.0","1508813129515","2442719694423772","0.0","0.0","0.0"
"5399.0","1508813129716","2442719894426897","0.09040806","-0.095294975","0.017104227"
"5599.0","1508813129919","2442720094430022","0.056199603","-0.04886922","0.015882496"
"5799.0","1508813130116","2442720294433147","0.0","0.0","0.0"
"5999.0","1508813130316","2442720494436272","0.04153884","-0.06352998","0.008552114"
"6200.0","1508813130515","2442720694439397","0.17837265","-0.17959438","0.017104227"
"6400.0","1508813130717","2442720894442522","0.0","0.0","0.0"
"6599.0","1508813130915","2442721094414397","-0.10140363","0.13683382","0.009773844"
"6799.0","1508813131115","2442721294417522","-0.0720821","0.080634214","0.0012217305"
"6999.0","1508813131315","2442721494419085","-0.073303826","0.08307768","0.014660766"
"7199.0","1508813131515","2442721694423772","0.004886922","-0.007330383","0.07819075"
"7399.0","1508813131715","2442721894426897","0.0","0.0","0.0"
"7599.0","1508813131915","2442722094430022","-0.042760566","0.09162979","0.039095376"
"7799.0","1508813132115","2442722294433147","-0.040317107","0.019547688","0.062308256"
"7999.0","1508813132320","2442722494436272","-0.05131268","0.04520403","-0.034208454"
"8200.0","1508813132515","2442722694439397","0.0","0.0","0.0"
"8400.0","1508813132715","2442722894442522","0.0","0.0","0.0"
"8599.0","1508813132915","2442723094414397","-0.06841691","0.10995574","-0.039095376"
"8799.0","1508813133115","2442723294417522","0.047647487","-0.037873644","0.04520403"
"8999.0","1508813133316","2442723494419085","-0.030543262","0.057421334","0.042760566"
"9199.0","1508813133516","2442723694423772","0.07452556","-0.004886922","-0.02565634"
"9399.0","1508813133715","2442723894426897","-0.06963864","0.081855945","0.029321533"
"9599.0","1508813133915","2442724094428460","-0.009773844","0.073303826","-0.019547688"
"9799.0","1508813134115","2442724294431585","0.09162979","-0.05375614","-0.02443461"
"9999.0","1508813134315","2442724494434710","-0.030543262","0.0720821","-0.002443461"
"10200.0","1508813134515","2442724694437835","0.0","0.0","0.0"
"10400.0","1508813134715","2442724894440960","-0.0720821","0.09773844","-0.05375614"
"10599.0","1508813134915","2442725094414397","0.0","0.0","0.0"
"10799.0","1508813135115","2442725294415960","0.0","0.0","0.0"
"10999.0","1508813135315","2442725494419085","0.0","0.0","0.0"
"11199.0","1508813135515","2442725694423772","-0.08674286","0.12950343","0.0"
"0.0","1508813135715","2442725894425335","0.08674286","-0.10140363","0.028099801"
"200.0","1508813135915","2442726094428460","0.0","0.0","0.0"
"400.0","1508813136119","2442726294431585","-0.019547688","0.064751714","0.035430185"
"600.0","1508813136315","2442726494434710","-0.11484267","0.12583824","0.013439035"
"800.0","1508813136515","2442726694437835","0.10873401","-0.16982053","-0.018325957"
"1000.0","1508813136716","2442726894440960","0.032986723","-0.08552113","0.057421334"
"1200.0","1508813136915","2442727094445647","0.10873401","-0.10629055","-0.004886922"
"1399.0","1508813137116","2442727294415960","0.0","0.0","0.0"
"1599.0","1508813137316","2442727494419085","-0.064751714","0.12950343","-0.05497787"
"1799.0","1508813137515","2442727694422210","0.07819075","0.0","-0.07941248"
"2000.0","1508813137715","2442727894425335","0.0","0.0","0.0"
"2200.0","1508813137915","2442728094428460","0.08307768","-0.06719518","-0.15271631"
"2400.0","1508813138115","2442728294431585","-0.0012217305","0.10873401","-0.21380283"
"2600.0","1508813138315","2442728494434710","-0.035430185","0.17592919","-0.24556783"
"2800.0","1508813138515","2442728694437835","0.0036651916","0.10262536","-0.21135938"
"3000.0","1508813138716","2442728894440960","0.0","0.0","0.0"
"3200.0","1508813138915","2442729094444085","0.0","0.0","0.0"
"3399.0","1508813139115","2442729294415960","0.014660766","0.16126843","-0.17715092"
"3599.0","1508813139315","2442729494419085","-0.007330383","-0.12461651","0.19303341"
"3799.0","1508813139515","2442729694422210","0.0","0.0","0.0"
"4000.0","1508813139715","2442729894425335","0.0036651916","-0.096516706","-0.095294975"
"4200.0","1508813139915","2442730094426897","-0.21868975","0.10873401","0.16126843"
"4400.0","1508813140115","2442730294431585","0.07819075","-0.06352998","-0.2321288"
"4600.0","1508813140315","2442730494434710","-0.037873644","-0.11362094","0.22357668"
"4800.0","1508813140515","2442730694437835","-0.09407325","-0.047647487","0.13439035"
"5000.0","1508813140715","2442730894439397","-0.047647487","-0.04642576","0.11484267"
"5200.0","1508813140915","2442731094444085","-0.14049901","0.052534413","0.13561209"
"5399.0","1508813141115","2442731294415960","-0.042760566","0.030543262","-0.12217305"
"5599.0","1508813141316","2442731494419085","-0.0720821","-0.07086037","0.22479841"
"5799.0","1508813141516","2442731694422210","0.0","0.0","0.0"
"6000.0","1508813141715","2442731894425335","-0.15515977","0.13805555","-0.002443461"
"6200.0","1508813141915","2442732094428460","-0.042760566","-0.029321533","0.095294975"
"6400.0","1508813142115","2442732294431585","-0.05131268","-0.018325957","0.12095132"
"6600.0","1508813142316","2442732494433147","0.0","0.0","0.0"
