timestamp,system_time,lat,lon,speed,bearing
1508813142293.0,8800,43.00384848113872,-78.78813112418696,2.2969356,0.0
1508813144291.0,10800,43.003875149837064,-78.78814177872003,2.6906903,0.0
1508813145000.0,11800,43.00389595985979,-78.78812828814728,3.5647433,0.0
1508813146000.0,12400,43.003919517983455,-78.78813719513585,4.034836,0.0
1508813147000.0,13400,43.00395678470255,-78.78827460309122,4.9011545,334.7771600000001
1508813148000.0,14400,43.00401200276786,-78.78830544640272,5.341284,322.3885
1508813149000.0,15400,43.004056423961174,-78.78834148096377,6.2324133,307.86047
1508813150000.0,16400,43.00409216352893,-78.78840596139923,7.032803,297.5629600000001
1508813151000.0,17400,43.00411954363449,-78.78848516848139,7.658282000000002,292.34268
1508813148293.0,18400,43.005123840078745,-78.78719413181864,4.518045,144.37657
1508813153000.0,19400,43.00416513618849,-78.7886920123028,9.15929,281.73486
1508813154000.0,20400,43.00417836950056,-78.78880581729432,9.277117,279.72903
1508813155000.0,21400,43.00418488881094,-78.78892046829493,9.240797,276.71875
1508813156000.0,22400,43.00419187777653,-78.78903629628336,9.0999,276.21118
1508813157000.0,23400,43.004198774356716,-78.78914732829334,8.5972805,274.0604
1508813158000.0,24400,43.00420274465455,-78.78924811695619,7.830247999999999,272.1047
1508813159000.0,25400,43.004202922888965,-78.78933921937384,7.0028543,267.9168
1508813160000.0,26400,43.00420119304266,-78.78941505689049,5.3901,267.25574
1508813161000.0,27400,43.00419962127637,-78.7894697506462,3.8630698,267.4268
1508813162000.0,28400,43.004200326410725,-78.78951300153399,3.5215056,273.62985
1508813163000.0,29400,43.00420966912919,-78.78955001008478,3.5094597000000003,295.2255
1508813164000.0,30400,43.00423109814993,-78.78958770903154,4.521659400000001,312.72696
1508813165000.0,31400,43.00426936801367,-78.7896177906957,5.645336,331.29572
1508813166000.0,32400,43.00432868685682,-78.78963741413067,7.227015,344.92847
1508813167000.0,33400,43.004407537332476,-78.78964950334641,8.7942705,351.04214
1508813168000.0,34400,43.004500256204174,-78.78965404103114,10.08763,354.96738
1508813169000.0,35400,43.004601316580974,-78.78965300843295,10.776801,357.6140000000001
1508813170000.0,36400,43.004704543791725,-78.78964717879063,10.537003,359.61557
1508813171000.0,37400,43.00480140451821,-78.7896422931111,10.116064,1.7397546999999998
1508813168284.5,38400,43.00556707327201,-78.78783005193851,4.8145,2.6169185
1508813173000.0,39600,43.004964540098285,-78.78962718830392,7.8878555,2.339317
1508813174000.0,40400,43.00502347255789,-78.78962776059267,5.982535,359.75052
1508813175000.0,41400,43.00506629546045,-78.78962944882451,4.5129633,2.190466
1508813176000.0,42400,43.005096500663825,-78.78963065921647,3.1049182,0.32380104
1508813177000.0,43400,43.00511248644413,-78.78963271722728,1.5357345,1.0623956
1508813180000.0,46400,43.00509216985292,-78.789629092407,1.2345533000000002,150.94006000000005
1508813181000.0,47400,43.00507817466956,-78.78962883988855,1.5058391000000002,185.83441
1508813182000.0,48400,43.00506367002039,-78.78963138420427,1.275217,196.53572
1508813183000.0,49400,43.00505264515688,-78.78963699858237,1.2443024,211.09203
1508813184000.0,50400,43.0050442392372,-78.78964245001043,1.2194513,225.23882000000003
1508813204000.0,70400,43.00507072046982,-78.78964084601209,2.7289789,0.3704663
1508813205000.0,71400,43.00510441437996,-78.78963892940268,4.1539392,0.30429757
1508813206000.0,72400,43.0051496453395,-78.78963985347904,4.940446400000001,352.391
1508813207000.0,73400,43.00520479791889,-78.78964947040785,6.111203700000001,348.3902
1508813208000.0,74400,43.005270655435716,-78.78967101858402,7.8808539999999985,344.6748
1508813209000.0,75400,43.005345475449694,-78.78970406745101,8.672485,340.57037
1508813210000.0,76400,43.00542082340949,-78.78975412937704,9.13949,331.37643
1508813211000.0,77400,43.00548840002357,-78.78982431575731,9.379057,313.1122
1508813212000.0,78600,43.00553770541168,-78.78993093358969,10.26959,295.3523
1508813213000.0,79400,43.00556743827341,-78.79006507000435,11.556205,281.85364
1508813214000.0,80400,43.005580781914425,-78.79022016866189,12.810657,274.115
1508813215000.0,81400,43.00558237734124,-78.79039303605308,13.835527,270.05057
1508813216000.0,82400,43.00557661974443,-78.79057425200553,14.16435,268.9144
1508813217000.0,83400,43.00557181288949,-78.79076340486506,15.095935999999998,270.31195
1508813218000.0,84400,43.0055694840232,-78.7909591608411,16.217814999999998,270.42386
1508813219000.0,85400,43.00556886670137,-78.79116301637049,16.535921,271.5733
1508813220000.0,86600,43.00557040564682,-78.79136674658379,16.543820999999998,271.7043
1508813221000.0,87400,43.005571496853506,-78.79157215321945,16.790665,271.46304
1508813222000.0,88400,43.00557109357929,-78.79178104650836,17.067448000000002,270.8122
1508813223000.0,89400,43.00556745605332,-78.79199377686695,17.358171,269.60568
1508813224000.0,90400,43.0055592411598,-78.79220835490301,17.439208999999998,267.8784
1508813225000.0,91400,43.005547660623996,-78.79242611622237,17.72336,266.23975
1508813226000.0,92400,43.00553221652418,-78.79264646772158,17.950026,265.72098
1508813227000.0,93400,43.005514927219906,-78.79286953354979,18.155643,264.768
1508813228000.0,94400,43.00549462237793,-78.79309458665425,18.37824,263.41428
1508813229000.0,95400,43.00546825708074,-78.79332431767634,18.948309,261.11264
1508813230000.0,96400,43.0054358361792,-78.79355840923843,19.380732,259.5579
1508813231000.0,97400,43.005398652496226,-78.79379754944524,19.79975,257.82757999999995
1508813232000.0,98600,43.00535507697895,-78.79403915695556,20.122663,255.6461
1508813233000.0,99400,43.00530597690047,-78.7942786273092,19.822933,253.93547
1508813234000.0,100600,43.005250513463686,-78.79451354429864,19.695463,251.91014
1508813235000.0,101400,43.005189807023704,-78.79474400819353,19.781937,249.96191
1508813236000.0,102400,43.005123788260015,-78.79497284535827,19.800488,248.29782000000003
1508813237000.0,103400,43.005053000879535,-78.79519295048188,19.391323,245.89212
1508813238000.0,104400,43.004974209122324,-78.79540203198795,19.074017,241.46585
1508813239000.0,105600,43.004880198967264,-78.79559706659299,18.875553,235.71498
1508813240000.0,106400,43.004777479579495,-78.79578133831346,19.195505,232.4772
1508813241000.0,107400,43.00466583939578,-78.79596004146524,18.747747,228.52888
1508813242000.0,108400,43.004546378444005,-78.79612662464767,18.733927,224.14426
1508813243000.0,109600,43.004422364066926,-78.79627993961788,18.015970000000006,220.7601
1508813244000.0,110400,43.004297375145214,-78.79641872444512,17.41144,218.8066
1508813245000.0,111400,43.00416727421134,-78.79654777114182,17.649701999999994,215.2215
1508813246000.0,112400,43.004032028147094,-78.79666799376733,17.516788000000002,211.13058
1508813247000.0,113400,43.00389120398228,-78.7967712180307,17.600635999999994,206.96306
1508813248000.0,114400,43.003746131578474,-78.79686322964112,18.054783,203.73918
1508813249000.0,115400,43.00359759437227,-78.7969437589438,17.533134,201.89325
1508813250000.0,116400,43.00344863032244,-78.79701781155022,17.761528,200.0001
1508813251000.0,117400,43.003298791214895,-78.79708233606847,17.500519,196.65074
1508813252000.0,118400,43.003143396073476,-78.7971343747524,18.166231,193.03258
1508813253000.0,119400,43.002988509239216,-78.79717097744002,16.78148,187.86905
1508813254000.0,120400,43.002836449601155,-78.7971905237124,16.684089999999998,186.2968
1508813255000.0,121400,43.00268244889632,-78.79719999226866,16.898834,182.31886
1508813256000.0,122400,43.00252599322784,-78.79719381540012,16.990396,178.4781
1508813257000.0,123400,43.00237118053644,-78.79717512217368,16.864994,175.68533
1508813258000.0,124600,43.00221873851636,-78.79714995460516,16.647472,175.57281
1508813259000.0,125400,43.00207235755641,-78.79712959294326,15.799508,176.42761000000004
1508813260000.0,126400,43.00193086246117,-78.79711246929884,15.359274,175.79594
1508813261000.0,127400,43.00179384642351,-78.79709587843594,14.814801,176.6971
1508813262000.0,128400,43.00166185270128,-78.79708282230992,14.465877,177.02937
1508813263000.0,129400,43.001534346758575,-78.79707181187001,13.7806425,177.47083999999995
1508813264000.0,130400,43.001412987136746,-78.79706361758006,13.02996,178.49704
1508813265000.0,131400,43.001299728925936,-78.7970582188101,11.930725,178.78151
1508813266000.0,132400,43.00119178200435,-78.79705307653704,11.389335,177.42305
1508813267000.0,133400,43.00109251037427,-78.79705213701072,10.718981,179.09378
1508813268000.0,134400,43.000998223006725,-78.79705179413911,10.042193,179.27053999999995
1508813269000.0,135400,43.000909463019845,-78.7970540276971,9.45534,180.27646
1508813270000.0,136400,43.000826640550834,-78.79705585662914,8.7169075,180.50558
1508813271000.0,137400,43.000747976352365,-78.79705884130745,8.696786999999999,180.76749
1508813272000.0,138400,43.00067359936981,-78.79706595581972,7.886072,184.83575
1508813273000.0,139400,43.0006079064369,-78.79707313173584,6.6839356,181.77745
1508813274000.0,140400,43.000548950421255,-78.79707664231681,6.3457313,181.0617
1508813275000.0,141400,43.00049051125741,-78.7970789643093,6.494692,180.1869
1508813276000.0,142400,43.000431825053994,-78.79707863038561,6.5590777000000005,179.66266000000005
1508813277000.0,143400,43.000372092362994,-78.79707896169019,6.6942115000000015,180.95709
1508813278000.0,144400,43.00031222244356,-78.79708126157499,6.313549,182.97188
1508813279000.0,145400,43.000256731072206,-78.7970844827436,5.770678500000002,184.19897
1508813280000.0,146400,43.00020698391933,-78.79709747864709,5.0384502,197.24171
1508813281000.0,147400,43.00016332746515,-78.79711898449726,4.8316207,204.84084
1508813282000.0,148400,43.00012377204813,-78.79715971921136,5.9416647000000005,227.56927
1508813283000.0,149400,43.00009101772435,-78.79722451619233,6.596917,247.53215
1508813284000.0,150400,43.00007833360462,-78.79731362410016,7.708397,271.41724
1508813285000.0,151400,43.00007985684777,-78.79741617334787,7.901209,273.28305
1508813286000.0,152400,43.00008182068829,-78.79751798662312,7.695732,272.8625
1508813287000.0,153400,43.00008455138293,-78.79761258670693,6.975065,272.71567000000005
1508813288000.0,154400,43.00008730248743,-78.79769240449038,5.543918,273.24265
1508813289000.0,155400,43.00008753029221,-78.79775947533206,4.868097,268.81818
1508813290000.0,156400,43.00008800821188,-78.79781376823969,3.7790842,269.9767
1508813291000.0,157400,43.000089802436456,-78.7978508626409,2.45586,270.8447
1508813292000.0,158400,43.00009183915786,-78.79787669305492,1.9038088,271.59946
1508813293000.0,159400,43.00009373254032,-78.79789477045051,1.1648954,278.5583
1508813300000.0,166400,43.00009406857035,-78.79791618743167,0.9052551,323.6656
1508813301000.0,167400,43.000092704475954,-78.79793528709804,1.8614415,296.64166
1508813302000.0,168600,43.00008991578248,-78.79796663031715,2.7223494,261.79388
1508813303000.0,169400,43.000087433767824,-78.79800618792305,3.21495,267.95465
1508813304000.0,170400,43.000086477007436,-78.79805358077721,4.053563,270.45937999999995
