"timestamp","sys_time","abs_timestamp","raw_x_lin_acc","raw_y_lin_acc","raw_z_lin_acc"
"0.0","1508813124141","2442714319414397","0.156","-0.0176","0.0093"
"19.0","1508813124161","2442714339405022","0.1361","-0.0808","-0.047799997"
"40.0","1508813124184","2442714359426897","0.0771","0.054899998","0.051099997"
"60.0","1508813124201","2442714379419085","0.19409999","0.0647","-0.0142"
"79.0","1508813124221","2442714399409710","0.1647","-0.069699995","0.074599996"
"99.0","1508813124241","2442714419400335","0.2434","0.0413","0.0233"
"120.0","1508813124261","2442714439422210","0.2634","0.0962","0.109699994"
"139.0","1508813124281","2442714459412835","0.076299995","0.0782","-0.0824"
"159.0","1508813124301","2442714479403460","0.2333","-0.010799999","0.0347"
"180.0","1508813124321","2442714499425335","0.18419999","0.0591","0.0831"
"200.0","1508813124341","2442714519417522","0.19309999","0.055299997","-0.0986"
"219.0","1508813124361","2442714539408147","0.1249","-0.1428","0.0568"
"239.0","1508813124381","2442714559398772","0.16499999","-0.1441","0.101799995"
"260.0","1508813124406","2442714579420647","0.2242","0.104899995","0.118999995"
"279.0","1508813124424","2442714599411272","0.23269999","-0.0067","-0.1391"
"300.0","1508813124441","2442714619445647","0.1935","-0.1672","0.067099996"
"320.0","1508813124461","2442714639425335","0.17469999","0.0028","0.1708"
"340.0","1508813124482","2442714659415960","0.028099999","0.087299995","0.060099997"
"359.0","1508813124501","2442714679408147","0.3211","0.0367","-0.0907"
"379.0","1508813124521","2442714699398772","0.17469999","-0.0548","0.13159999"
"400.0","1508813124542","2442714719420647","0.1942","0.0986","0.0144"
"419.0","1508813124561","2442714739411272","0.1063","0.017099999","0.0809"
"439.0","1508813124581","2442714759401897","0.2626","0.129","0.024999999"
"460.0","1508813124601","2442714779425335","0.1839","0.0184","0.0752"
"480.0","1508813124621","2442714799415960","0.1537","-0.12629999","-0.087699994"
"499.0","1508813124643","2442714819406585","0.2816","0.0187","0.096499994"
"519.0","1508813124661","2442714839397210","0.2226","0.1837","-0.030599998"
"540.0","1508813124681","2442714859419085","0.1633","-0.2087","0.0016"
"559.0","1508813124701","2442714879409710","0.105799995","-0.3118","0.1328"
"579.0","1508813124721","2442714899403460","0.1648","-0.0481","0.0928"
"600.0","1508813124746","2442714919423772","0.1935","0.115399994","-0.0705"
"620.0","1508813124781","2442714939414397","0.124","-0.13949999","-0.045599997"
"639.0","1508813124784","2442714959405022","0.18439999","-0.0648","0.1428"
"660.0","1508813124801","2442714979426897","0.1061","-0.071499996","0.0150999995"
"680.0","1508813124821","2442714999419085","0.3103","0.1607","-0.103999995"
"699.0","1508813124845","2442715019409710","0.1354","0.044499997","0.094"
"719.0","1508813124861","2442715039400335","0.1841","0.009699999","0.0363"
"740.0","1508813124881","2442715059422210","0.184","-0.061899997","0.1051"
"759.0","1508813124901","2442715079412835","0.2613","0.076799996","-0.025799999"
"779.0","1508813124921","2442715099403460","0.1165","0.0459","0.1484"
"800.0","1508813124946","2442715119426897","0.1752","-0.028099999","0.050499998"
"820.0","1508813124961","2442715139417522","0.2434","-0.0835","0.1121"
"839.0","1508813124981","2442715159408147","0.15439999","-0.0011999999","-0.011299999"
"859.0","1508813125001","2442715179398772","0.087299995","-0.0275","0.059299998"
"880.0","1508813125021","2442715199422210","0.2038","0.0094","-0.0132"
"899.0","1508813125041","2442715219411272","0.1935","-0.0055","-0.059299998"
"919.0","1508813125061","2442715239403460","0.23249999","-0.0512","0.0792"
"940.0","1508813125081","2442715259425335","0.0466","-0.0806","0.019199999"
"960.0","1508813125102","2442715279415960","0.17369999","0.075399995","0.0308"
"979.0","1508813125121","2442715299408147","0.1841","0.0971","0.0075999997"
"999.0","1508813125146","2442715319398772","0.2135","-0.0554","0.0765"
"1020.0","1508813125161","2442715339420647","0.3407","0.15339999","-0.0587"
"1039.0","1508813125181","2442715359411272","0.1444","0.084199995","0.0"
"1059.0","1508813125206","2442715379401897","0.21319999","-0.1286","0.1946"
"1080.0","1508813125222","2442715399425335","0.26139998","0.015999999","0.0123"
"1100.0","1508813125242","2442715419415960","0.23269999","0.0014","0.0191"
"1119.0","1508813125261","2442715439406585","0.0075999997","-0.0887","-0.0032"
"1139.0","1508813125281","2442715459397210","0.1731","0.0251","-0.0165"
"1160.0","1508813125301","2442715479419085","0.1633","0.0774","0.0513"
"1179.0","1508813125321","2442715499409710","0.1837","-0.0234","-0.0404"
"1199.0","1508813125341","2442715519401897","0.125","-0.0871","0.106199995"
"1220.0","1508813125361","2442715539423772","0.2519","0.0862","-0.0279"
"1240.0","1508813125381","2442715559414397","0.22209999","-0.0231","0.0813"
"1259.0","1508813125401","2442715579405022","0.1449","0.009","0.1046"
"1280.0","1508813125421","2442715599426897","0.2909","0.2083","0.060599998"
"1300.0","1508813125441","2442715619419085","0.1052","0.048299998","0.1356"
"1319.0","1508813125461","2442715639409710","0.1245","-0.183","0.0396"
"1339.0","1508813125481","2442715659400335","0.2811","0.1158","-0.0178"
"1360.0","1508813125501","2442715679422210","0.2218","0.071899995","0.042999998"
"1379.0","1508813125521","2442715699412835","0.1244","-0.2419","0.0501"
"1399.0","1508813125541","2442715719405022","0.1555","-0.2331","0.1401"
"1420.0","1508813125561","2442715739426897","0.1845","0.0753","0.0144"
"1440.0","1508813125581","2442715759417522","0.24239999","0.0777","-0.0501"
"1459.0","1508813125603","2442715779408147","-0.0212","-0.121199995","0.1118"
"1479.0","1508813125621","2442715799400335","0.3022","0.065799996","0.0142"
"1500.0","1508813125642","2442715819422210","0.2135","0.0415","0.025799999"
"1519.0","1508813125661","2442715839412835","0.1555","0.0074","-0.0071"
"1539.0","1508813125681","2442715859403460","0.26319999","0.094799995","-0.0061999997"
"1560.0","1508813125702","2442715879425335","0.1542","0.085999995","0.047799997"
"1580.0","1508813125721","2442715899417522","0.2041","-0.1619","0.1025"
"1599.0","1508813125741","2442715919406585","0.2625","0.0326","-0.0326"
"1619.0","1508813125761","2442715939398772","0.2519","0.0557","-0.048499998"
"1640.0","1508813125781","2442715959420647","-0.012","-0.086899996","0.036"
"1659.0","1508813125801","2442715979411272","0.25259998","-0.052199997","0.046499997"
"1679.0","1508813125821","2442715999403460","0.1639","0.1373","-0.0984"
"1700.0","1508813125841","2442716019425335","0.0841","-0.0696","-0.0721"
"1720.0","1508813125861","2442716039415960","0.036","-0.0166","0.0602"
"1739.0","1508813125881","2442716059406585","0.2412","0.1525","-0.0049"
"1759.0","1508813125908","2442716079397210","0.24049999","0.061499998","0.0379"
"1780.0","1508813125921","2442716099420647","0.221","-0.2439","0.038599998"
"1799.0","1508813125941","2442716119411272","0.3171","0.069299996","-0.0594"
"1819.0","1508813125961","2442716139401897","0.111099996","0.2199","0.067499995"
"1840.0","1508813125982","2442716159423772","0.1707","0.0367","0.083"
"1860.0","1508813126003","2442716179414397","0.22989999","-0.046499997","0.0819"
"1879.0","1508813126021","2442716199405022","0.28759998","0.0587","-0.0213"
"1900.0","1508813126041","2442716219426897","-0.074499995","-0.2738","0.20099999"
"1920.0","1508813126061","2442716239419085","0.308","-0.2607","0.0541"
"1939.0","1508813126081","2442716259409710","0.2985","-0.0212","0.0041"
"1959.0","1508813126108","2442716279400335","0.29639998","-0.0063","-0.0642"
"1980.0","1508813126121","2442716299422210","-0.0072","-0.0977","0.0131"
