sys_time,raw_x_grav,raw_y_grav,raw_z_grav
0.0,9.6275,-0.14417999800000006,1.86015996
50.0,9.628669799999999,-0.14281999800000003,1.8540399600000002
100.0,9.629033066666667,-0.1397466646666667,1.8523999533333335
150.0,9.62898475,-0.140014997,1.8526449550000004
200.0,9.629319720000002,-0.1399519972,1.8509039560000002
250.0,9.629636366666668,-0.13874666386666668,1.8493199533333335
300.0,9.629454,-0.1393314256,1.8502456714285718
350.0,9.629329725000002,-0.13942249715,1.8508899600000002
400.0,9.629437466666667,-0.13944221946666666,1.8503110755555556
450.0,9.629473720000002,-0.13932599691999997,1.8501379679999999
500.0,9.629310600000002,-0.13900363319999998,1.8510236054545453
550.0,9.629244716666667,-0.1385116629333333,1.851391635
600.0,9.629252030769232,-0.13831999655384614,1.851373813846154
650.0,9.629144,-0.1384485682285714,1.8519142542857143
700.0,9.628898386666666,-0.13874533034666664,1.8531559666666666
750.0,9.6287247125,-0.138689997075,1.85406246625
800.0,9.628575,-0.13838940889411763,1.8548599670588235
850.0,9.628411933333332,-0.13846666395555554,1.8556988555555556
900.0,9.628296536842106,-0.13828736564210525,1.8563094399999998
950.0,9.6282637,-0.13839999715999998,1.856471964
1000.0,9.628239714285714,-0.13833237805714282,1.8565999628571428
1050.0,9.628223354545453,-0.1385618153272727,1.8566690536363637
1100.0,9.62822927826087,-0.13878521457391302,1.8566190930434785
1150.0,9.628237216666665,-0.13949249704999997,1.8565199616666668
1200.0,9.628350911999998,-0.13954879700799996,1.8559255608
1250.0,9.628657407692305,-0.1394099970461538,1.8543330376923077
1300.0,9.628981199999998,-0.1394051823407407,1.8526303318518518
1350.0,9.62914757142857,-0.13962428289999998,1.8517492471428572
1400.0,9.629285227586205,-0.13930965238620688,1.8510544448275863
1450.0,9.62939705333333,-0.1392846639733333,1.8504712959999998
1500.0,9.629421012903222,-0.13928902945806448,1.8503457696774193
1550.0,9.629379093749996,-0.13915624728749998,1.8505718387499999
1600.0,9.6294185030303,-0.1388393911272727,1.8503878424242424
1650.0,9.629496776470585,-0.13853235015294116,1.8500029052941174
1700.0,9.629619154285711,-0.13831028283428567,1.8493782485714283
1750.0,9.629909166666662,-0.13820555269999998,1.8478516288888887
1800.0,9.630507837837834,-0.13811297008648646,1.8446350972972971
1850.0,9.63139131578947,-0.13784157602631578,1.8397968031578944
1900.0,9.632494089743586,-0.137397945825641,1.8336522687179484
1950.0,9.633771232499997,-0.13678449718,1.8264174614999997
2000.0,9.635189978048778,-0.13620731430243901,1.8182311804878046
2050.0,9.636702588095236,-0.13557666389047618,1.8093766276190475
2100.0,9.638395546511624,-0.1350418576976744,1.799200426511628
2150.0,9.64036154772727,-0.13450045181818182,1.7868872349999998
