"timestamp","system_time","lat","lon","speed","bearing","provider"
"1508813142293","1508813134944","43.00384848113872","-78.78813112418695","2.2969356","0.0","gps"
"1508813144291","1508813136937","43.003875149837064","-78.78814177872003","2.6906903","0.0","gps"
"1508813145000","1508813137940","43.00389595985979","-78.78812828814728","3.5647433","0.0","gps"
"1508813146000","1508813138660","43.00391951798345","-78.78813719513585","4.034836","0.0","gps"
"1508813147000","1508813139660","43.00395678470255","-78.78827460309122","4.9011545","334.77716","gps"
"1508813148000","1508813140647","43.00401200276786","-78.78830544640272","5.341284","322.3885","gps"
"1508813149000","1508813141671","43.004056423961174","-78.78834148096377","6.2324133","307.86047","gps"
"1508813150000","1508813142641","43.00409216352893","-78.78840596139923","7.032803","297.56296","gps"
"1508813151000","1508813143639","43.004119543634495","-78.78848516848139","7.658282","292.34268","gps"
"1508813144586","1508813144619","43.0061028","-78.7858058","0.0","0.0","network"
"1508813152000","1508813144651","43.00414488015749","-78.78858246363727","9.03609","288.75314","gps"
"1508813153000","1508813145670","43.004165136188504","-78.7886920123028","9.15929","281.73486","gps"
"1508813154000","1508813146643","43.00417836950056","-78.78880581729432","9.277117","279.72903","gps"
"1508813155000","1508813147641","43.00418488881094","-78.78892046829493","9.240797","276.71875","gps"
"1508813156000","1508813148649","43.00419187777654","-78.78903629628336","9.0999","276.21118","gps"
"1508813157000","1508813149643","43.00419877435672","-78.78914732829334","8.5972805","274.0604","gps"
"1508813158000","1508813150639","43.00420274465455","-78.78924811695619","7.830248","272.1047","gps"
"1508813159000","1508813151642","43.004202922888965","-78.78933921937384","7.0028543","267.9168","gps"
"1508813160000","1508813152641","43.004201193042654","-78.78941505689048","5.3901","267.25574","gps"
"1508813161000","1508813153654","43.00419962127637","-78.7894697506462","3.8630698","267.4268","gps"
"1508813162000","1508813154646","43.004200326410725","-78.78951300153398","3.5215056","273.62985","gps"
"1508813163000","1508813155642","43.00420966912919","-78.78955001008478","3.5094597","295.2255","gps"
"1508813164000","1508813156672","43.00423109814993","-78.78958770903155","4.5216594","312.72696","gps"
"1508813165000","1508813157641","43.00426936801367","-78.7896177906957","5.645336","331.29572","gps"
"1508813166000","1508813158655","43.00432868685682","-78.78963741413067","7.227015","344.92847","gps"
"1508813167000","1508813159644","43.00440753733248","-78.78964950334641","8.7942705","351.04214","gps"
"1508813168000","1508813160672","43.00450025620417","-78.78965404103114","10.08763","354.96738","gps"
"1508813169000","1508813161674","43.00460131658097","-78.78965300843296","10.776801","357.614","gps"
"1508813170000","1508813162637","43.00470454379173","-78.78964717879062","10.537003","359.61557","gps"
"1508813171000","1508813163647","43.004801404518204","-78.7896422931111","10.116064","1.7397547","gps"
