system_time,lat,lon,speed,bearing
8800.0,43.00384848113872,-78.78813112418696,2.2969356,0.0
9800.0,43.003861815487895,-78.7881364514535,2.4938129499999997,0.0
10466.666666666666,43.00387319694519,-78.78813373035142,2.850789733333333,0.0
10975.0,43.00388477720476,-78.78813459654754,3.1468013,0.0
11480.0,43.003899178704316,-78.78816259785627,3.49767194,66.95543200000002
11983.333333333334,43.00391798271491,-78.78818640594734,3.8049406166666664,109.52761000000002
12485.714285714286,43.003937760035804,-78.78820855952111,4.1517224285714285,137.86087571428575
12987.5,43.003957060472445,-78.78823323475588,4.5118575,157.82363625000005
13488.888888888889,43.003975114157114,-78.78826122739206,4.861460222222222,172.77019666666672
13990.0,43.00408998674928,-78.78815451783471,4.8271187,169.93083400000003
14490.90909090909,43.00409681851648,-78.78820338096817,5.220952454545454,180.0948363636364
14991.666666666666,43.00410361443182,-78.78825358399536,5.558966166666667,188.39768583333338
15492.307692307691,43.00410986630714,-78.78830488278763,5.842183923076923,195.19161384615387
15992.857142857143,43.00411572426924,-78.78835712660874,6.074877928571429,200.97872571428576
16493.333333333332,43.00412126094174,-78.78840980672106,6.243038100000001,205.85083733333337
16993.75,43.00412635367379,-78.78846220111076,6.34223871875,209.99170375000003
17494.117647058825,43.004130857745274,-78.78851379042035,6.381098458823529,213.3990623529412
17994.444444444445,43.004134765261796,-78.7885638607798,6.326042988888889,216.39110000000002
18494.736842105263,43.00413817873625,-78.78861153919384,6.196412821052632,219.07718947368426
18995.0,43.004141286119975,-78.78865661231085,6.06266746,221.80482250000006
19495.238095238095,43.004144542453744,-78.78869915506199,5.941086138095238,225.3010452380953
19995.454545454544,43.00414847680357,-78.78873954387879,5.87656674090909,229.27495045454552
20495.652173913044,43.00415373294314,-78.788777728523,5.866513230434783,233.71063608695658
20995.833333333332,43.004161022689544,-78.78881354875666,5.923200804166666,238.34471250000004
21496.0,43.004170883275265,-78.78884698694026,6.038043592,242.85260960000008
21996.153846153848,43.00418355146484,-78.78887802748221,6.193796915384615,247.16471615384623
22496.296296296296,43.004199024246915,-78.78890673048039,6.363537807407408,251.25543037037045
22996.428571428572,43.004217078516376,-78.78893317506291,6.5125901357142855,255.12543535714295
23496.55172413793,43.004237227688854,-78.7889576274094,6.636847855172413,246.38799809310353
23996.666666666668,43.00428155587496,-78.78892004156039,6.576102926666667,238.26229544000006
24500.0,43.0043035876241,-78.78894285274565,6.618417525806452,230.65187678064524
25000.0,43.004326084028285,-78.78896425611588,6.5985461968750005,234.68620938125005
25500.0,43.004348514677744,-78.78898441347069,6.535346715151515,227.64088382424248
26000.0,43.00437051426557,-78.7890034206985,6.43445175882353,220.95508727176477
26500.0,43.004391713470675,-78.78902140059932,6.294488408571429,214.67243893828575
27055.555555555555,43.004411170592405,-78.7890382809273,6.153934655555556,212.90209507888892
27608.108108108107,43.00442919772962,-78.78905424198031,6.028310451351351,212.17053602270275
28157.894736842107,43.00444589436886,-78.78906942993358,5.903229044736842,211.75909349578953
28705.128205128207,43.00446145208137,-78.78908398297585,5.783769387179488,211.7419893035898
29250.0,43.00447602176026,-78.78909794465172,5.669661435,212.07941007100007
30256.09756097561,43.00449052660684,-78.7891111861483,5.597937470731708,206.91577729609764
31238.095238095237,43.00450514298239,-78.78912375146389,5.56355655952381,201.99645635023816
