sys_time,raw_x_rot,raw_y_rot,raw_z_rot
0,-0.133828,-0.6222904,-0.150845998
100,-0.13295079999999998,-0.6229783879999999,-0.149792596
200,-0.13238559800000002,-0.6230502,-0.14974120000000002
300,-0.13241219999999998,-0.622871,-0.14927780000000002
400,-0.13165020000000002,-0.6234181999999999,-0.1482876
500,-0.13112839799999998,-0.6236311999999999,-0.1481636
600,-0.13132120000000003,-0.6230011999999999,-0.1478328
700,-0.1311126,-0.6230626,-0.14779360000000002
800,-0.1310298,-0.6234770000000001,-0.1475702
900,-0.13109740000000006,-0.6233454,-0.1478046
1000,-0.131411398,-0.622816594,-0.1485636
1100,-0.13135799799999998,-0.6230095999999999,-0.1486388
1200,-0.13101880000000002,-0.6232552,-0.14792679999999994
1300,-0.131043,-0.6229321999999999,-0.1477582
1400,-0.13111579999999998,-0.6224422,-0.147816
1500,-0.1307814,-0.6226307999999999,-0.14775839999999998
1600,-0.13082380000000002,-0.6226229999999999,-0.14814639999999998
1700,-0.13134959999999998,-0.6224164000000001,-0.148336198
1800,-0.13140799799999994,-0.622513,-0.1487368
1900,-0.13143919999999998,-0.6228236,-0.14821879999999998
2000,-0.13139759999999998,-0.6228488,-0.1484434
2100,-0.13198780000000002,-0.6227659999999999,-0.1486382
2200,-0.13168280000000002,-0.622938,-0.1482022
2300,-0.1327036,-0.6227724,-0.14847100000000002
2400,-0.1330924,-0.6232040000000001,-0.1499044
2500,-0.132375,-0.624467,-0.1489818
2600,-0.13256220000000002,-0.6246778000000001,-0.14884879999999998
2700,-0.1335036,-0.6236782,-0.1498154
2800,-0.1327934,-0.62368,-0.1501958
2900,-0.132385798,-0.623687394,-0.14910079999999998
3000,-0.13230479999999997,-0.6231707999999999,-0.14914639999999998
3100,-0.1320514,-0.6227753939999999,-0.1493614
3200,-0.131163398,-0.6234976,-0.14856860000000002
3300,-0.1309998,-0.6238262000000001,-0.14827800000000002
3400,-0.1313516,-0.6241266000000001,-0.1483722
3500,-0.13110479999999997,-0.6255539999999999,-0.14723699799999998
3600,-0.13023679999999999,-0.6284016,-0.14513120000000002
3700,-0.1287778,-0.631454394,-0.14287260000000002
3800,-0.126824,-0.6342911999999999,-0.14019359999999995
3900,-0.125351,-0.6368264,-0.138213798
4000,-0.1242952,-0.6391701999999999,-0.13616620000000002
4100,-0.1233318,-0.6411268,-0.13466159800000002
4200,-0.1225009992,-0.644240994,-0.13241479800000006
4300,-0.12006320000000001,-0.6492045999999999,-0.12813319999999997
4400,-0.115802,-0.6563334,-0.1219988
4500,-0.11162060000000001,-0.6624429940000001,-0.1170241992
4600,-0.10923239999999998,-0.6659702,-0.1143964
4700,-0.107662,-0.6679789939999999,-0.1131995992
4800,-0.10780139999999999,-0.6672268,-0.11388539999999997
4900,-0.1105276,-0.6630691999999999,-0.1178864
5000,-0.1134715992,-0.6585112,-0.1219156
5100,-0.11445180000000002,-0.6561904000000001,-0.12327160000000001
5200,-0.11637339999999999,-0.653459,-0.1253386
5300,-0.1184633992,-0.6518674000000001,-0.1262286
5400,-0.1192466,-0.6516985999999999,-0.1251138
5500,-0.1192794,-0.6518539999999999,-0.1251022
5600,-0.1183533992,-0.6523883940000001,-0.1251776
5700,-0.1173236,-0.6524634,-0.1249759992
5800,-0.11664599839999999,-0.6525584,-0.1246642
5900,-0.1167652,-0.652446394,-0.1247516
6000,-0.11718,-0.6520186000000001,-0.12497660000000002
6100,-0.117771,-0.6511031999999999,-0.125405
6200,-0.1188408,-0.6508451999999999,-0.1259276
6300,-0.1199708,-0.6499697999999999,-0.12713519999999998
6400,-0.1204836,-0.6488264,-0.1280788
6500,-0.1215674,-0.6475184,-0.129261
