sys_time,timestamp,abs_timestamp,raw_x_acc,raw_y_acc,raw_z_acc
0,1997.45,2442716306926584.5,9.6002702,-0.10678139515000004,1.79852431
100,2092.3888888888887,2442716354424527.0,9.57922785,-0.11909823343611113,1.8335328605555552
200,2192.4545454545455,2442716403590161.0,9.587852596969697,-0.11567460547255894,1.836721905521885
300,2294.842105263158,2442716453797536.0,9.591265710885168,-0.11989674628862973,1.8461749080887824
400,2394.904761904762,2442716503922693.5,9.579435616327183,-0.13468066213566568,1.8433211912329306
500,2497.45,2442716554422456.5,9.584823413605985,-0.13394131368805473,1.8447135918607753
600,2597.4,2442716604779430.5,9.583130961662274,-0.13327639627547547,1.8489916408806646
700,2697.4,2442716655047170.5,9.585632485204489,-0.12864771036604106,1.8454964101455817
800,2797.45,2442716705255499.5,9.58779093129288,-0.13270906673648092,1.845118895129406
900,2897.4,2442716755422077.0,9.582526623163591,-0.13308510953783284,1.8491743311164655
1000,2997.4,2442716805558381.5,9.583660834694173,-0.13552579740712076,1.8529277260149686
1100,3097.45,2442716855672079.5,9.582650748469659,-0.13480637176486068,1.8520253142637213
1200,3197.4,2442716905768189.0,9.581317210125839,-0.13570781579064065,1.851519572012666
1300,3297.45,2442716955850658.5,9.581337080831135,-0.1373013511948806,1.8527620193689043
1400,3397.4,2442717005921975.5,9.582758898775726,-0.13778858003188857,1.8534557364109774
1500,3497.35,2442717055984422.0,9.581189801977244,-0.13818497780177053,1.8512794778852912
1600,3597.5,2442717106046116.0,9.580396819507994,-0.13732355607519578,1.8525139627155682
1700,3697.4,2442717156094814.0,9.580436798979772,-0.13810077774601826,1.8521215572869256
1800,3797.35,2442717206138300.0,9.580119743770311,-0.13899780366991202,1.8524761171665614
1900,3897.45,2442717256177441.0,9.579738626581795,-0.1391826345589164,1.8524360913082334
2000,3997.4,2442717306212895.0,9.57943941103028,-0.13857459723230137,1.852605093864984
2100,4097.35,2442717356245090.0,9.57936328098345,-0.13880539291946947,1.8517139905074849
2200,4197.5,2442717406274557.0,9.579647703549387,-0.13991134268166644,1.8519621502680288
2300,4297.35,2442717456301494.0,9.57926996798483,-0.14246140934493035,1.852389147340194
2400,4397.4,2442717506326332.0,9.580378131265435,-0.13990414559313313,1.8507325478465864
2500,4497.45,2442717556349208.5,9.580240780062919,-0.1396799590145511,1.8476379388909483
2600,4597.4,2442717606370416.5,9.580149071542069,-0.14076702123623439,1.8482131172653578
2700,4697.4,2442717656390081.5,9.579670579701283,-0.14107527715101173,1.8497732978987378
2800,4797.55,2442717706410348.5,9.580149747642619,-0.14063575763373545,1.8485674902125744
2900,4897.35,2442717756427371.5,9.579431792721198,-0.1393955494892776,1.846963229538822
3000,4997.4,2442717806443291.5,9.58027390908503,-0.1397182151928493,1.847640421166602
3100,5097.45,2442717856458265.0,9.581078358801124,-0.14020027940244775,1.8481406145676456
3200,5197.35,2442717906472255.0,9.581311678231394,-0.14011624598722205,1.8472175027625652
3300,5297.45,2442717956485620.0,9.582122786224588,-0.1394878976640685,1.8453769270930782
3400,5397.4,2442718006498053.5,9.582805459475315,-0.1392511649650951,1.8423007741761332
3500,5497.4,2442718056509842.0,9.584487688378779,-0.1393335098660647,1.8343676950323515
