sys_time,timestamp,abs_timestamp,raw_x_rot,raw_y_rot,raw_z_rot
0,2029.6,2442716349422834.5,-0.13338940000000002,-0.622634394,-0.150319297
200,2229.4,2442716549412834.5,-0.13239889900000001,-0.6229606,-0.14950950000000002
400,2429.5,2442716749412678.5,-0.131389299,-0.6235246999999999,-0.1482256
600,2629.5,2442716949412522.5,-0.1312169,-0.6230319000000001,-0.1478132
800,2829.4,2442717149412522.0,-0.1310636,-0.6234111999999999,-0.14768739999999994
1000,3029.5,2442717349412991.0,-0.131384698,-0.6229130970000001,-0.14860120000000002
1200,3229.6,2442717549415647.0,-0.1310309,-0.6230937,-0.1478425
1400,3429.4,2442717749412365.0,-0.1309486,-0.6225364999999999,-0.1477872
1600,3629.5,2442717949412678.5,-0.13108670000000003,-0.6225196999999999,-0.148241299
1800,3829.5,2442718149412209.0,-0.13142359899999995,-0.6226683000000001,-0.14847780000000002
2000,4029.5,2442718349412522.5,-0.13169270000000002,-0.6228073999999999,-0.1485408
2200,4229.4,2442718549412366.0,-0.1321932,-0.6228551999999999,-0.1483366
2400,4429.5,2442718749412522.5,-0.1327337,-0.6238355000000001,-0.1494431
2600,4629.5,2442718949412366.5,-0.13303289999999998,-0.6241779999999999,-0.14933210000000002
2800,4829.4,2442719149412209.0,-0.13258959900000006,-0.6236836969999999,-0.14964829999999998
3000,5029.5,2442719349411897.0,-0.13217810000000002,-0.6229730969999999,-0.1492539
3200,5229.6,2442719549415179.0,-0.131081599,-0.6236618999999999,-0.14842329999999998
3400,5429.4,2442719749412365.0,-0.13122820000000002,-0.6248403,-0.14780459900000004
3600,5629.5,2442719949412209.0,-0.12950730000000002,-0.629927997,-0.1440019
3800,5829.6,2442720149415178.5,-0.1260875,-0.6355588000000001,-0.139203699
4000,6029.4,2442720349411741.0,-0.1238135,-0.6401485,-0.135413899
4200,6229.4,2442720549411897.0,-0.12128209960000001,-0.646722797,-0.13027399900000006
4400,6429.5,2442720749412053.0,-0.11371130000000006,-0.6593881970000001,-0.11951149960000002
4600,6629.4,2442720949411741.0,-0.1084472,-0.6669745970000001,-0.1137979996
4800,6829.4,2442721149411741.0,-0.1091645,-0.6651480000000001,-0.1158859
5000,7029.5,2442721349412053.0,-0.11396169960000001,-0.6573508000000001,-0.1225936
5200,7229.5,2442721549414866.0,-0.11741839960000001,-0.6526631999999999,-0.1257836
5400,7429.4,2442721749411741.0,-0.11926299999999998,-0.6517763000000001,-0.125108
5600,7629.5,2442721949411585.0,-0.11783849960000001,-0.6524258970000001,-0.1250767996
5800,7829.6,2442722149414709.0,-0.1167055992,-0.652502397,-0.1247079
6000,8029.4,2442722349411429.0,-0.11747549999999997,-0.6515609,-0.12519080000000002
