timestamp,sys_time,abs_timestamp,raw_x_rot,raw_y_rot,raw_z_rot
1999.6,0,2600176688185967.0,-0.1866568,-0.6865532,-0.1793096
2099.4,100,2600176788184404.5,-0.185472,-0.6869635999999999,-0.17923360000000002
2199.4,200,2600176888182529.0,-0.1865578,-0.6861472000000001,-0.17875739999999998
2299.6,300,2600176988187217.0,-0.18711979999999998,-0.6839453940000001,-0.1811558
2399.2,400,2600177088179092.0,-0.187468,-0.6840274000000001,-0.18086379800000002
2499.6,500,2600177188184404.0,-0.186775,-0.684812,-0.18073
2599.2,600,2600177288182529.0,-0.18562179999999998,-0.6835151999999999,-0.183274
2699.6,700,2600177388187529.0,-0.1835366,-0.6837318,-0.1848944
2799.4,800,2600177488185967.0,-0.1844386,-0.6859308000000001,-0.18133339999999998
2899.4,900,2600177588184091.5,-0.186115798,-0.6828142,-0.18398779999999998
2999.4,1000,2600177688182529.0,-0.1876078,-0.679302794,-0.1871786
3099.4,1100,2600177788180966.5,-0.1903554,-0.6781659999999999,-0.185919798
3199.4,1200,2600177888185342.0,-0.190711,-0.6815249999999999,-0.18147860000000002
3299.2,1300,2600177988177529.0,-0.1898856,-0.6819187999999998,-0.18172320000000003
3399.6,1400,2600178088188467.0,-0.1871138,-0.685604,-0.178595798
3499.2,1500,2600178188180341.0,-0.1889104,-0.681175,-0.1822678
3599.6,1600,2600178288185654.0,-0.1882896,-0.6826694000000001,-0.1808406
3699.4,1700,2600178388183466.5,-0.1877608,-0.6780232,-0.1870966
3799.4,1800,2600178488182217.0,-0.1873138,-0.6722526000000001,-0.194612198
3899.4,1900,2600178588180966.5,-0.1881444,-0.6674781999999999,-0.1993144
3999.4,2000,2600178688185342.0,-0.1880924,-0.6680860000000001,-0.1990792
4099.4,2100,2600178788183779.0,-0.1884542,-0.6660212000000001,-0.201537
4199.4,2200,2600178888182217.0,-0.19110520000000006,-0.6675344000000001,-0.1978612
4299.6,2300,2600178988186904.0,-0.192985,-0.6734807999999999,-0.1900894
4399.2,2400,2600179088179092.0,-0.1921804,-0.6742226,-0.189349
4499.6,2500,2600179188184091.5,-0.1895852,-0.677660594,-0.187142798
4599.4,2600,2600179288182841.0,-0.18873579999999998,-0.6790236,-0.1863354
4699.6,2700,2600179388187217.0,-0.18765539999999997,-0.679835594,-0.186007198
4799.4,2800,2600179488185342.0,-0.1878952,-0.6767105999999999,-0.1896082
4899.4,2900,2600179588183779.0,-0.1898896,-0.6779044,-0.1872444
4999.4,3000,2600179688182217.0,-0.1915456,-0.6853473999999999,-0.17790679999999998
5099.4,3100,2600179788180341.0,-0.190199,-0.68696,-0.1775008
5199.6,3200,2600179888185654.5,-0.18770320000000001,-0.6873126,-0.17853880000000005
5299.4,3300,2600179988183466.5,-0.18370279999999997,-0.6900838,-0.1774442
5399.6,3400,2600180088188779.0,-0.1828646,-0.6890461999999999,-0.1780536
5499.2,3500,2600180188180029.0,-0.185007,-0.6790304,-0.187524
5599.6,3600,2600180288185342.0,-0.189909,-0.6758156,-0.18656
5699.4,3700,2600180388183466.5,-0.190829,-0.6750364000000001,-0.185864
5799.4,3800,2600180488181904.0,-0.193628398,-0.6733212,-0.1858256
5899.4,3900,2600180588186591.5,-0.1899304,-0.6752451999999999,-0.18670360000000005
5999.4,4000,2600180688185342.0,-0.1883574,-0.6770685999999999,-0.1850458
6099.4,4100,2600180788183466.5,-0.18631520000000001,-0.6775492,-0.185393
6199.4,4200,2600180888182217.0,-0.19007759800000001,-0.6764943999999999,-0.18394
6289.5,4300,2600180978186513.0,-0.189501995,-0.6768345,-0.18343475
6389.333333333332,4400,2600181078179873.0,-0.19308566666666666,-0.6737365,-0.18450766666666665
6499.6,4500,2600181188183779.0,-0.192641998,-0.673121,-0.18463900000000005
6589.25,4600,2600181278183389.0,-0.1908875,-0.6733779999999999,-0.1856745
6689.5,4700,2600181378184560.5,-0.190038,-0.6714738333333332,-0.18827183166666664
6799.4,4800,2600181488185029.0,-0.19124860000000002,-0.6695514,-0.189370798
6899.4,4900,2600181588183779.0,-0.193258798,-0.6704015999999999,-0.1868038
6999.4,5000,2600181688181592.0,-0.19300699999999998,-0.6713764,-0.18607279999999998
7099.4,5100,2600181788180029.0,-0.19368060000000006,-0.6705646000000001,-0.187054
7199.4,5200,2600181888185029.0,-0.1927628,-0.6727272,-0.1855934
7299.4,5300,2600181988183154.5,-0.1918272,-0.672393,-0.1865658
7399.6,5400,2600182088188467.0,-0.1908398,-0.67088,-0.188575
7499.2,5500,2600182188180029.0,-0.1908508,-0.6690238000000001,-0.1902382
7599.6,5600,2600182288184717.0,-0.19009,-0.6686995999999998,-0.1905508
7699.4,5700,2600182388183154.5,-0.1888072,-0.6672121999999999,-0.1929014
7799.4,5800,2600182488181592.0,-0.186738398,-0.6684178000000001,-0.1926726
7899.4,5900,2600182588186279.0,-0.1835894,-0.6719193999999999,-0.1915506
7999.4,6000,2600182688185029.0,-0.1840754,-0.6725435999999999,-0.19074000000000002
8099.4,6100,2600182788183466.5,-0.1847064,-0.672055194,-0.1906512
8199.4,6200,2600182888181279.0,-0.18493879800000002,-0.6722678000000001,-0.1902128
8299.6,6300,2600182988185967.0,-0.18310339800000006,-0.6735878000000001,-0.1898888
8399.2,6400,2600183088178467.0,-0.184867,-0.671433,-0.1907566
8499.8,6500,2600183188189092.0,-0.1849528,-0.6717607940000001,-0.19089
8599.2,6600,2600183288181279.0,-0.1857326,-0.6702209939999999,-0.19176179999999998
8699.6,6700,2600183388186591.5,-0.1858332,-0.6701902000000001,-0.19092520000000002
8799.4,6800,2600183488184404.0,-0.18745520000000002,-0.6699406000000001,-0.18933480000000005
8899.4,6900,2600183588182841.0,-0.1871732,-0.6693749999999999,-0.18978879999999998
8999.4,7000,2600183688181279.0,-0.18700279999999997,-0.6691772,-0.1892588
9099.2,7100,2600183788180029.0,-0.18514239999999998,-0.6725055999999999,-0.186183198
9199.4,7200,2600183888184404.5,-0.18327,-0.6738946,-0.185938
9299.4,7300,2600183988182841.0,-0.18480639999999998,-0.6720525940000001,-0.18730139999999998
9399.6,7400,2600184088187841.0,-0.18336860000000002,-0.6755472,-0.18415360000000006
9499.2,7500,2600184188179717.0,-0.183588,-0.6762444000000001,-0.1837782
9599.6,7600,2600184288184404.0,-0.1843314,-0.6742581999999999,-0.1858864
9699.4,7700,2600184388183154.5,-0.18545720000000002,-0.6738185999999999,-0.185950998
9799.4,7800,2600184488181279.0,-0.1849346,-0.6746876,-0.1861394
9899.4,7900,2600184588185967.0,-0.1876748,-0.6705867999999999,-0.1892194
9999.4,8000,2600184688184404.5,-0.1871676,-0.6704803939999999,-0.18979520000000002
10099.4,8100,2600184788183154.5,-0.1874626,-0.6728278,-0.188216398
10199.4,8200,2600184888181592.0,-0.18792039800000002,-0.6708172,-0.1914966
10299.6,8300,2600184988185654.5,-0.19045260000000006,-0.6689757999999999,-0.1929128
10399.2,8400,2600185088178154.0,-0.1894986,-0.6712710000000001,-0.191485598
10499.8,8500,2600185188189092.0,-0.189920798,-0.6710149999999999,-0.1922258
