"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"0.0","1508970592031","2600174818174404","-0.057421334","-0.11362094","0.18081611"
"200.0","1508970592232","2600175018193154","-0.07086037","-0.042760566","0.13194689"
"400.0","1508970592431","2600175218180654","0.0","0.0","0.0"
"600.0","1508970592632","2600175418182217","-0.03176499","-0.004886922","0.10629055"
"800.0","1508970592838","2600175618202529","-0.032986723","0.056199603","-0.039095376"
"1000.0","1508970593034","2600175818190029","0.0","0.0","0.0"
"1200.0","1508970593231","2600176018193154","0.0061086523","-0.06963864","0.036651913"
"1400.0","1508970593432","2600176218211904","0.0","0.0","0.0"
"1600.0","1508970593633","2600176418199404","0.013439035","-0.064751714","0.039095376"
"1799.0","1508970593831","2600176618169717","0.0","0.0","0.0"
"2000.0","1508970594034","2600176818190029","0.10262536","-0.105068825","0.035430185"
"2200.0","1508970594233","2600177018177529","-0.039095376","0.065973446","-0.014660766"
"2400.0","1508970594431","2600177218180654","0.065973446","-0.09040806","-0.0036651916"
"2600.0","1508970594631","2600177418199404","0.0","0.0","0.0"
"2800.0","1508970594831","2600177618186904","-0.0720821","0.058643065","0.056199603"
"3000.0","1508970595031","2600177818188467","-0.042760566","0.10262536","-0.009773844"
"3200.0","1508970595231","2600178018208779","0.13316862","-0.18325958","0.028099801"
"3400.0","1508970595431","2600178218194717","-0.10262536","0.15515977","-0.0061086523"
"3600.0","1508970595631","2600178418197842","0.0","0.0","0.0"
"3800.0","1508970595831","2600178618186904","-0.20525073","0.32375857","-0.06719518"
"3999.0","1508970596032","2600178818172842","0.0","0.0","0.0"
"4200.0","1508970596231","2600179018175967","0.0","0.0","0.0"
"4400.0","1508970596431","2600179218196279","0.014660766","0.034208454","-0.06963864"
"4600.0","1508970596631","2600179418182217","0.0","0.0","0.0"
"4800.0","1508970596831","2600179618185342","0.0","0.0","0.0"
"5000.0","1508970597031","2600179818205654","0.096516706","-0.10262536","-0.05497787"
"5200.0","1508970597231","2600180018191592","0.065973446","0.10262536","-0.16126843"
"5400.0","1508970597431","2600180218194717","-0.20525073","0.18448131","0.16615535"
"5600.0","1508970597631","2600180418215029","0.112399206","-0.10140363","0.009773844"
"5799.0","1508970597831","2600180618169717","-0.018325957","0.10629055","-0.15149458"
"5999.0","1508970598031","2600180818172842","-0.1160644","0.05375614","0.21013765"
"6200.0","1508970598231","2600181018191592","0.0","0.0","0.0"
"6400.0","1508970598431","2600181218180654","0.0","0.0","0.0"
"6600.0","1508970598631","2600181418182217","-0.073303826","0.07452556","0.040317107"
"6800.0","1508970598831","2600181618200967","0.0","0.0","0.0"
"7000.0","1508970599031","2600181818188467","0.0","0.0","0.0"
"7200.0","1508970599231","2600182018191592","-0.009773844","0.05131268","-0.058643065"
"7400.0","1508970599431","2600182218210342","0.0","0.0","0.0"
"7600.0","1508970599631","2600182418197842","0.0","0.0","0.0"
"7799.0","1508970599831","2600182618169717","0.10751228","-0.09162979","-0.064751714"
"8000.0","1508970600034","2600182818188467","-0.073303826","0.059864793","0.09285152"
"8200.0","1508970600231","2600183018175967","0.087964594","-0.032986723","-0.12339478"
"8400.0","1508970600431","2600183218179092","0.0","0.0","0.0"
"8600.0","1508970600631","2600183418197842","0.0","0.0","0.0"
"8800.0","1508970600831","2600183618185342","0.059864793","-0.040317107","-0.02565634"
"9000.0","1508970601032","2600183818188467","0.0","0.0","0.0"
"9200.0","1508970601231","2600184018207217","0.035430185","0.002443461","-0.06841691"
"9400.0","1508970601434","2600184218194717","0.0012217305","-0.052534413","0.056199603"
"9600.0","1508970601631","2600184418197842","-0.04520403","0.061086524","-0.018325957"
"9800.0","1508970601833","2600184618185342","-0.05375614","0.081855945","-0.04520403"
"9999.0","1508970602033","2600184818172842","0.014660766","-0.1001819","0.047647487"
"10200.0","1508970602231","2600185018175967","-0.103847094","0.13683382","-0.029321533"
"10400.0","1508970602432","2600185218194717","0.042760566","-0.061086524","0.02321288"
"10600.0","1508970602638","2600185418180654","0.028099801","0.014660766","-0.06963864"
"10800.0","1508970602832","2600185618183779","-0.08307768","0.012217305","0.204029"
"11000.0","1508970603034","2600185818204092","0.0","0.0","0.0"
"11200.0","1508970603238","2600186018191592","0.09896017","-0.07574729","-0.043982297"
"11400.0","1508970603431","2600186218194717","-0.05009095","0.037873644","0.04642576"
"11600.0","1508970603631","2600186418213467","0.021991149","0.028099801","-0.06841691"
"11799.0","1508970603831","2600186618169717","-0.013439035","-0.040317107","0.103847094"
"11999.0","1508970604031","2600186818171279","0.12217305","-0.09773844","-0.10995574"
