sys_time,raw_x_grav,raw_y_grav,raw_z_grav
0.0,9.80549975,-0.079125,-0.11975
50.0,9.805566333333331,-0.06706249975,-0.12223333133333332
100.0,9.805590788888887,-0.07222833283333334,-0.11810888655555556
150.0,9.805743041666666,-0.071881249125,-0.10227666466666667
200.0,9.805814433333333,-0.07325299910000001,-0.09373333149333334
250.0,9.805858677777778,-0.07211416581666667,-0.09070110931111112
300.0,9.805938838095239,-0.06538071344285715,-0.0823638078009524
350.0,9.806008920833333,-0.05399812431225,-0.07495083180108335
400.0,9.806025696296295,-0.05030944378866667,-0.07646740591207409
450.0,9.806077096666666,-0.0478644993498,-0.07053066526086668
500.0,9.806084615151516,-0.04572227209981818,-0.058169695764424253
550.0,9.806067555555556,-0.0489654159415,-0.047028888000722226
600.0,9.806036182051283,-0.05505884526907692,-0.04469281975451282
650.0,9.806027861904763,-0.05909607037842857,-0.04299904689061905
700.0,9.805997991111111,-0.0615349989532,-0.04675377689791112
750.0,9.806000616666667,-0.063760311406125,-0.04345291582679167
800.0,9.806002933333334,-0.06583676357047058,-0.04261568548403922
850.0,9.80591832037037,-0.06424138773877777,-0.034807036290481486
900.0,9.805775240350876,-0.05909184105778947,-0.019569823959403515
950.0,9.805431463333331,-0.05342424909489999,9.966723856666137e-05
1000.0,9.805167103174602,-0.04820118966180951,0.017166349179587297
1050.0,9.804828589393939,-0.042781135658999984,0.035014241853242416
1100.0,9.804566468115942,-0.04106195584773912,0.04870057890310144
1150.0,9.804562856944445,-0.04319770765408332,0.05417055461547221
1200.0,9.804565142666666,-0.04496739929991999,0.058658132230853324
1250.0,9.804617248717948,-0.045596345388384606,0.06004358868351282
1300.0,9.804675854320987,-0.04584536963325925,0.06021678906560494
1350.0,9.804736702380952,-0.045552320689214276,0.05989047517040476
1400.0,9.80476921954023,-0.04439672340820689,0.06239218292314943
1450.0,9.804806238888888,-0.044978832607933325,0.06317711012571112
1500.0,9.804791831182795,-0.04875241858832257,0.05709397757326882
1550.0,9.804776452083333,-0.05159140546993749,0.05035166589910417
1600.0,9.804783832323233,-0.05279772648599999,0.044290706447616165
1650.0,9.80477724019608,-0.052366616854058815,0.03724156819915686
1700.0,9.804787604761906,-0.051624713492514275,0.03156666633632381
1750.0,9.804819051851853,-0.049886804789944436,0.03323870338198148
1800.0,9.804826634234235,-0.0508947288767027,0.03615765729057658
1850.0,9.80482067017544,-0.05256276230626315,0.039284034625035096
1900.0,9.804788342735042,-0.05537551188815384,0.04287316178849573
1950.0,9.804791621666666,-0.056230124065949995,0.04570783274378334
2000.0,9.804807430894309,-0.05681914543019511,0.047507153871983746
2050.0,9.804827725396825,-0.056571070500904756,0.049275554922650795
2100.0,9.804831266666666,-0.05808662700088371,0.05096682108724031
2150.0,9.80483907310606,-0.05947727175654545,0.0524749614375303
2200.0,9.804810791851851,-0.06195962856936296,0.05514144373891851
2250.0,9.804776198550725,-0.06427094094828986,0.05811836870111593
2300.0,9.804752760815603,-0.06566570816215603,0.061104680005347516
2350.0,9.804711378645832,-0.06630253365183333,0.06514590177606945
2400.0,9.804645832142857,-0.06719227783853061,0.0698686383112517
