system_time,lat,lon,speed,bearing
11100.0,43.003532124651855,-78.78760152983045,4.987149700000002,0.0
11600.0,43.00356592466923,-78.7876267005428,4.9135000500000015,0.0
12100.0,43.00355294092609,-78.78765675852704,4.957858866666668,0.0
12600.0,43.00354863753472,-78.78768301284452,5.120597000000001,0.0
13000.0,43.003543812332644,-78.78770572046801,5.303088400000001,0.0
13450.0,43.00353254280955,-78.78773032787743,5.615451166666666,44.76218666666667
13900.0,43.003524555483025,-78.78776191587315,5.970962714285714,76.85623142857142
14375.0,43.00352279548525,-78.78780221954712,6.334892375000001,100.89360249999999
14844.444444444445,43.00352333281168,-78.78784592317818,6.631119333333334,119.66422999999999
15330.0,43.00352379253125,-78.78789177601986,6.8382073000000005,134.77052999999998
15809.09090909091,43.003524054848555,-78.78793863162875,6.962414454545455,147.07238818181816
16291.666666666666,43.003524456357205,-78.78798602363177,7.03735875,157.2219725
16784.615384615383,43.00352484009523,-78.78803335449955,7.060894592307692,165.87468076923076
17271.428571428572,43.003525256996895,-78.78808043682413,7.052916928571428,173.29426785714284
17760.0,43.003525633546424,-78.78812669853363,6.995702226666666,179.75743
18250.0,43.003525598950134,-78.78817181134548,6.90334075,185.163890625
18741.176470588234,43.003525320960776,-78.788215474922,6.773512552941177,189.82138529411765
19238.88888888889,43.00352474815017,-78.7882572828862,6.623106155555555,193.82593722222222
19731.57894736842,43.00352402012054,-78.78829701612005,6.444537621052631,197.71683157894736
20225.0,43.00352344414747,-78.78833447757425,6.2424491,201.679594
20719.04761904762,43.003523392942235,-78.78836933868352,6.035674123809524,206.89222476190474
21218.18181818182,43.00352410406166,-78.78840168443189,5.86990639090909,213.24951909090908
21713.043478260868,43.00352594746728,-78.78843143899613,5.748758260869564,219.61459652173914
22212.5,43.00352900006857,-78.78845858825291,5.661022549999998,210.7416321125
22708.0,43.00353329433441,-78.78848337113652,5.594471307999998,202.610693652
23203.846153846152,43.003538921663704,-78.78850599600742,5.56940968076923,195.0405090115385
23703.703703703704,43.003546108902405,-78.78852661513676,5.595336137037036,187.9731264
24200.0,43.003555017493774,-78.78854568281027,5.652090617857141,181.30695674285715
24700.0,43.00356556133791,-78.78856315001036,5.705068527586205,187.4354099586207
25196.666666666668,43.003577485027,-78.78857921370984,5.740030499999998,181.22940756
25693.548387096773,43.003590554486074,-78.78859403104077,5.753947570967739,175.43506788709678
26193.75,43.003604470472446,-78.78860773493544,5.746701146874997,181.201080765625
26693.939393939392,43.003618900290384,-78.7886205855641,5.707571869696967,186.5482774090909
27191.176470588234,43.0036335698138,-78.78863272042703,5.6467089735294085,191.5233939558823
27691.428571428572,43.003648224749185,-78.78864435038476,5.563073357142854,195.80147927142855
28191.666666666668,43.0036626853245,-78.78865586046587,5.497543269444441,198.86515206944443
28689.18918918919,43.003676817807765,-78.78866789429097,5.466476891891889,201.17155877027025
29186.842105263157,43.00369053876277,-78.78868101487684,5.461959921052629,203.2612572236842
29684.615384615383,43.00370374266002,-78.78869553284488,5.477123853846152,204.99458447435896
30185.0,43.00371621935655,-78.78871141375026,5.485969757499998,206.4810608625
30685.365853658535,43.00372793070913,-78.78872819255132,5.463137556097559,207.8040652317073
31183.333333333332,43.003738976846634,-78.78874553404529,5.421036616666664,209.18582558333333
31681.39534883721,43.003749687572764,-78.78876303278649,5.377331548837207,211.16037847674417
32179.545454545456,43.003760435380485,-78.78878062380558,5.365404640909088,213.57799942045452
32680.0,43.00377172843485,-78.7887981094352,5.3894429022222194,216.39891343333332
33178.260869565216,43.00378394954158,-78.78881525702045,5.440898721739129,219.3137870543478
33676.59574468085,43.003797332934155,-78.7888319554643,5.525030365957445,222.12033626595746
34175.0,43.00381199997298,-78.78884825257887,5.611253837499998,224.8875473854167
34673.4693877551,43.00382802166013,-78.78886400975081,5.708186983673467,227.5755978469388
35172.0,43.003845385279334,-78.78887918360395,5.804152283999998,230.19944349000002
35670.58823529412,43.00386398591547,-78.78889375734003,5.886756160784312,232.73281400980395
36169.230769230766,43.00388355615736,-78.78890775266888,5.944525215384614,235.1675195096154
36669.811320754714,43.00390383504571,-78.78892118862807,5.978416550943394,237.50897480188678
37168.51851851852,43.00392456866531,-78.78893407364454,5.983111496296295,239.76458452777777
37667.27272727273,43.00394545700271,-78.78894647916222,5.954842287272727,241.94427699090912
38167.857142857145,43.00396618978688,-78.78895844407499,5.896694496428571,237.62764793303572
38668.42105263158,43.00398648663673,-78.78896998310977,5.811746998245614,239.7008362149123
39531.03448275862,43.00400627382592,-78.7889810690213,5.737799924137931,236.3658969698276
40379.661016949154,43.00402576333443,-78.78899175869365,5.703142542372881,232.36195309322034
41216.666666666664,43.004045262667894,-78.78900213784696,5.696718245,234.45055504166666
42042.62295081967,43.004064963414834,-78.78901230862226,5.706640085245901,236.3644551229508
42859.67741935484,43.00408500884054,-78.7890224695936,5.732646148387095,238.06321713709679
43665.079365079364,43.00410540136561,-78.78903297057121,5.766085939682538,239.48786765873015
44460.9375,43.00412612982053,-78.78904416397275,5.815263753124999,240.6883806640625
45249.230769230766,43.004147012243855,-78.7890564160774,5.868291695384614,241.60441603846155
46027.27272727273,43.004167851923135,-78.78907000244413,5.932659503030302,242.3246047348485
46798.50746268657,43.00418843419689,-78.78908519434636,6.015405301492536,242.8599460074627
47561.76470588235,43.0042085782796,-78.78910216208149,6.111821274999999,243.28736812500003
48315.942028985504,43.00422815554901,-78.78912102510257,6.213282126086955,243.67423481884057
49064.28571428572,43.004247170881136,-78.78914176223095,6.318635881428571,244.05346046428573
49804.22535211268,43.004265630603754,-78.78916436680954,6.429379847887323,244.41466313380283
50537.5,43.004283559776724,-78.78918881906557,6.544491419444444,244.77244031250004
51264.38356164384,43.00430096698356,-78.78921511650327,6.6636778657534235,245.11696277397263
51985.13513513513,43.00431789140766,-78.78924328433877,6.789082394594594,245.45551787162165
52701.333333333336,43.004334360823435,-78.78927333857096,6.916427095999999,245.78581963333335
53410.52631578947,43.0043503894523,-78.7893052528243,7.045289660526315,246.10571858552632
54115.58441558442,43.0043659958348,-78.78933900943854,7.176944236363635,246.41207379870133
54814.10256410256,43.004381162480485,-78.78937458329233,7.305977041025639,246.70253439102564
55508.86075949367,43.004395870378076,-78.78941194474864,7.436263243037972,246.97629800632913
56197.5,43.004410113520045,-78.78945110718328,7.568626552499997,247.22044615625003
56881.48148148148,43.00442386094773,-78.7894920306834,7.697508693827157,247.44570854938277
57560.9756097561,43.0044370517393,-78.7895346803523,7.828211660975606,247.63909173780493
58236.14457831325,43.00444964243562,-78.78957903336561,7.959633074698791,247.80183135542174
58907.142857142855,43.004461565087546,-78.78962504980898,8.090341930952377,247.9403214583334
59574.117647058825,43.004472797433,-78.7896727012729,8.219574202352936,248.060102382353
60237.20930232558,43.004483308266565,-78.78972194100889,8.345725595348831,248.15892909883726
60896.55172413793,43.00449308391532,-78.78977269777967,8.469523485057467,248.23498301724143
61552.27272727273,43.004502098989796,-78.78982488843924,8.589397081818177,248.28879718750005
62204.49438202247,43.004510327696956,-78.78987842792804,8.707205137078647,248.3205783426967
62854.444444444445,43.004517708681604,-78.7899332453641,8.825004002222217,248.32356758333339
63500.0,43.00452417769617,-78.78998926926388,8.94295868351648,248.2896246428572
64142.391304347824,43.00452963944611,-78.79004641121476,9.060959197826083,248.2271238315218
64781.720430107525,43.004534027037565,-78.79010458291003,9.175460980645157,248.1302538978495
65418.085106382976,43.00453726056063,-78.7901636617219,9.286971746808506,247.9930071542554
66052.63157894737,43.00453927974635,-78.79022349064495,9.395198181052628,247.81067413157902
66684.375,43.00454001455839,-78.7902839452526,9.499168699999995,247.59503575520841
67312.37113402062,43.004539405116645,-78.79034487841027,9.602498713402058,247.33576384020628
67938.77551020408,43.004537391521815,-78.79040615447755,9.702393624489792,247.04461604591847
68561.61616161616,43.00453396342905,-78.7904676021792,9.799919587878785,246.72457123737382
69182.0,43.00452908546642,-78.7905290891833,9.894331291999997,246.37064502500007
70387.0,43.00453266437683,-78.79062037836407,10.036090574999996,248.44640022500008
71593.0,43.00453396798698,-78.79071216058723,10.177770870999996,250.48893902500006
72799.0,43.00453438956298,-78.79080416846432,10.312930885999997,252.50211012500006
74004.0,43.00453312652167,-78.79089646889554,10.439909201999997,254.48203152500005
75214.0,43.00453038583268,-78.79098903657358,10.561121971999997,256.43790802500007
76424.0,43.00452651980973,-78.79108153687604,10.672578221999995,255.66241152500007
77634.0,43.004521014797525,-78.79117341093306,10.774703411999994,254.84212772500007
78844.0,43.00451348969477,-78.79126422572675,10.872615541999995,254.00411622500008
80055.0,43.00450411338732,-78.79135400455297,10.969808691999994,253.1085349250001
81264.0,43.00449305717811,-78.79144259297941,11.068269051999996,252.1682710250001
82474.0,43.00448037924637,-78.79152993612308,11.167200161999995,251.2146336250001
83684.0,43.00446610508036,-78.79161603850577,11.263759321999993,250.2690211250001
84893.0,43.004450289878356,-78.79170097445099,11.361425484999993,249.3179852250001
86104.0,43.004432964339856,-78.79178479962174,11.458276301999994,248.3729848250001
87315.0,43.00441418363618,-78.79186766191924,11.557881077999994,247.43878332500012
88526.0,43.00439403140392,-78.79194967929801,11.662149681999992,246.54522152500013
89736.0,43.00437251666539,-78.79203095790234,11.771200847999994,245.68133642500013
90946.0,43.00434966632315,-78.79211165124062,11.885709803999994,244.84795842500012
92157.0,43.00432549269753,-78.792191884264,12.005519333999993,243.96395952500015
93367.0,43.004299984171446,-78.79227178610569,12.125739461999995,243.00116392500016
94577.0,43.00427311963128,-78.79235152319319,12.243492865999995,241.69843302500013
95787.0,43.00424491710988,-78.7924311847055,12.345944515999996,240.0478990250001
