sys_time,timestamp,abs_timestamp,raw_x_gyro,raw_y_gyro,raw_z_gyro
100,2000.0,2600176818190029.0,0.10262536,-0.105068825,0.035430185
200,,,,,
300,2200.0,2600177018177529.0,-0.039095376,0.06597344599999999,-0.014660766
400,,,,,
500,2400.0,2600177218180654.0,0.06597344599999999,-0.09040806,-0.0036651916
600,,,,,
700,2600.0,2600177418199404.0,0.0,0.0,0.0
800,,,,,
900,2800.0,2600177618186904.0,-0.0720821,0.058643065,0.056199603
1000,,,,,
1100,3000.0,2600177818188467.0,-0.042760565999999986,0.10262536,-0.009773844
1200,,,,,
1300,3200.0,2600178018208779.0,0.13316862,-0.18325958,0.028099801
1400,,,,,
1500,3400.0,2600178218194717.0,-0.10262536,0.15515977,-0.0061086523
1600,,,,,
1700,3600.0,2600178418197842.0,0.0,0.0,0.0
1800,,,,,
1900,3800.0,2600178618186904.0,-0.20525073,0.32375857,-0.06719518
2000,,,,,
2100,3999.0,2600178818172842.0,0.0,0.0,0.0
2200,,,,,
2300,4200.0,2600179018175967.0,0.0,0.0,0.0
2400,,,,,
2500,4400.0,2600179218196279.0,0.014660766,0.034208454,-0.06963864
2600,,,,,
2700,4600.0,2600179418182217.0,0.0,0.0,0.0
2800,,,,,
2900,4800.0,2600179618185342.0,0.0,0.0,0.0
3000,,,,,
3100,5000.0,2600179818205654.0,0.096516706,-0.10262536,-0.05497787
3200,,,,,
3300,5200.0,2600180018191592.0,0.06597344599999999,0.10262536,-0.16126843
3400,,,,,
3500,5400.0,2600180218194717.0,-0.20525073,0.18448131,0.16615535
3600,,,,,
3700,5600.0,2600180418215029.0,0.112399206,-0.10140363,0.009773844
3800,,,,,
3900,5799.0,2600180618169717.0,-0.018325957,0.10629055,-0.15149458
4000,,,,,
4100,5999.0,2600180818172842.0,-0.1160644,0.05375614,0.21013765
4200,,,,,
4300,6200.0,2600181018191592.0,0.0,0.0,0.0
4400,,,,,
4500,6400.0,2600181218180654.0,0.0,0.0,0.0
4600,,,,,
4700,6600.0,2600181418182217.0,-0.073303826,0.07452556,0.040317107000000005
4800,,,,,
4900,6800.0,2600181618200967.0,0.0,0.0,0.0
5000,,,,,
5100,7000.0,2600181818188467.0,0.0,0.0,0.0
5200,,,,,
5300,7200.0,2600182018191592.0,-0.009773844,0.05131268,-0.058643065
5400,,,,,
5500,7400.0,2600182218210342.0,0.0,0.0,0.0
5600,,,,,
5700,7600.0,2600182418197842.0,0.0,0.0,0.0
5800,,,,,
5900,7799.0,2600182618169717.0,0.10751228,-0.09162979,-0.064751714
6000,,,,,
6100,8000.0,2600182818188467.0,-0.073303826,0.059864793,0.09285152
6200,,,,,
6300,8200.0,2600183018175967.0,0.08796459400000001,-0.032986723,-0.12339478
6400,,,,,
6500,8400.0,2600183218179092.0,0.0,0.0,0.0
