system_time,timestamp,lat,lon,speed,bearing
11100,1508970651453.0,43.003532124651855,-78.78760152983045,4.987149700000002,0.0
11200,,,,,
11300,,,,,
11400,,,,,
11500,,,,,
11600,,,,,
11700,,,,,
11800,,,,,
11900,,,,,
12000,,,,,
12100,1508970652453.0,43.003599724686616,-78.78765187125516,4.8398504,0.0
12200,,,,,
12300,,,,,
12400,,,,,
12500,,,,,
12600,,,,,
12700,,,,,
12800,,,,,
12900,,,,,
13000,,,,,
13100,1508970653445.0,43.00352697343981,-78.7877168744955,5.0465765,0.0
13200,,,,,
13300,,,,,
13400,,,,,
13500,,,,,
13600,,,,,
13700,,,,,
13800,,,,,
13900,,,,,
14000,,,,,
14100,1508970654000.0,43.003535727360614,-78.78776177579698,5.6088114,0.0
14200,,,,,
14300,,,,,
14400,,,,,
14500,,,,,
14600,1508970655000.0,43.00352451152436,-78.78779655096193,6.033054,0.0
14700,,,,,
14800,,,,,
14900,,,,,
15000,,,,,
15100,,,,,
15200,,,,,
15300,,,,,
15400,,,,,
15500,,,,,
15600,,,,,
15700,1508970656000.0,43.00347619519408,-78.7878533649245,7.1772649999999985,268.57312
15800,,,,,
15900,,,,,
16000,,,,,
16100,,,,,
16200,,,,,
16300,,,,,
16400,,,,,
16500,,,,,
16600,1508970657000.0,43.003476631523895,-78.78795144384749,8.104032,269.4205
16700,,,,,
16800,,,,,
16900,,,,,
17000,,,,,
17100,,,,,
17200,,,,,
17300,,,,,
17400,,,,,
17500,,,,,
17600,,,,,
17700,1508970658000.0,43.00351047550084,-78.78808434526495,8.8824,269.1552
17800,,,,,
17900,,,,,
18000,,,,,
18100,,,,,
18200,,,,,
18300,,,,,
18400,,,,,
18500,,,,,
18600,1508970659000.0,43.00352763142317,-78.78819555222678,9.000935,269.82925
18700,,,,,
18800,,,,,
18900,,,,,
19000,,,,,
19100,,,,,
19200,,,,,
19300,,,,,
19400,,,,,
19500,,,,,
19600,,,,,
19700,1508970660000.0,43.003527930007294,-78.78830445159497,8.701999,270.72723
19800,,,,,
19900,,,,,
20000,,,,,
20100,,,,,
20200,,,,,
20300,,,,,
20400,,,,,
20500,,,,,
20600,1508970661000.0,43.00352667802162,-78.78840718771757,8.204486,270.09097
20700,,,,,
20800,,,,,
20900,,,,,
21000,,,,,
21100,,,,,
21200,,,,,
21300,,,,,
21400,,,,,
21500,,,,,
21600,1508970662000.0,43.003528872952344,-78.78850733566517,7.861746000000001,268.8674
21700,,,,,
21800,,,,,
21900,,,,,
22000,,,,,
22100,,,,,
22200,,,,,
22300,,,,,
22400,,,,,
22500,,,,,
22600,,,,,
22700,1508970663000.0,43.003529444951546,-78.78860132491276,7.3433247,269.70718
22800,,,,,
22900,,,,,
23000,,,,,
23100,,,,,
23200,,,,,
23300,,,,,
23400,,,,,
23500,,,,,
23600,1508970664000.0,43.00353067671843,-78.78869250704393,6.9492073,269.7489
23700,,,,,
23800,,,,,
23900,,,,,
24000,,,,,
24100,,,,,
24200,,,,,
24300,,,,,
24400,,,,,
24500,,,,,
24600,1508970665000.0,43.00353090523977,-78.7887743624665,6.1946964000000015,270.2417
24700,,,,,
24800,,,,,
24900,,,,,
25000,,,,,
25100,,,,,
25200,,,,,
25300,,,,,
25400,,,,,
25500,,,,,
25600,1508970666000.0,43.00352508000584,-78.78884850352328,5.5179186,266.2608
25700,,,,,
25800,,,,,
25900,,,,,
26000,,,,,
26100,,,,,
26200,,,,,
26300,,,,,
26400,,,,,
