sys_time,RPM,Speed
1970-01-01 00:00:00,1395.0RPM,13.0km/h
1970-01-01 00:00:00.820000,1381.0RPM,14.0km/h
1970-01-01 00:00:01.400000,1290.0RPM,14.0km/h
1970-01-01 00:00:01.590000,1238.0RPM,14.0km/h
1970-01-01 00:00:01.780000,1198.0RPM,15.0km/h
1970-01-01 00:00:01.960000,1157.0RPM,15.0km/h
1970-01-01 00:00:02.160000,1167.0RPM,15.0km/h
1970-01-01 00:00:02.360000,1162.0RPM,15.0km/h
1970-01-01 00:00:02.510000,1167.0RPM,16.0km/h
1970-01-01 00:00:02.670000,1171.0RPM,16.0km/h
1970-01-01 00:00:02.820000,1175.0RPM,16.0km/h
1970-01-01 00:00:02.970000,1177.0RPM,16.0km/h
1970-01-01 00:00:03.130000,1176.0RPM,16.0km/h
1970-01-01 00:00:03.280000,1188.0RPM,17.0km/h
1970-01-01 00:00:03.440000,1175.0RPM,17.0km/h
1970-01-01 00:00:03.590000,1171.0RPM,17.0km/h
1970-01-01 00:00:03.710000,1183.0RPM,17.0km/h
1970-01-01 00:00:03.830000,1169.0RPM,17.0km/h
1970-01-01 00:00:03.930000,1168.0RPM,17.0km/h
1970-01-01 00:00:04.040000,1172.0RPM,17.0km/h
1970-01-01 00:00:04.180000,1160.0RPM,17.0km/h
1970-01-01 00:00:04.290000,1163.0RPM,17.0km/h
1970-01-01 00:00:04.390000,1159.0RPM,17.0km/h
1970-01-01 00:00:04.520000,1159.0RPM,17.0km/h
1970-01-01 00:00:04.630000,1163.0RPM,18.0km/h
1970-01-01 00:00:04.720000,1158.0RPM,18.0km/h
1970-01-01 00:00:04.830000,1166.0RPM,18.0km/h
1970-01-01 00:00:04.940000,1157.0RPM,18.0km/h
1970-01-01 00:00:05.060000,1162.0RPM,18.0km/h
1970-01-01 00:00:05.170000,1165.0RPM,18.0km/h
1970-01-01 00:00:05.270000,1152.0RPM,18.0km/h
1970-01-01 00:00:05.360000,1152.0RPM,18.0km/h
