sys_time,RPM,Speed
0,1395.0,13.0
800,1381.0,14.0
1400,1290.0,14.0
1500,1238.0,14.0
1700,1198.0,15.0
1900,1157.0,15.0
2100,1167.0,15.0
2300,1162.0,15.0
2500,1167.0,16.0
2600,1171.0,16.0
2800,1175.0,16.0
2900,1177.0,16.0
3100,1176.0,16.0
3200,1188.0,17.0
3400,1175.0,17.0
3500,1171.0,17.0
3700,1183.0,17.0
3800,1169.0,17.0
3900,1168.0,17.0
4000,1172.0,17.0
4100,1160.0,17.0
4200,1163.0,17.0
4300,1159.0,17.0
4500,1159.0,17.0
4600,1163.0,18.0
4700,1158.0,18.0
4800,1166.0,18.0
4900,1157.0,18.0
5000,1162.0,18.0
5100,1165.0,18.0
5200,1152.0,18.0
5300,1152.0,18.0
5400,1154.0,18.0
5500,1158.0,18.0
5600,1154.0,18.0
5700,1157.0,18.0
5900,1162.0,18.0
6000,1158.0,18.0
6100,1160.0,18.0
6200,1163.0,18.0
6300,1161.0,18.0
6400,1166.0,18.0
6500,1163.0,18.0
6600,1157.0,19.0
6700,1160.0,19.0
6800,1165.0,19.0
7000,1151.0,19.0
7100,1166.0,19.0
7200,1161.0,19.0
7300,1155.0,19.0
7400,1165.0,19.0
7500,1155.0,19.0
7600,1161.0,19.0
7700,1168.0,19.0
7800,1155.0,19.0
7900,1164.0,19.0
8000,1171.0,19.0
8100,1150.0,19.0
8200,1150.0,19.0
8300,1164.0,19.0
8400,1152.0,19.0
8600,1154.0,19.0
8700,1155.0,19.0
8800,1147.0,19.0
8900,1152.0,19.0
9000,1148.0,19.0
9100,1148.0,19.0
9200,1157.0,19.0
9300,1154.0,19.0
9400,1153.0,19.0
9500,1158.0,19.0
9600,1156.0,19.0
9700,1158.0,20.0
9800,1158.0,20.0
9900,1156.0,20.0
10000,1158.0,20.0
10100,1150.0,20.0
10200,1144.0,20.0
10400,1150.0,20.0
10500,1151.0,20.0
10600,1142.0,19.0
10700,1146.0,20.0
10800,1151.0,20.0
10900,1139.0,20.0
11000,1139.0,20.0
11100,1155.0,20.0
11200,1150.0,20.0
11300,1151.0,19.0
11400,1156.0,20.0
11500,1167.0,20.0
11600,1162.0,20.0
11800,1167.0,20.0
11900,1169.0,20.0
12000,1155.0,20.0
12100,1164.0,20.0
12200,1165.0,20.0
12300,1171.0,20.0
12400,1181.0,20.0
12500,1170.0,20.0
12600,1184.0,21.0
12700,1182.0,21.0
12900,1174.0,21.0
13000,1186.0,21.0
13100,1175.0,21.0
13200,1199.0,21.0
13300,1181.0,22.0
13400,1203.0,22.0
13500,1208.0,22.0
13700,1199.0,23.0
13800,1235.0,23.0
