"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"0.0","1529589160534","1035760388940358","1.3811287","2.7989557","9.202851"
"10.0","1529589160535","1035760399176817","1.419436","2.7702253","9.231582"
"20.0","1529589160541","1035760408948485","1.46732","2.7606485","9.289042"
"30.0","1529589160550","1035760419918174","1.4768968","2.789379","9.298619"
"40.0","1529589160559","1035760429143800","1.4768968","2.789379","9.298619"
"51.0","1529589160570","1035760440510624","1.3619751","2.789379","9.2411585"
"60.0","1529589160579","1035760448950416","1.3619751","2.789379","9.2411585"
"69.0","1529589160588","1035760458930730","2.051505","2.5691123","8.953855"
"79.0","1529589160598","1035760468940001","1.1895926","2.6169965","9.442271"
"90.0","1529589160611","1035760479181721","1.2278998","2.789379","9.528462"
"100.0","1529589160618","1035760489056878","1.4481664","2.731918","9.317773"
"110.0","1529589160628","1035760498989275","1.4290128","2.693611","9.413541"
"119.0","1529589160638","1035760508926099","1.419436","2.684034","9.403964"
"130.0","1529589160650","1035760518959850","1.3811287","2.684034","9.413541"
"140.0","1529589160662","1035760528978549","1.3428215","2.6744573","9.336926"
"149.0","1529589160668","1035760538934696","1.4577432","2.684034","9.279466"
"160.0","1529589160679","1035760549421989","1.4577432","2.6265733","9.164544"
"170.0","1529589160688","1035760558952875","1.3715519","2.597843","9.2411585"
"181.0","1529589160704","1035760569984959","1.2853607","2.645727","9.298619"
"194.0","1529589160719","1035760583789284","1.0172101","2.741495","9.32735"
"202.0","1529589160722","1035760591753659","1.0172101","2.741495","9.32735"
"209.0","1529589160728","1035760598936577","0.9310188","2.741495","9.538039"
"220.0","1529589160739","1035760609336422","0.8544044","2.885147","9.8061905"
"230.0","1529589160748","1035760618944391","0.9501724","2.8564167","9.442271"
"241.0","1529589160760","1035760630729393","0.9022884","2.645727","9.231582"
"250.0","1529589160770","1035760639507623","0.9022884","2.645727","9.231582"
"259.0","1529589160779","1035760648938509","1.170439","2.4733443","9.308196"
"270.0","1529589160789","1035760659418718","1.1800158","2.3871531","9.423118"
"280.0","1529589160799","1035760669466167","1.1225549","2.3296921","9.461425"
"290.0","1529589160809","1035760679074554","1.1991694","2.291385","9.451848"
"301.0","1529589160821","1035760690391065","1.2757839","2.2530777","9.346503"
"309.0","1529589160828","1035760698928879","1.2757839","2.2530777","9.346503"
"319.0","1529589160838","1035760708914296","1.4864736","2.0711184","9.365657"
"329.0","1529589160848","1035760718939401","1.563088","2.0136576","9.518886"
"340.0","1529589160859","1035760729124454","1.419436","2.2243474","9.825344"
