"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"0.0","1527607903013","41748574594000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","1527607903014","41748575133000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"8.0","1527607903022","41748583495000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"18.0","1527607903031","41748593070000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"26.0","1527607903042","41748601579000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"36.0","1527607903049","41748611236000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"45.0","1527607903059","41748619828000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"54.0","1527607903067","41748629093000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"63.0","1527607903077","41748637625000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"71.0","1527607903085","41748646307000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"82.0","1527607903097","41748656805000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"91.0","1527607903104","41748666257000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"99.0","1527607903114","41748674552000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"109.0","1527607903122","41748683732000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"118.0","1527607903132","41748693320000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"128.0","1527607903142","41748703120000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"136.0","1527607903151","41748711550000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"145.0","1527607903159","41748720387000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"155.0","1527607903170","41748730134000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"164.0","1527607903177","41748738920000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"173.0","1527607903187","41748747619000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"182.0","1527607903195","41748757341000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"192.0","1527607903205","41748766652000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"200.0","1527607903214","41748775448000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"210.0","1527607903226","41748785064000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"218.0","1527607903232","41748793380000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"227.0","1527607903243","41748802452000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"236.0","1527607903250","41748811476000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"246.0","1527607903259","41748820601000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"254.0","1527607903268","41748829430000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"263.0","1527607903277","41748838427000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"273.0","1527607903286","41748848006000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"282.0","1527607903296","41748857073000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"291.0","1527607903305","41748866533000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"301.0","1527607903316","41748876237000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"310.0","1527607903323","41748884725000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"319.0","1527607903337","41748894358000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"329.0","1527607903342","41748904273000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"338.0","1527607903352","41748913032000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"347.0","1527607903360","41748921828000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"355.0","1527607903370","41748930565000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"365.0","1527607903378","41748939762000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"373.0","1527607903387","41748948543000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"383.0","1527607903397","41748958070000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"392.0","1527607903406","41748967251000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"401.0","1527607903415","41748976326000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"410.0","1527607903424","41748985316000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"420.0","1527607903433","41748995424000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"429.0","1527607903443","41749004321000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"440.0","1527607903454","41749014829000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"448.0","1527607903462","41749023412000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"458.0","1527607903473","41749032801000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"466.0","1527607903480","41749041315000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"476.0","1527607903490","41749051433000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"486.0","1527607903499","41749060910000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"495.0","1527607903509","41749069982000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"504.0","1527607903518","41749079268000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"513.0","1527607903526","41749087729000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"522.0","1527607903535","41749096995000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"530.0","1527607903544","41749105469000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"540.0","1527607903554","41749115035000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"549.0","1527607903562","41749124063000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"557.0","1527607903571","41749132350000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"567.0","1527607903582","41749142371000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"577.0","1527607903590","41749151921000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"587.0","1527607903602","41749161650000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"595.0","1527607903609","41749170452000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"605.0","1527607903624","41749180432000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"614.0","1527607903628","41749189444000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"624.0","1527607903638","41749198977000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"632.0","1527607903646","41749207549000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"642.0","1527607903658","41749217050000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"651.0","1527607903664","41749225817000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"660.0","1527607903676","41749235113000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"669.0","1527607903682","41749244219000","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
