sys_time,RPM,Speed
1970-01-01 00:00:00,1692.0RPM,0.0km/h
1970-01-01 00:00:00.820000,1694.0RPM,0.0km/h
1970-01-01 00:00:01.380000,1693.0RPM,0.0km/h
1970-01-01 00:00:01.580000,1695.0RPM,0.0km/h
1970-01-01 00:00:01.780000,1693.0RPM,0.0km/h
1970-01-01 00:00:01.990000,1691.0RPM,0.0km/h
1970-01-01 00:00:02.180000,1687.0RPM,0.0km/h
1970-01-01 00:00:02.380000,1693.0RPM,0.0km/h
1970-01-01 00:00:02.560000,1691.0RPM,0.0km/h
1970-01-01 00:00:02.720000,1688.0RPM,0.0km/h
1970-01-01 00:00:02.880000,1685.0RPM,0.0km/h
1970-01-01 00:00:03.030000,1681.0RPM,0.0km/h
1970-01-01 00:00:03.190000,1691.0RPM,0.0km/h
1970-01-01 00:00:03.340000,1677.0RPM,0.0km/h
1970-01-01 00:00:03.500000,1676.0RPM,0.0km/h
1970-01-01 00:00:03.660000,1677.0RPM,0.0km/h
1970-01-01 00:00:03.780000,1682.0RPM,0.0km/h
1970-01-01 00:00:03.880000,1680.0RPM,0.0km/h
1970-01-01 00:00:03.990000,1687.0RPM,0.0km/h
1970-01-01 00:00:04.090000,1684.0RPM,0.0km/h
1970-01-01 00:00:04.200000,1686.0RPM,0.0km/h
1970-01-01 00:00:04.310000,1690.0RPM,0.0km/h
1970-01-01 00:00:04.400000,1689.0RPM,0.0km/h
1970-01-01 00:00:04.500000,1686.0RPM,0.0km/h
1970-01-01 00:00:04.610000,1685.0RPM,0.0km/h
1970-01-01 00:00:04.710000,1686.0RPM,0.0km/h
1970-01-01 00:00:04.810000,1691.0RPM,0.0km/h
1970-01-01 00:00:04.910000,1697.0RPM,0.0km/h
1970-01-01 00:00:05.010000,1700.0RPM,0.0km/h
1970-01-01 00:00:05.120000,1697.0RPM,0.0km/h
1970-01-01 00:00:05.230000,1690.0RPM,0.0km/h
1970-01-01 00:00:05.330000,1695.0RPM,0.0km/h
1970-01-01 00:00:05.430000,1692.0RPM,0.0km/h
1970-01-01 00:00:05.540000,1689.0RPM,0.0km/h
1970-01-01 00:00:05.640000,1698.0RPM,0.0km/h
1970-01-01 00:00:05.740000,1690.0RPM,0.0km/h
1970-01-01 00:00:05.850000,1698.0RPM,0.0km/h
1970-01-01 00:00:05.940000,1698.0RPM,0.0km/h
1970-01-01 00:00:06.050000,1698.0RPM,0.0km/h
1970-01-01 00:00:06.150000,1690.0RPM,0.0km/h
1970-01-01 00:00:06.270000,1686.0RPM,0.0km/h
1970-01-01 00:00:06.390000,1671.0RPM,0.0km/h
1970-01-01 00:00:06.490000,1670.0RPM,0.0km/h
1970-01-01 00:00:06.610000,1675.0RPM,0.0km/h
1970-01-01 00:00:06.720000,1666.0RPM,0.0km/h
1970-01-01 00:00:06.830000,1663.0RPM,0.0km/h
1970-01-01 00:00:06.930000,1670.0RPM,0.0km/h
1970-01-01 00:00:07.030000,1668.0RPM,0.0km/h
1970-01-01 00:00:07.140000,1668.0RPM,0.0km/h
1970-01-01 00:00:07.230000,1664.0RPM,0.0km/h
1970-01-01 00:00:07.340000,1661.0RPM,0.0km/h
1970-01-01 00:00:07.440000,1660.0RPM,0.0km/h
1970-01-01 00:00:07.540000,1660.0RPM,0.0km/h
1970-01-01 00:00:07.660000,1666.0RPM,0.0km/h
1970-01-01 00:00:07.750000,1679.0RPM,0.0km/h
1970-01-01 00:00:07.850000,1675.0RPM,0.0km/h
1970-01-01 00:00:07.980000,1658.0RPM,0.0km/h
1970-01-01 00:00:08.090000,1663.0RPM,0.0km/h
1970-01-01 00:00:08.220000,1665.0RPM,0.0km/h
1970-01-01 00:00:08.320000,1666.0RPM,0.0km/h
1970-01-01 00:00:08.460000,1667.0RPM,0.0km/h
1970-01-01 00:00:08.550000,1667.0RPM,0.0km/h
1970-01-01 00:00:08.660000,1665.0RPM,0.0km/h
1970-01-01 00:00:08.800000,1622.0RPM,0.0km/h
1970-01-01 00:00:08.890000,1603.0RPM,0.0km/h
1970-01-01 00:00:09,1570.0RPM,0.0km/h
1970-01-01 00:00:09.110000,1500.0RPM,0.0km/h
1970-01-01 00:00:09.200000,1423.0RPM,0.0km/h
1970-01-01 00:00:09.300000,1375.0RPM,0.0km/h
1970-01-01 00:00:09.440000,1269.0RPM,0.0km/h
1970-01-01 00:00:09.540000,1169.0RPM,0.0km/h
1970-01-01 00:00:09.650000,1131.0RPM,0.0km/h
1970-01-01 00:00:09.750000,1078.0RPM,0.0km/h
1970-01-01 00:00:09.850000,1027.0RPM,0.0km/h
1970-01-01 00:00:09.950000,982.0RPM,0.0km/h
1970-01-01 00:00:10.050000,894.0RPM,0.0km/h
1970-01-01 00:00:10.140000,855.0RPM,0.0km/h
1970-01-01 00:00:10.270000,848.0RPM,0.0km/h
1970-01-01 00:00:10.400000,848.0RPM,0.0km/h
1970-01-01 00:00:10.500000,844.0RPM,0.0km/h
1970-01-01 00:00:10.610000,841.0RPM,0.0km/h
1970-01-01 00:00:10.740000,830.0RPM,0.0km/h
1970-01-01 00:00:10.860000,825.0RPM,0.0km/h
1970-01-01 00:00:10.960000,825.0RPM,0.0km/h
1970-01-01 00:00:11.070000,801.0RPM,0.0km/h
