"timestamp","sys_time","abs_timestamp","raw_x_grav","raw_y_grav","raw_z_grav"
"0.0","1508884952462","2514535248465096","9.5349","-0.063","2.2914999"
"19.0","1508884952481","2514535268438533","9.5345","-0.0637","2.2933"
"39.0","1508884952502","2514535288427596","9.5342","-0.0626","2.2944999"
"59.0","1508884952522","2514535308451033","9.5345","-0.0672","2.293"
"79.0","1508884952542","2514535328441658","9.5338","-0.0691","2.2956998"
"99.0","1508884952562","2514535348432283","9.534599","-0.064899996","2.2928"
"119.0","1508884952582","2514535368422908","9.5341","-0.0637","2.2946"
"139.0","1508884952602","2514535388446346","9.5331","-0.0672","2.2988"
"159.0","1508884952621","2514535408436971","9.533","-0.063","2.2995"
"179.0","1508884952642","2514535428427596","9.5324","-0.0618","2.3019"
"199.0","1508884952661","2514535448449471","9.531799","-0.067999996","2.3044"
"219.0","1508884952682","2514535468440096","9.5302","-0.0691","2.3107"
"239.0","1508884952702","2514535488430721","9.530499","-0.0591","2.3097"
"259.0","1508884952725","2514535508422908","9.5317","-0.054199997","2.3049"
"280.0","1508884952742","2514535528560408","9.532","-0.0572","2.3037"
"299.0","1508884952762","2514535548435408","9.531099","-0.067999996","2.3069"
"319.0","1508884952785","2514535568426033","9.5309","-0.0499","2.3084"
"339.0","1508884952802","2514535588447908","9.531799","-0.0484","2.3047"
"359.0","1508884952821","2514535608440096","9.531899","-0.0484","2.3044"
"379.0","1508884952841","2514535628430721","9.531199","-0.0457","2.3072999"
"399.0","1508884952861","2514535648421346","9.5321","-0.0426","2.3037"
"419.0","1508884952883","2514535668443221","9.532","-0.046099998","2.3037999"
"439.0","1508884952904","2514535688435408","9.531899","-0.048699997","2.3044"
"459.0","1508884952922","2514535708426033","9.531899","-0.047199998","2.3042"
"479.0","1508884952944","2514535728447908","9.531799","-0.0484","2.3049"
"499.0","1508884952962","2514535748438533","9.5331","-0.043399997","2.2995"
"519.0","1508884952982","2514535768429158","9.5329","-0.0415","2.3005"
"539.0","1508884953003","2514535788419783","9.5336","-0.0457","2.2972"
"559.0","1508884953021","2514535808443221","9.5328","-0.0437","2.3005"
"579.0","1508884953042","2514535828433846","9.533299","-0.0437","2.2985"
"599.0","1508884953062","2514535848424471","9.5329","-0.0499","2.3"
"619.0","1508884953081","2514535868447908","9.5336","-0.0545","2.2970998"
"639.0","1508884953107","2514535888438533","9.535","-0.051799998","2.2914999"
"659.0","1508884953121","2514535908429158","9.535","-0.051799998","2.2912"
"679.0","1508884953142","2514535928451033","9.5365","-0.0499","2.2851999"
"699.0","1508884953162","2514535948443221","9.535999","-0.047599997","2.2874"
"719.0","1508884953183","2514535968432283","9.5357","-0.0506","2.2886"
"739.0","1508884953205","2514535988424471","9.5357","-0.052199997","2.2884"
"759.0","1508884953221","2514536008446346","9.5365","-0.0514","2.2849998"
"779.0","1508884953242","2514536028436971","9.5366","-0.0514","2.2848"
"799.0","1508884953262","2514536048427596","9.5366","-0.046099998","2.2849"
"819.0","1508884953281","2514536068449471","9.536799","-0.043399997","2.2841"
"839.0","1508884953302","2514536088441658","9.535399","-0.0426","2.29"
"859.0","1508884953321","2514536108430721","9.5359","-0.0438","2.2877998"
"879.0","1508884953342","2514536128422908","9.5364","-0.052199997","2.2853"
"899.0","1508884953361","2514536148444783","9.5363","-0.053","2.286"
"919.0","1508884953382","2514536168435408","9.5364","-0.0526","2.2856998"
"939.0","1508884953404","2514536188426033","9.5369","-0.048","2.2835"
"959.0","1508884953421","2514536208449471","9.537399","-0.0495","2.2814999"
"979.0","1508884953441","2514536228440096","9.5369","-0.0523","2.2835"
"999.0","1508884953462","2514536248430721","9.5363","-0.054899998","2.2858999"
"1019.0","1508884953482","2514536268421346","9.5369","-0.0557","2.2835"
"1039.0","1508884953504","2514536288444783","9.5365","-0.054899998","2.2851999"
"1059.0","1508884953522","2514536308435408","9.537","-0.0557","2.2828"
"1079.0","1508884953542","2514536328426033","9.5363","-0.054199997","2.286"
"1099.0","1508884953563","2514536348447908","9.5358","-0.049999997","2.2879"
"1119.0","1508884953582","2514536368438533","9.5357","-0.0473","2.2886"
"1139.0","1508884953603","2514536388430721","9.535399","-0.053099997","2.2895"
