sys_time,abs_timestamp,raw_x_acc,raw_y_acc,raw_z_acc
0.0,2514539875945017.0,9.5088117,-0.058897361749999995,2.2299594849999997
50.0,2514539925944939.0,9.5018685,-0.06368576595,2.24073337
100.0,2514539975944600.5,9.4950849,-0.05746084138333333,2.2318748283333334
150.0,2514540025944295.0,9.500072843749999,-0.0585382318125,2.2331916375
200.0,2514540075944736.0,9.498756044999999,-0.05707776876,2.229863699
250.0,2514540125944509.5,9.498835862499998,-0.05977523588333333,2.2301190775
300.0,2514540175944559.5,9.500808224999998,-0.05971823122857143,2.2301646814285716
350.0,2514540225945359.0,9.500432003124999,-0.0590170722125,2.23031859375
400.0,2514540275945182.0,9.504342530555554,-0.05719481862222223,2.229853056111111
450.0,2514540325945127.0,9.5034486925,-0.055353943515000004,2.2295285095
500.0,2514540375945095.5,9.505242161363636,-0.05471839177727273,2.2283052904545455
550.0,2514540425945063.0,9.50621798125,-0.05510654270833334,2.2278445891666667
600.0,2514540475944903.0,9.505496659615385,-0.0550298055,2.2272705953846152
650.0,2514540525945006.5,9.506417505357144,-0.05520345085714286,2.226470774285714
700.0,2514540575944814.5,9.506832505,-0.05449203087666667,2.2263841266666664
750.0,2514540625944817.5,9.5076445359375,-0.054737436571875,2.2270265699999996
800.0,2514540675944797.0,9.50853003382353,-0.05461596601764706,2.226776587647058
850.0,2514540725944779.0,9.508199859722222,-0.05514644595833333,2.227405651111111
900.0,2514540775947916.5,9.508962925,-0.05431057553421052,2.227288041315789
950.0,2514540825947756.0,9.508835653750001,-0.05485116104,2.2282116989999996
1000.0,2514540875947562.5,9.508310075,-0.055499875697619036,2.22852294547619
1050.0,2514540925947422.0,9.5082022875,-0.054914280920454535,2.2284358836363634
1100.0,2514540975947375.0,9.508894997826086,-0.055483022123913026,2.229147520217391
1150.0,2514541025947179.0,9.507953802083334,-0.05606422321458332,2.230378450416666
1200.0,2514541075947133.0,9.506858060999999,-0.056235009609999984,2.2308596846
1250.0,2514541125947337.0,9.506638531730768,-0.05631899085769229,2.2313775688461535
1300.0,2514541175947202.0,9.506328852777777,-0.055900176075925914,2.231963499444444
1350.0,2514541225947110.0,9.506024191964284,-0.05701620342499999,2.232336563928571
