sys_time,raw_x_mag,raw_y_mag,raw_z_mag
0.0,-82.3125,97.5875,21.1875
50.0,-81.6875,97.64375000000001,21.328125
100.0,-81.72083333333333,97.66250000000001,21.152083333333334
150.0,-81.6109375,97.525,21.325
200.0,-81.635,97.5275,21.445
250.0,-81.71249999999999,97.465625,21.382291666666664
300.0,-81.70803571428571,97.45000000000002,21.436607142857138
350.0,-81.75468749999999,97.47890625000001,21.387499999999996
400.0,-81.7548611111111,97.50347222222223,21.368749999999995
450.0,-81.74999999999999,97.53125000000001,21.376874999999995
500.0,-81.82329545454544,97.52727272727275,21.26647727272727
550.0,-81.78802083333332,97.51406250000002,21.275520833333328
600.0,-81.80721153846153,97.5423076923077,21.2701923076923
650.0,-81.79999999999998,97.59241071428573,21.228124999999995
700.0,-81.78791666666666,97.61625000000002,21.252499999999994
750.0,-81.791015625,97.62304687500001,21.215234374999994
800.0,-81.81213235294118,97.63382352941179,21.2297794117647
850.0,-81.80000000000001,97.6340277777778,21.273611111111105
900.0,-81.79967105263158,97.62171052631581,21.24802631578947
950.0,-81.79593750000001,97.61875000000002,21.278124999999996
1000.0,-81.80565476190476,97.6276785714286,21.283928571428568
1050.0,-81.7980744949495,97.61966540404042,21.28806818181818
1100.0,-81.78462066315328,97.60927481335092,21.310622529644267
1150.0,-81.81625105218855,97.6083675294613,21.272419507575755
1200.0,-81.81360101010101,97.61978282828287,21.261272727272726
1250.0,-81.82197212509712,97.63512771950276,21.260598776223773
1300.0,-81.83412130564909,97.6389192854471,21.25696548821549
1350.0,-81.83915268759019,97.63284181096685,21.28372564935065
1400.0,-81.83775470219436,97.63041623127835,21.275378787878786
1450.0,-81.8427840909091,97.62663720538724,21.275858585858586
1500.0,-81.8484604105572,97.62739084392314,21.291758308895403
1550.0,-81.85948942550506,97.62992029671722,21.28524502840909
1600.0,-81.8538988368534,97.62977119681669,21.284934573002754
1650.0,-81.85385101010102,97.62478461081407,21.28825200534759
1700.0,-81.86219336219338,97.62975108225113,21.27565115440115
1750.0,-81.86065516273851,97.62441077441082,21.297508066778896
1800.0,-81.86070502320504,97.63000102375108,21.275615956865952
1850.0,-81.85351541733122,97.64105362838922,21.278231326422112
1900.0,-81.86304066304068,97.63391122766129,21.279590779590773
1950.0,-81.86162089646466,97.64150094696976,21.265882260101005
2000.0,-81.85752648435576,97.63987897265342,21.27296440009854
2050.0,-81.86627585377586,97.63372113997119,21.266614057239053
2100.0,-81.86502525252526,97.62818886539822,21.249754815597836
2150.0,-81.85517963728192,97.61791494490362,21.258670511937552
2200.0,-81.84923120089788,97.62210016835019,21.255838945005607
2250.0,-81.84496047430831,97.6195967830479,21.2619016249451
2300.0,-81.85158365570601,97.60867451106814,21.27108988824414
2350.0,-81.85088778409092,97.6023858375421,21.263784985269357
2400.0,-81.85038780663781,97.59746186353331,21.272999123891974
2450.0,-81.84900505050506,97.60826262626264,21.263164141414137
2500.0,-81.85040602099427,97.61015052485641,21.26669389978213
2550.0,-81.85412417443669,97.60166205322456,21.27382478632478
2600.0,-81.86147560510769,97.59655993901278,21.270427148846956
2650.0,-81.85026772353162,97.59338290310514,21.281622942386825
2700.0,-81.84276285583105,97.59338957759414,21.288207070707063
2750.0,-81.84099476911977,97.5898245851371,21.27993551587301
2800.0,-81.83939836966152,97.59000310118734,21.285441033138397
2850.0,-81.84669322535701,97.58769701323583,21.282890325670493
2900.0,-81.85744842492724,97.57519367402844,21.288900659133706
2950.0,-81.85919928451177,97.56873211279463,21.294085648148144
3000.0,-81.85718144560357,97.56407621294919,21.2855077413479
3050.0,-81.85380315249266,97.55855225643535,21.29098342293906
3100.0,-81.85304834054833,97.56040063331733,21.28983686067019
3150.0,-81.85602805397725,97.55877327967175,21.289800347222215
3200.0,-81.85016608391606,97.56315753690757,21.29284188034187
3250.0,-81.85139462809916,97.5552877257423,21.29020412457912
3300.0,-81.85417232021709,97.55380955073123,21.29324212271973
3350.0,-81.85723596256683,97.54823882204401,21.302532679738558
3400.0,-81.85432312252964,97.5448223173767,21.30639090177133
3450.0,-81.85568993506492,97.54230699855702,21.321746031746024
3500.0,-81.86362035851471,97.53810197040833,21.322320031298897
3550.0,-81.8695943813131,97.53705194304155,21.321141975308635
3600.0,-81.8637608966376,97.52952383423276,21.332410578386597
3650.0,-81.86838912776412,97.52523972836475,21.32893205705705
3700.0,-81.8765606060606,97.52556986531988,21.332462962962953
3750.0,-81.88336572966506,97.52465776182883,21.33310489766081
3800.0,-81.88869539551357,97.52401285583106,21.332512626262616
3850.0,-81.88475378787878,97.52450628075631,21.33642272079771
3900.0,-81.88423475258918,97.52767708732901,21.332164205344576
3950.0,-81.88575994318181,97.5273311237374,21.32988715277777
4000.0,-81.88315796857464,97.52699370245669,21.33028978052125
4050.0,-81.88732677383592,97.52300597437794,21.32946307588075
4100.0,-81.8883077765608,97.51986734818061,21.339800870147247
4150.0,-81.89447375541125,97.51933321308323,21.340145502645495
4200.0,-81.89667112299466,97.52057635175284,21.337173202614373
4250.0,-81.89983483086681,97.51684871975573,21.34771479328165
4300.0,-81.89610109717869,97.51809183791946,21.352841634738184
4350.0,-81.89032153925619,97.51490329430672,21.38043718434343
4400.0,-81.8946437691522,97.51487629099991,21.3857833957553
4450.0,-81.88421717171717,97.51339155443326,21.38302469135802
4500.0,-81.89640984015983,97.5162663725164,21.39474969474969
4550.0,-81.90548418972331,97.51452706411949,21.392496980676327
4600.0,-81.90340909090908,97.51531171934401,21.39392174432497
4650.0,-81.90450314313345,97.51561425424461,21.389398640661938
4700.0,-81.90886363636363,97.5163051568315,21.380694444444444
4750.0,-81.91131036931817,97.51340093644784,21.385648148148146
4800.0,-81.91950562324273,97.51152309174218,21.380641466208473
4850.0,-81.92836270871986,97.50834428468359,21.371017573696143
4900.0,-81.93066460055097,97.51141656463628,21.37074214365881
4950.0,-81.93017045454546,97.50748989898992,21.36928472222222
5050.0,-81.935726010101,97.5080037878788,21.359215277777775
5150.0,-81.95351010101011,97.50554924242425,21.35163005050505
5250.0,-81.9618226010101,97.50386174242425,21.34825505050505
5350.0,-81.9752601010101,97.50704924242426,21.347192550505053
5450.0,-81.9836351010101,97.50029924242425,21.33631755050505
5550.0,-81.99001010101009,97.49911174242425,21.33350505050505
5650.0,-81.99778093434342,97.50152146464647,21.322477272727273
5750.0,-82.00861616161616,97.49897032828284,21.31692613636364
5850.0,-82.02049116161615,97.49322032828282,21.31636363636364
5950.0,-82.03480366161617,97.48703282828282,21.309863636363644
6050.0,-82.04530366161617,97.48234532828283,21.308301136363642
6150.0,-82.06842866161618,97.47759532828282,21.301363636363643
6250.0,-82.08555366161617,97.47422032828283,21.288926136363642
6350.0,-82.09899116161618,97.46515782828283,21.283301136363644
6450.0,-82.12361616161617,97.46097032828283,21.26686363636364
6550.0,-82.15242866161617,97.45559532828281,21.24567613636364
6650.0,-82.17580366161617,97.44684532828282,21.22167613636364
6750.0,-82.20030366161618,97.4403453282828,21.191863636363635
6850.0,-82.22092866161618,97.43228282828281,21.174426136363635
6950.0,-82.24292866161618,97.42303282828281,21.149113636363637
7050.0,-82.26586616161617,97.41065782828282,21.117551136363637
7150.0,-82.29047727272729,97.40164393939392,21.093238636363637
7250.0,-82.32015340909092,97.3878371212121,21.065920454545452
7350.0,-82.33796590909093,97.3787121212121,21.04554545454545
7450.0,-82.36271590909092,97.36283712121211,21.02923295454545
7550.0,-82.39046590909092,97.34546212121211,20.99723295454545
7650.0,-82.41852840909092,97.33289962121212,20.97204545454545
7750.0,-82.44627840909092,97.32033712121212,20.947482954545453
7850.0,-82.4784797979798,97.30408712121212,20.92381628787879
7950.0,-82.50821843434343,97.29529166666667,20.903106060606063
8050.0,-82.53978093434344,97.28554166666667,20.868418560606063
8150.0,-82.57089204545454,97.27627083333333,20.83908522727273
8250.0,-82.60839204545455,97.26845833333333,20.81458522727273
8350.0,-82.64343181818184,97.26460606060606,20.776670454545453
8450.0,-82.67097348484849,97.25430744949493,20.74657323232323
8550.0,-82.70440530303031,97.24780744949494,20.71151073232323
8650.0,-82.74065530303031,97.24111994949494,20.68357323232323
8750.0,-82.7771553030303,97.22474494949496,20.65869823232323
8850.0,-82.8124053030303,97.22443244949496,20.621760732323224
8950.0,-82.8490303030303,97.21711994949496,20.588823232323225
9050.0,-82.8927178030303,97.21305744949495,20.561385732323224
9150.0,-82.9302803030303,97.21611994949495,20.533073232323225
9250.0,-82.9693428030303,97.21991161616161,20.506656565656563
9350.0,-83.01033712121212,97.22202525252526,20.470236111111106
9450.0,-83.05202462121213,97.21440025252527,20.439673611111107
9550.0,-83.08780934343436,97.2045808080808,20.417263888888883
9650.0,-83.12612184343436,97.1992058080808,20.38232638888888
9750.0,-83.17237752525254,97.19882512626262,20.35680934343434
9850.0,-83.21711363636365,97.20096401515151,20.324594065656562
9950.0,-83.26211363636365,97.19277651515151,20.29746906565656
10050.0,-83.29672159090912,97.18848106060605,20.284787247474743
10150.0,-83.3352215909091,97.20023106060604,20.256162247474744
10250.0,-83.3653465909091,97.21054356060604,20.230537247474743
