system_time,lat,lon,speed,bearing
5200.0,43.003698169815976,-78.78828945163556,0.13122922,0.0
6700.0,43.00370190199682,-78.78828514623775,0.17861646000000003,0.0
7600.0,43.00370430506232,-78.78828789472554,0.1429243086666667,0.0
8800.0,43.00370232004287,-78.78828360085556,0.2770424065,0.0
9720.0,43.003698882917874,-78.7882780197277,0.40202814519999996,0.0
10500.0,43.00369994224701,-78.78827268442107,0.5337012376666667,59.63209
11200.0,43.00370368461012,-78.78826866800047,0.6607987751428571,52.84361357142857
11850.0,43.00370867241147,-78.78826654244502,0.7222654157499999,87.155951875
12466.666666666666,43.00371432523849,-78.7882659473027,0.7937666251111111,113.93911277777778
13060.0,43.00372026358908,-78.78826659390595,0.8433396525999999,132.81073450000002
13636.363636363636,43.00372628605603,-78.78826904462699,0.9752660478181817,145.52810772727273
14208.333333333334,43.00373193022086,-78.78827431012299,1.2018601521666665,156.43017375
14761.538461538461,43.00373753788245,-78.78828337527658,1.535274678923077,165.56015038461538
15307.142857142857,43.003743443186714,-78.78829636961105,1.8978812947142856,173.19393749999998
15846.666666666666,43.003749536668344,-78.78831304727075,2.2640801684,179.77045099999998
16381.25,43.00375555541175,-78.78833334449065,2.602038676625,185.5261803125
16911.764705882353,43.003761392793436,-78.78835661410118,2.8838057779999997,190.7486826470588
17438.88888888889,43.00376703387067,-78.78838209134048,3.0822144347777773,195.44663527777777
17968.42105263158,43.00377255216322,-78.78840866388322,3.2047569118947368,199.90319131578948
18490.0,43.00377798564964,-78.78843549780791,3.2396869513,204.74270275
19009.52380952381,43.003783739242046,-78.78846180530945,3.2668043964761906,209.8425954761905
19527.272727272728,43.00379006139296,-78.78848711366427,3.2758244148181817,215.1921756818182
20043.478260869564,43.003797228235946,-78.78851103869191,3.32344098373913,220.85291282608696
20558.333333333332,43.0038054382727,-78.78853325267742,3.39364481775,226.47087312500003
21072.0,43.00381489002118,-78.78855367628576,3.4596708010399997,231.72591500000001
21584.615384615383,43.00382528209138,-78.78857248502825,3.494019204846154,236.4974828846154
22096.296296296296,43.00383616600851,-78.78858992126935,3.4921501565185187,240.64546759259264
22607.14285714286,43.0038471092866,-78.78860652739432,3.470399286642857,243.4474366071429
23117.241379310344,43.003857911166364,-78.7886232138318,3.507622087103448,245.24990189655176
23626.666666666668,43.00386838989284,-78.7886407971087,3.580665650866666,246.36827183333338
24135.483870967742,43.00387839371021,-78.78865961082695,3.647829284709677,247.33425112903228
24643.75,43.003887686452124,-78.78867928430633,3.6835373914374996,248.06420265625002
25151.515151515152,43.003896316507635,-78.78869934075372,3.6736813189696966,248.67638833333336
25658.823529411766,43.00390433124713,-78.78871923720446,3.6177805301764705,248.97954161764707
26165.714285714286,43.00391177868601,-78.78873853859483,3.5246802304571427,248.56915414285717
26700.0,43.00391855387707,-78.78875650335118,3.4600193907222216,245.51095263888894
27232.432432432433,43.00392493855271,-78.78877312932659,3.3920635261081076,241.5312114864865
27894.736842105263,43.00393105954978,-78.78878933614767,3.3557338701578945,243.56210065789477
28548.71794871795,43.00393712141413,-78.78880554169852,3.368682027333333,244.93490833333337
29195.0,43.00394352817061,-78.7888221078943,3.4104510166499997,246.67608412500005
29834.146341463416,43.00395074105678,-78.78883903979303,3.489248960146342,248.69601207317078
30466.666666666668,43.003959227389856,-78.78885611808818,3.6045860563333334,250.8533839285715
31093.023255813954,43.00396928379239,-78.78887312693132,3.7525616829302324,253.0757345348838
