sys_time,timestamp,abs_timestamp,raw_x_rot,raw_y_rot,raw_z_rot
1970-01-01 00:00:00.000,4619.0,2514539868433846.0,-0.12196919999999997,-0.6091776000000001,-0.1496594
1970-01-01 00:00:00.100,4719.0,2514539968438221.0,-0.12198499919999999,-0.609095,-0.149383
1970-01-01 00:00:00.200,4819.0,2514540068436658.5,-0.1215018,-0.60904,-0.14920039999999998
1970-01-01 00:00:00.300,4919.0,2514540168435095.5,-0.12167759920000001,-0.6087752000000001,-0.14921500000000001
1970-01-01 00:00:00.400,5019.0,2514540268433846.0,-0.12165980000000001,-0.608858994,-0.14899559999999998
1970-01-01 00:00:00.500,5119.0,2514540368432595.5,-0.1215668,-0.6087352,-0.1491238
1970-01-01 00:00:00.600,5219.0,2514540468437283.0,-0.121485,-0.6087714,-0.14927320000000002
1970-01-01 00:00:00.700,5319.0,2514540568435408.0,-0.12206799999999998,-0.6087434,-0.14952900000000002
1970-01-01 00:00:00.800,5419.0,2514540668439471.0,-0.12185019999999999,-0.6087543999999999,-0.1495714
1970-01-01 00:00:00.900,5519.0,2514540768431970.5,-0.1216116,-0.6085871999999999,-0.1491096
1970-01-01 00:00:01.000,5619.0,2514540868436971.0,-0.1213282,-0.6088006,-0.14865420000000001
1970-01-01 00:00:01.100,5719.0,2514540968434783.5,-0.12067259999999999,-0.6091276000000001,-0.14789560000000002
1970-01-01 00:00:01.200,5819.0,2514541068433533.0,-0.1201328,-0.6094906,-0.1475812
1970-01-01 00:00:01.300,5919.0,2514541168438533.0,-0.1200009992,-0.609958,-0.1471322
1970-01-01 00:00:01.400,6019.0,2514541268436658.5,-0.1195832,-0.6102318,-0.1465782
1970-01-01 00:00:01.500,6119.0,2514541368434783.0,-0.11992620000000001,-0.6099287999999999,-0.1469086
1970-01-01 00:00:01.600,6219.0,2514541468433221.0,-0.12021219999999999,-0.6097551999999999,-0.1470052
1970-01-01 00:00:01.700,6319.0,2514541568438221.0,-0.12088759999999998,-0.6094046,-0.147302
1970-01-01 00:00:01.800,6419.0,2514541668430721.0,-0.12103660000000001,-0.6092974,-0.1477002
1970-01-01 00:00:01.900,6519.0,2514541768441658.0,-0.1214015992,-0.60911,-0.1481784
1970-01-01 00:00:02.000,6619.0,2514541868433533.5,-0.1217942,-0.6091118,-0.14856180000000002
1970-01-01 00:00:02.100,6719.0,2514541968437908.0,-0.12175399999999999,-0.6093064,-0.14872060000000004
1970-01-01 00:00:02.200,6819.0,2514542068436658.5,-0.1215205992,-0.6092392,-0.148769998
1970-01-01 00:00:02.300,6919.0,2514542168434783.0,-0.12205699919999999,-0.6085944,-0.1491672
1970-01-01 00:00:02.400,7019.0,2514542268433846.0,-0.12189619999999998,-0.6083518,-0.148905
1970-01-01 00:00:02.500,7119.0,2514542368431970.5,-0.12145619999999999,-0.608246394,-0.1486146
1970-01-01 00:00:02.600,7219.0,2514542468436345.5,-0.12128219999999998,-0.6079504,-0.1486908
1970-01-01 00:00:02.700,7319.0,2514542568435408.0,-0.121221,-0.6080738,-0.14854820000000002
1970-01-01 00:00:02.800,7419.0,2514542668439471.0,-0.12121459999999999,-0.6083715940000001,-0.1485976
1970-01-01 00:00:02.900,7519.0,2514542768431345.5,-0.12126400000000001,-0.6085801999999999,-0.1489352
1970-01-01 00:00:03.000,7619.0,2514542868436033.0,-0.1215096,-0.6089032000000001,-0.1489522
1970-01-01 00:00:03.100,7719.0,2514542968435095.5,-0.12179880000000001,-0.6090636,-0.1489722
1970-01-01 00:00:03.200,7819.0,2514543068433533.0,-0.12177299999999999,-0.6089901999999999,-0.14867399999999997
1970-01-01 00:00:03.300,7919.0,2514543168438221.0,-0.12170879999999999,-0.6088306,-0.1486794
1970-01-01 00:00:03.400,8019.0,2514543268436658.5,-0.12180739999999998,-0.6087336000000001,-0.148793
1970-01-01 00:00:03.500,8119.0,2514543368435095.5,-0.12149259999999999,-0.6085214,-0.1488658
1970-01-01 00:00:03.600,8219.0,2514543468432908.5,-0.12147060000000001,-0.6082818,-0.14913
1970-01-01 00:00:03.700,8319.0,2514543568437908.0,-0.1211678,-0.608259,-0.1489642
1970-01-01 00:00:03.800,8419.0,2514543668430096.0,-0.1213871992,-0.6082404,-0.14885879999999999
1970-01-01 00:00:03.900,8519.0,2514543768441033.0,-0.1213413992,-0.6082192,-0.14881000000000003
1970-01-01 00:00:04.000,8619.0,2514543868433221.0,-0.1210836,-0.6082157939999999,-0.1483072
1970-01-01 00:00:04.100,8719.0,2514543968437908.0,-0.12152599999999998,-0.6081179999999999,-0.14828840000000001
1970-01-01 00:00:04.200,8819.0,2514544068435721.0,-0.12173699999999998,-0.608272,-0.1483602
1970-01-01 00:00:04.300,8919.0,2514544168434783.0,-0.12125840000000002,-0.6085073999999999,-0.148109
