system_time,timestamp,lat,lon,speed,bearing
5200,1508884971770.0,43.003698169815976,-78.78828945163556,0.13122922,0.0
5300,,,,,
5400,,,,,
5500,,,,,
5600,,,,,
5700,,,,,
5800,,,,,
5900,,,,,
6000,,,,,
6100,,,,,
6200,,,,,
6300,,,,,
6400,,,,,
6500,,,,,
6600,,,,,
6700,,,,,
6800,,,,,
6900,,,,,
7000,,,,,
7100,,,,,
7200,,,,,
7300,,,,,
7400,,,,,
7500,,,,,
7600,,,,,
7700,,,,,
7800,,,,,
7900,,,,,
8000,,,,,
8100,,,,,
8200,1508884975000.0,43.003705634177656,-78.78828084083995,0.22600370000000006,0.0
8300,,,,,
8400,,,,,
8500,,,,,
8600,,,,,
8700,,,,,
8800,,,,,
8900,,,,,
9000,,,,,
9100,,,,,
9200,,,,,
9300,,,,,
9400,1508884976000.0,43.00370911119333,-78.7882933917011,0.071540006,0.0
9500,,,,,
9600,,,,,
9700,,,,,
9800,,,,,
9900,,,,,
10000,,,,,
10100,,,,,
10200,,,,,
10300,,,,,
10400,,,,,
10500,,,,,
10600,,,,,
10700,,,,,
10800,,,,,
10900,,,,,
11000,,,,,
11100,,,,,
11200,,,,,
11300,,,,,
11400,,,,,
11500,,,,,
11600,,,,,
11700,,,,,
11800,,,,,
11900,,,,,
12000,,,,,
12100,,,,,
12200,,,,,
12300,,,,,
12400,1508884979000.0,43.00369636498451,-78.78827071924566,0.6793967,0.0
12500,,,,,
12600,,,,,
12700,,,,,
12800,,,,,
12900,,,,,
13000,,,,,
13100,,,,,
13200,,,,,
13300,,,,,
13400,1508884980000.0,43.003685134417886,-78.78825569521624,0.9019711,0.0
13500,,,,,
13600,,,,,
13700,,,,,
13800,,,,,
13900,,,,,
14000,,,,,
14100,,,,,
14200,,,,,
14300,,,,,
14400,1508884981000.0,43.00370523889272,-78.78824600788795,1.1920667,357.79254
14500,,,,,
14600,,,,,
14700,,,,,
14800,,,,,
14900,,,,,
15000,,,,,
15100,,,,,
15200,,,,,
15300,,,,,
15400,1508884982000.0,43.003726138788785,-78.78824456947686,1.423384,12.112755
15500,,,,,
15600,,,,,
15700,,,,,
15800,,,,,
15900,,,,,
16000,,,,,
16100,,,,,
16200,,,,,
16300,,,,,
16400,1508884983000.0,43.0037435870209,-78.78825166355685,1.1525319,327.3423200000001
16500,,,,,
16600,,,,,
16700,,,,,
16800,,,,,
16900,,,,,
17000,,,,,
17100,,,,,
17200,,,,,
17300,,,,,
17400,1508884984000.0,43.00375954785464,-78.78826118616429,1.3657763,328.2044
17500,,,,,
17600,,,,,
17700,,,,,
17800,,,,,
17900,,,,,
18000,,,,,
18100,,,,,
18200,,,,,
18300,,,,,
18400,1508884985000.0,43.003773708744404,-78.78827241333508,1.2894968999999998,302.65533
18500,,,,,
18600,,,,,
18700,,,,,
18800,,,,,
18900,,,,,
19000,,,,,
19100,,,,,
19200,,,,,
19300,,,,,
19400,1508884986000.0,43.003786510725504,-78.78829355183738,2.29453,272.70184
19500,,,,,
19600,,,,,
19700,,,,,
19800,,,,,
19900,,,,,
20000,,,,,
20100,,,,,
20200,,,,,
20300,,,,,
20400,,,,,
20500,1508884987000.0,43.00379401603399,-78.78833223057906,3.6943953,276.3529
20600,,,,,
20700,,,,,
20800,,,,,
20900,,,,,
21000,,,,,
21100,,,,,
21200,,,,,
21300,,,,,
21400,1508884988000.0,43.003804829821526,-78.78839215711967,5.536249,275.11987
21500,,,,,
21600,,,,,
21700,,,,,
21800,,,,,
21900,,,,,
22000,,,,,
22100,,,,,
22200,,,,,
22300,,,,,
22400,1508884989000.0,43.00382021214217,-78.78846529595909,6.6117673,272.43317
22500,,,,,
22600,,,,,
22700,,,,,
22800,,,,,
22900,,,,,
23000,,,,,
23100,,,,,
23200,,,,,
23300,,,,,
23400,1508884990000.0,43.003834845411156,-78.78854653450671,7.3908644,271.84164
23500,,,,,
23600,,,,,
23700,,,,,
23800,,,,,
23900,,,,,
24000,,,,,
24100,,,,,
24200,,,,,
24300,,,,,
24400,1508884991000.0,43.00384583656282,-78.78863780278928,7.6714163,271.86212
24500,,,,,
24600,,,,,
24700,,,,,
24800,,,,,
24900,,,,,
25000,,,,,
25100,,,,,
25200,,,,,
25300,,,,,
25400,1508884992000.0,43.00385479090044,-78.78872892786937,7.392079400000001,274.30872
25500,,,,,
25600,,,,,
25700,,,,,
25800,,,,,
25900,,,,,
26000,,,,,
26100,,,,,
26200,,,,,
26300,,,,,
26400,1508884993000.0,43.00386293218372,-78.78881520440879,6.4551615999999985,275.31183
26500,,,,,
26600,,,,,
26700,,,,,
26800,,,,,
26900,,,,,
27000,,,,,
27100,,,,,
27200,,,,,
27300,,,,,
27400,,,,,
27500,1508884994000.0,43.00387188142911,-78.78888696965238,5.4105215,280.1212
27600,,,,,
27700,,,,,
27800,,,,,
27900,,,,,
28000,,,,,
28100,,,,,
28200,,,,,
28300,,,,,
28400,1508884995000.0,43.00388122189168,-78.78894534237719,3.9033577,296.69342
28500,,,,,
28600,,,,,
28700,,,,,
28800,,,,,
28900,,,,,
29000,,,,,
