"timestamp","RPM","Speed","Consumption_Rate","AirFuelRatio","ThrottlePosition","MassAirFlow","FuelType","FuelLevel","FuelTrim","WidebandAirFuelRatio","EngineLoad","AirIntakeTemperature","AmbientAirTemperature","EngineCoolantTemperature","FuelPressure","DistanceMIL","DistanceSinceCCC","EquivalentRatio","IgnitionMonitor","ModuleVoltage","PendingTroubleCodes"
"1508884957039","1692RPM","0km/h"
"1508884957859","1694RPM","0km/h"
"1508884958426","1693RPM","0km/h"
"1508884958628","1695RPM","0km/h"
"1508884958828","1693RPM","0km/h"
"1508884959034","1691RPM","0km/h"
"1508884959225","1687RPM","0km/h"
"1508884959425","1693RPM","0km/h"
"1508884959602","1691RPM","0km/h"
"1508884959765","1688RPM","0km/h"
"1508884959920","1685RPM","0km/h"
"1508884960077","1681RPM","0km/h"
"1508884960235","1691RPM","0km/h"
"1508884960385","1677RPM","0km/h"
"1508884960545","1676RPM","0km/h"
"1508884960702","1677RPM","0km/h"
"1508884960828","1682RPM","0km/h"
"1508884960925","1680RPM","0km/h"
"1508884961031","1687RPM","0km/h"
"1508884961135","1684RPM","0km/h"
"1508884961248","1686RPM","0km/h"
"1508884961349","1690RPM","0km/h"
"1508884961446","1689RPM","0km/h"
"1508884961548","1686RPM","0km/h"
"1508884961653","1685RPM","0km/h"
"1508884961749","1686RPM","0km/h"
"1508884961856","1691RPM","0km/h"
"1508884961957","1697RPM","0km/h"
"1508884962051","1700RPM","0km/h"
"1508884962163","1697RPM","0km/h"
"1508884962270","1690RPM","0km/h"
"1508884962369","1695RPM","0km/h"
"1508884962478","1692RPM","0km/h"
"1508884962580","1689RPM","0km/h"
"1508884962682","1698RPM","0km/h"
"1508884962785","1690RPM","0km/h"
"1508884962892","1698RPM","0km/h"
"1508884962984","1698RPM","0km/h"
"1508884963089","1698RPM","0km/h"
"1508884963192","1690RPM","0km/h"
"1508884963317","1686RPM","0km/h"
"1508884963434","1671RPM","0km/h"
"1508884963536","1670RPM","0km/h"
"1508884963658","1675RPM","0km/h"
"1508884963765","1666RPM","0km/h"
"1508884963872","1663RPM","0km/h"
"1508884963970","1670RPM","0km/h"
"1508884964075","1668RPM","0km/h"
"1508884964179","1668RPM","0km/h"
"1508884964275","1664RPM","0km/h"
"1508884964380","1661RPM","0km/h"
"1508884964485","1660RPM","0km/h"
"1508884964584","1660RPM","0km/h"
"1508884964701","1666RPM","0km/h"
"1508884964796","1679RPM","0km/h"
"1508884964891","1675RPM","0km/h"
"1508884965021","1658RPM","0km/h"
"1508884965131","1663RPM","0km/h"
"1508884965260","1665RPM","0km/h"
"1508884965368","1666RPM","0km/h"
"1508884965500","1667RPM","0km/h"
"1508884965598","1667RPM","0km/h"
"1508884965707","1665RPM","0km/h"
"1508884965840","1622RPM","0km/h"
"1508884965938","1603RPM","0km/h"
"1508884966045","1570RPM","0km/h"
"1508884966149","1500RPM","0km/h"
"1508884966245","1423RPM","0km/h"
"1508884966348","1375RPM","0km/h"
"1508884966481","1269RPM","0km/h"
"1508884966585","1169RPM","0km/h"
"1508884966690","1131RPM","0km/h"
"1508884966796","1078RPM","0km/h"
"1508884966893","1027RPM","0km/h"
"1508884966991","982RPM","0km/h"
"1508884967095","894RPM","0km/h"
"1508884967188","855RPM","0km/h"
"1508884967310","848RPM","0km/h"
"1508884967440","848RPM","0km/h"
"1508884967542","844RPM","0km/h"
"1508884967650","841RPM","0km/h"
"1508884967781","830RPM","0km/h"
"1508884967902","825RPM","0km/h"
"1508884968007","825RPM","0km/h"
"1508884968112","801RPM","0km/h"
"1508884968211","796RPM","0km/h"
"1508884968319","799RPM","0km/h"
"1508884968427","809RPM","1km/h"
"1508884968549","813RPM","1km/h"
"1508884968658","809RPM","2km/h"
"1508884968758","808RPM","2km/h"
"1508884968850","808RPM","2km/h"
"1508884968954","818RPM","2km/h"
"1508884969061","801RPM","2km/h"
"1508884969159","800RPM","2km/h"
"1508884969295","808RPM","2km/h"
"1508884969412","813RPM","2km/h"
"1508884969505","812RPM","2km/h"
"1508884969608","811RPM","3km/h"
"1508884969712","818RPM","3km/h"
"1508884969823","819RPM","3km/h"
"1508884969930","825RPM","3km/h"
"1508884970038","819RPM","3km/h"
"1508884970139","816RPM","3km/h"
"1508884970244","804RPM","3km/h"
"1508884970356","816RPM","3km/h"
"1508884970485","830RPM","3km/h"
"1508884970586","820RPM","3km/h"
"1508884970727","825RPM","4km/h"
"1508884970846","836RPM","4km/h"
"1508884970950","839RPM","4km/h"
"1508884971054","850RPM","4km/h"
"1508884971168","851RPM","4km/h"
"1508884971307","851RPM","4km/h"
"1508884971410","850RPM","4km/h"
"1508884971545","856RPM","4km/h"
"1508884971706","851RPM","4km/h"
"1508884971820","848RPM","4km/h"
"1508884971923","849RPM","4km/h"
"1508884972032","847RPM","4km/h"
"1508884972133","833RPM","4km/h"
"1508884972232","836RPM","4km/h"
"1508884972346","832RPM","4km/h"
"1508884972453","833RPM","5km/h"
"1508884972552","837RPM","5km/h"
"1508884972658","844RPM","5km/h"
"1508884972773","834RPM","5km/h"
"1508884972872","836RPM","5km/h"
"1508884972975","834RPM","5km/h"
"1508884973081","841RPM","5km/h"
"1508884973172","830RPM","4km/h"
"1508884973280","815RPM","4km/h"
"1508884973388","812RPM","4km/h"
"1508884973483","820RPM","4km/h"
"1508884973586","830RPM","4km/h"
"1508884973712","834RPM","4km/h"
"1508884973803","831RPM","5km/h"
"1508884973906","842RPM","5km/h"
"1508884974014","861RPM","5km/h"
"1508884974115","884RPM","5km/h"
"1508884974225","929RPM","5km/h"
"1508884974330","959RPM","5km/h"
"1508884974456","980RPM","5km/h"
"1508884974561","989RPM","5km/h"
"1508884974663","1038RPM","5km/h"
"1508884974761","1112RPM","5km/h"
"1508884974864","1210RPM","6km/h"
