sys_time,timestamp,abs_timestamp,raw_x_acc,raw_y_acc,raw_z_acc
0,4644.5,2514539875945017.0,9.5088117,-0.058897361749999995,2.2299594849999997
100,4744.5,2514539925944939.0,9.5018685,-0.06368576595,2.24073337
200,4844.5,2514539975944600.5,9.4950849,-0.05746084138333333,2.2318748283333334
300,4944.5,2514540025944295.0,9.500072843749999,-0.0585382318125,2.2331916375
400,5044.5,2514540075944736.0,9.498756044999999,-0.05707776876,2.229863699
500,5144.5,2514540125944509.5,9.498835862499998,-0.05977523588333333,2.2301190775
600,5244.5,2514540175944559.5,9.500808224999998,-0.05971823122857143,2.2301646814285716
700,5344.5,2514540225945359.0,9.500432003124999,-0.0590170722125,2.23031859375
800,5444.5,2514540275945182.0,9.504342530555554,-0.05719481862222223,2.229853056111111
900,5544.5,2514540325945127.0,9.5034486925,-0.055353943515000004,2.2295285095
1000,5644.5,2514540375945095.5,9.505242161363636,-0.05471839177727273,2.2283052904545455
1100,5744.5,2514540425945063.0,9.50621798125,-0.05510654270833334,2.2278445891666667
1200,5844.5,2514540475944903.0,9.505496659615385,-0.0550298055,2.2272705953846152
1300,5944.5,2514540525945006.5,9.506417505357144,-0.05520345085714286,2.226470774285714
1400,6044.5,2514540575944814.5,9.506832505,-0.05449203087666667,2.2263841266666664
1500,6144.5,2514540625944817.5,9.5076445359375,-0.054737436571875,2.2270265699999996
1600,6244.5,2514540675944797.0,9.50853003382353,-0.05461596601764706,2.226776587647058
1700,6344.5,2514540725944779.0,9.508199859722222,-0.05514644595833333,2.227405651111111
1800,6444.55,2514540775947916.5,9.508962925,-0.05431057553421052,2.227288041315789
1900,6544.5,2514540825947756.0,9.508835653750001,-0.05485116104,2.2282116989999996
2000,6644.5,2514540875947562.5,9.508310075,-0.055499875697619036,2.22852294547619
2100,6744.5,2514540925947422.0,9.5082022875,-0.054914280920454535,2.2284358836363634
2200,6844.5,2514540975947375.0,9.508894997826086,-0.055483022123913026,2.229147520217391
2300,6944.5,2514541025947179.0,9.507953802083334,-0.05606422321458332,2.230378450416666
2400,7044.5,2514541075947133.0,9.506858060999999,-0.056235009609999984,2.2308596846
2500,7144.5,2514541125947337.0,9.506638531730768,-0.05631899085769229,2.2313775688461535
2600,7244.5,2514541175947202.0,9.506328852777777,-0.055900176075925914,2.231963499444444
2700,7344.5,2514541225947110.0,9.506024191964284,-0.05701620342499999,2.232336563928571
2800,7444.5,2514541275947022.0,9.505674495689654,-0.056866418374137924,2.2329315756896553
2900,7544.5,2514541325946926.5,9.504996964166667,-0.05717353667,2.232848466666667
3000,7644.5,2514541375946837.0,9.505089132258062,-0.057460840872580646,2.233265005322581
3100,7744.5,2514541425946812.0,9.504801442187498,-0.057131638135937496,2.23302703390625
3200,7844.5,2514541475946670.0,9.504835898484847,-0.05764947491666666,2.2335435093939395
3300,7944.5,2514541525946651.5,9.504558497058822,-0.05747492437647058,2.2337479332352945
3400,8042.0,2514541575875146.0,9.50473618210526,-0.05741691710857142,2.2338535494285714
3500,8142.0,2514541625807634.0,9.504622640009744,-0.05757014999841269,2.2334685906481484
3600,8244.5,2514541675811328.0,9.50458055784732,-0.057541312452509645,2.2334255156306306
3700,8344.5,2514541725814866.5,9.504817915535547,-0.057589599006390976,2.2334981170614037
3800,8444.5,2514541775818165.5,9.504736152316687,-0.05778274483186813,2.2336161072649574
3900,8544.5,2514541825821315.5,9.504131751008769,-0.057535277094821424,2.2334528648333336
4000,8644.5,2514541875824315.5,9.50382545342319,-0.057907190620557485,2.233507808495935
4100,8744.5,2514541925827167.0,9.504035381913113,-0.05799917186887755,2.2339819706746034
4200,8844.5,2514541975829926.0,9.503756707915134,-0.05827618393704319,2.2339329674031005
4300,8944.5,2514542025832495.5,9.503403635007972,-0.05848619082029221,2.2335923579166663
4400,9044.5,2514542075834996.5,9.503289715341127,-0.05888904111539683,2.2336180356296294
4500,9144.5,2514542125837373.0,9.50344098892067,-0.05863939224984472,2.2336009588768113
4600,9242.0,2514542175786461.5,9.503125214800296,-0.058968218831314985,2.2335111472097795
4700,9342.0,2514542225737655.0,9.502874101198307,-0.05927884395189275,2.2335430876944966
4800,9442.0,2514542275690880.0,9.503035395588459,-0.059406327127955086,2.2334272630261878
4900,9537.0,2514542325545938.0,9.503331370834585,-0.05938757909697493,2.233305990713032
5000,9639.5,2514542375455697.5,9.503150331477757,-0.05937540634551909,2.23343924891652
5100,9744.5,2514542425465122.0,9.503609126064722,-0.05899787445425911,2.2331605354758177
5200,9844.5,2514542475474166.5,9.503553696327652,-0.058869491854178745,2.232883304617783
5300,9944.5,2514542525482899.0,9.503908222321584,-0.05903848884021247,2.2329000988841208
5400,10044.5,2514542575491284.0,9.5041192655521,-0.058992391947663154,2.233020756358955
5500,10144.5,2514542625499367.0,9.503570307238672,-0.0589137385057406,2.2328805832096874
5600,10244.5,2514542675507153.5,9.503603455357291,-0.058669830666166205,2.2325521122761844
5700,10344.5,2514542725514715.0,9.503907904402855,-0.058665497737439204,2.232854158012802
5800,10444.5,2514542775521987.5,9.503763773819758,-0.05892913764782159,2.2329268343176696
5900,10544.5,2514542825529018.0,9.50368829342276,-0.05943937107452456,2.2328773783290417
6000,10644.5,2514542875535845.0,9.503285593530585,-0.05941478599051596,2.2330022403236476
6100,10744.5,2514542925542523.0,9.503258876699444,-0.059560905061636665,2.233192583544234
6200,10844.5,2514542975548904.0,9.503430625481993,-0.059823995699547196,2.2332628741228966
6300,10944.5,2514543025555071.5,9.503088239927587,-0.05988433584408552,2.2316924370272266
6400,11044.5,2514543075561077.5,9.503036325082547,-0.059935452591868825,2.2318057446114232
6500,11144.5,2514543125566876.0,9.502695776596449,-0.059905213626082934,2.2319301289354927
6600,11244.5,2514543175572525.0,9.502629828065158,-0.05986158359509663,2.231843540966306
6700,11344.5,2514543225577987.0,9.5028334070642,-0.0601642834988452,2.2313158688197428
6800,11444.5,2514543275583299.0,9.50264246058501,-0.06015980174234019,2.2314905226049637
6900,11544.5,2514543325588447.5,9.502395402933795,-0.060134926305306764,2.2315917802820358
7000,11644.5,2514543375593451.0,9.502499262047403,-0.05989493620593624,2.231602511123134
7100,11744.5,2514543425598337.0,9.502241106671745,-0.0599874899732149,2.231240512565868
7200,11844.5,2514543475603070.0,9.502160570278981,-0.060149662048924295,2.2313279152019523
7300,11944.5,2514543525607698.0,9.502140448045482,-0.05998391033339829,2.231387072361385
