timestamp,sys_time,abs_timestamp,raw_x_rot,raw_y_rot,raw_z_rot
4619.0,0,2514539868433846.0,-0.12196919999999994,-0.6091776000000001,-0.1496594
4719.0,100,2514539968438221.0,-0.1219849992,-0.6090949999999999,-0.149383
4819.0,200,2514540068436658.5,-0.12150180000000001,-0.6090399999999999,-0.14920039999999998
4919.0,300,2514540168435095.5,-0.1216775992,-0.6087752000000001,-0.149215
5019.0,400,2514540268433846.0,-0.1216598,-0.608858994,-0.14899559999999998
5119.0,500,2514540368432595.5,-0.12156680000000002,-0.6087352,-0.14912379999999997
5219.0,600,2514540468437283.0,-0.121485,-0.6087714,-0.14927320000000002
5319.0,700,2514540568435408.0,-0.12206799999999997,-0.6087434,-0.14952900000000002
5419.0,800,2514540668439471.0,-0.1218502,-0.6087543999999999,-0.1495714
5519.0,900,2514540768431970.5,-0.1216116,-0.6085871999999999,-0.1491096
5619.0,1000,2514540868436971.0,-0.1213282,-0.6088005999999999,-0.1486542
5719.0,1100,2514540968434783.5,-0.1206726,-0.6091276000000001,-0.14789560000000002
5819.0,1200,2514541068433533.0,-0.1201328,-0.6094906,-0.14758120000000002
5919.0,1300,2514541168438533.0,-0.1200009992,-0.609958,-0.14713220000000002
6019.0,1400,2514541268436658.5,-0.11958319999999999,-0.6102318,-0.14657820000000002
6119.0,1500,2514541368434783.0,-0.1199262,-0.6099287999999999,-0.1469086
6219.0,1600,2514541468433221.0,-0.1202122,-0.6097551999999999,-0.1470052
6319.0,1700,2514541568438221.0,-0.12088759999999997,-0.6094046,-0.147302
6419.0,1800,2514541668430721.0,-0.1210366,-0.6092974,-0.14770020000000003
6519.0,1900,2514541768441658.0,-0.1214015992,-0.60911,-0.1481784
6619.0,2000,2514541868433533.0,-0.1217942,-0.6091118000000001,-0.14856180000000002
6719.0,2100,2514541968437908.0,-0.121754,-0.6093064,-0.14872060000000006
6819.0,2200,2514542068436658.5,-0.1215205992,-0.6092392,-0.14876999800000001
