sys_time,timestamp,abs_timestamp,raw_x_mag,raw_y_mag,raw_z_mag
0,4684.35,2514539928886737.0,-81.6875,97.64375,21.328125
200,4884.35,2514540128884627.5,-81.534375,97.40625,21.321875
400,5084.35,2514540328886814.5,-81.915625,97.346875,21.496875
600,5284.35,2514540528886971.0,-81.88125,97.51875,21.403125
800,5484.35,2514540728885955.5,-81.73125,97.740625,21.334375
1000,5684.3,2514540928885095.5,-81.978125,97.428125,20.76875
1200,5884.4,2514541128886580.0,-81.871875,98.0625,20.94375
1400,6084.25,2514541328884393.0,-81.728125,97.8375,21.125
1600,6284.35,2514541528885408.0,-81.871875,97.721875,21.740625
1800,6484.35,2514541728886580.5,-81.759375,97.48125,21.31875
2000,6679.368421052632,2514541923886148.5,-81.82894736842105,97.63815789473685,21.388157894736842
2200,6879.380952380952,2514542123885036.0,-81.99107142857143,97.47916666666669,21.133928571428573
2400,7084.35,2514542328896112.0,-81.890625,97.95625,21.11875
2600,7284.35,2514542528885720.5,-82.0625,97.603125,21.584375
2800,7484.35,2514542728886580.0,-81.903125,97.5375,21.178125
3000,7679.421052631579,2514542923886230.5,-82.10526315789474,97.67763157894736,21.44407894736842
3200,7879.333333333332,2514543123886375.5,-81.76785714285714,97.5386904761905,21.339285714285715
3400,8084.35,2514543328886424.5,-81.959375,97.6,21.515625
3600,8284.4,2514543528886424.0,-81.725,97.940625,20.93125
3800,8484.3,2514543728885643.0,-82.015625,97.65,21.03125
4000,8684.4,2514543928886111.0,-81.959375,97.478125,21.28125
4200,8884.3,2514544128884861.0,-81.603125,97.275,21.146875
4400,9079.368421052632,2514544323885654.5,-81.61842105263158,97.6644736842105,21.32236842105263
4600,9279.333333333334,2514544523886450.0,-81.97916666666667,97.2113095238095,21.288690476190478
4800,9479.315789473683,2514544723885820.0,-81.80263157894737,97.76973684210527,21.223684210526315
5000,9679.380952380952,2514544923885482.5,-81.97916666666667,97.44940476190477,21.535714285714285
5200,9884.3,2514545128886345.0,-81.75,97.378125,21.484375
5400,10084.4,2514545328886268.0,-81.590625,97.49375,21.234375
5600,10284.3,2514545528885564.0,-82.00625,97.528125,21.365625
5800,10484.35,2514545728886502.5,-82.221875,97.01875,21.61875
6000,10684.45,2514545928893611.5,-81.6875,97.25,21.240625
6200,10884.35,2514546128885095.5,-81.925,97.565625,21.253125
6400,11084.35,2514546328885799.0,-81.703125,97.44375,21.303125
6600,11284.4,2514546528892205.0,-82.05,97.315625,21.709375
6800,11484.35,2514546728884940.0,-81.803125,97.340625,21.975
7000,11684.35,2514546928885642.0,-82.35625,97.353125,21.3
7200,11884.4,2514547128886111.0,-81.825,97.1,21.609375
7400,12084.25,2514547328885175.0,-82.4375,97.503125,21.4875
7600,12284.35,2514547528885877.0,-81.9375,97.51875,21.4625
7800,12484.35,2514547728885564.5,-81.925,97.6375,21.075
8000,12684.3,2514547928886579.5,-81.95,97.35,21.3125
8200,12884.4,2514548128885721.0,-82.1875,97.36875,21.778125
8400,13084.4,2514548328903142.5,-82.125,97.4125,21.665625
8600,13284.35,2514548528886111.0,-81.48125,97.43125,22.7875
8800,13484.4,2514548728887283.5,-81.615625,97.446875,21.496875
9000,13684.4,2514548928885486.5,-82.8625,97.565625,21.81875
9200,13884.35,2514549128886424.0,-81.859375,97.565625,21.246875
9400,14084.4,2514549328887127.5,-82.23125,97.409375,21.209375
9600,14284.35,2514549528885720.5,-82.746875,97.265625,20.66875
9800,14484.3,2514549728884393.0,-82.01875,97.465625,21.284375
10000,14684.4,2514549928887049.0,-82.853125,97.5375,20.471875
10200,14884.25,2514550128885252.0,-82.621875,97.48125,21.1
10400,15084.35,2514550328884393.0,-82.653125,96.95,20.8125
10600,15284.35,2514550528886580.5,-82.846875,97.503125,20.565625
10800,15484.35,2514550728886424.0,-83.040625,97.14375,20.98125
