"timestamp","RPM","Speed","Consumption_Rate","AirFuelRatio","ThrottlePosition","MassAirFlow","FuelType","FuelLevel","FuelTrim","WidebandAirFuelRatio","EngineLoad","AirIntakeTemperature","AmbientAirTemperature","EngineCoolantTemperature","FuelPressure","DistanceMIL","DistanceSinceCCC","EquivalentRatio","IgnitionMonitor","ModuleVoltage","PendingTroubleCodes"
"1547608932572","753RPM","0km/h"
"1547608933664","735RPM","1km/h"
"1547608934245","732RPM","2km/h"
"1547608934446","719RPM","2km/h"
"1547608934646","723RPM","3km/h"
"1547608934920","720RPM","3km/h"
"1547608935242","725RPM","3km/h"
"1547608935456","720RPM","4km/h"
"1547608935638","728RPM","4km/h"
"1547608935795","740RPM","4km/h"
"1547608935937","738RPM","4km/h"
"1547608936091","754RPM","5km/h"
"1547608936237","755RPM","5km/h"
"1547608936388","750RPM","5km/h"
"1547608936540","752RPM","5km/h"
"1547608936690","755RPM","5km/h"
"1547608936838","763RPM","5km/h"
"1547608936970","759RPM","5km/h"
"1547608937088","762RPM","5km/h"
"1547608937242","766RPM","5km/h"
"1547608937362","774RPM","5km/h"
"1547608937495","761RPM","5km/h"
"1547608937614","764RPM","5km/h"
"1547608937763","758RPM","5km/h"
"1547608937916","759RPM","5km/h"
"1547608938035","768RPM","5km/h"
"1547608938169","768RPM","5km/h"
"1547608938290","758RPM","5km/h"
"1547608938411","757RPM","5km/h"
"1547608938543","758RPM","5km/h"
"1547608938666","755RPM","5km/h"
"1547608938791","758RPM","5km/h"
"1547608938937","755RPM","5km/h"
"1547608939085","741RPM","4km/h"
"1547608939236","747RPM","4km/h"
"1547608939339","746RPM","4km/h"
"1547608939465","746RPM","4km/h"
"1547608939615","741RPM","4km/h"
"1547608939785","734RPM","3km/h"
"1547608940061","724RPM","2km/h"
"1547608940235","736RPM","2km/h"
"1547608940363","743RPM","1km/h"
"1547608940510","754RPM","1km/h"
"1547608940622","746RPM","1km/h"
"1547608940738","749RPM","0km/h"
"1547608940863","741RPM","0km/h"
"1547608941011","743RPM","0km/h"
"1547608941141","756RPM","0km/h"
"1547608941262","761RPM","0km/h"
"1547608941384","765RPM","0km/h"
