"timestamp","system_time","lat","lon","speed","bearing","provider"
"1547608927016","1547608930962","43.0045846","-78.8087709","0.0","0.0","network"
"1547608931000","1547608931478","43.00439189","-78.80895915","0.0","0.0","gps"
"1547608932000","1547608932481","43.0043823","-78.8089896","0.0","0.0","gps"
"1547608935000","1547608935470","43.00439403","-78.80899096","0.8205486","343.1","gps"
"1547608936000","1547608936468","43.0044032","-78.80899011","1.1806778","343.6","gps"
"1547608938000","1547608938487","43.00442353","-78.808985","1.4612324","0.7","gps"
"1547608939000","1547608939483","43.00443564","-78.8089772","1.32","32.0","gps"
"1547608940000","1547608940481","43.00444435","-78.80896634","0.98","32.7","gps"
"1547608942000","1547608942469","43.00444837","-78.80894512","0.0","0.0","gps"
"1547608944000","1547608944469","43.00445162","-78.80893244","0.0","0.0","gps"
"1547608947000","1547608947484","43.0044609","-78.80893855","1.4925482","303.4","gps"
"1547608948000","1547608948486","43.00446525","-78.80896356","2.260553","277.3","gps"
"1547608949000","1547608949484","43.00446903","-78.8089998","3.1100159","280.5","gps"
"1547608950000","1547608950494","43.00447169","-78.80904283","3.3102417","275.3","gps"
"1547608951000","1547608951477","43.00447316","-78.80908385","2.9600675","272.5","gps"
"1547608952000","1547608952487","43.00447461","-78.80911964","2.6600754","272.0","gps"
"1547608953000","1547608953488","43.00447516","-78.80915155","2.4701822","272.2","gps"
"1547608953622","1547608953841","43.0045618","-78.8088446","0.0","0.0","network"
"1547608954000","1547608954489","43.00447601","-78.80917966","2.0500975","271.2","gps"
"1547608955000","1547608955485","43.00447623","-78.80919529","0.6818358","271.2","gps"
"1547608959000","1547608959480","43.00447136","-78.80917104","1.9102355","271.2","gps"
"1547608960000","1547608960490","43.0044708","-78.80914308","2.111516","93.6","gps"
"1547608961000","1547608961490","43.0044702","-78.80911465","2.1000237","91.2","gps"
"1547608962000","1547608962481","43.00446958","-78.80908811","1.92","91.3","gps"
"1547608963000","1547608963485","43.00446929","-78.80906811","1.21","91.4","gps"
"1547608966000","1547608966483","43.00447118","-78.809056","0.23","91.4","gps"
"1547608968000","1547608968486","43.00447262","-78.80907663","1.4201409","91.4","gps"
