"timestamp","sys_time","abs_timestamp","raw_x_mag","raw_y_mag","raw_z_mag"
"0.0","1527607880650","41726211274000","22.0","5.9","43.1"
"0.0","1527607880651","41726211910000","22.0","5.9","43.1"
"0.0","1527607880652","41726211975000","22.0","5.9","43.1"
"1.0","1527607880661","41726212661000","22.0","5.9","43.1"
"10.0","1527607880662","41726222090000","22.0","5.9","43.1"
"19.0","1527607880669","41726230558000","22.0","5.9","43.1"
"28.0","1527607880678","41726239978000","22.0","5.9","43.1"
"37.0","1527607880687","41726248728000","22.0","5.9","43.1"
"46.0","1527607880697","41726257925000","22.0","5.9","43.1"
"55.0","1527607880705","41726266902000","22.0","5.9","43.1"
"64.0","1527607880714","41726276077000","22.0","5.9","43.1"
"73.0","1527607880723","41726284649000","22.0","5.9","43.1"
"82.0","1527607880733","41726293641000","22.0","5.9","43.1"
"91.0","1527607880741","41726302511000","22.0","5.9","43.1"
"100.0","1527607880752","41726311672000","22.0","5.9","43.1"
"109.0","1527607880759","41726320571000","22.0","5.9","43.1"
"118.0","1527607880768","41726329532000","22.0","5.9","43.1"
"127.0","1527607880777","41726339023000","22.0","5.9","43.1"
"136.0","1527607880786","41726347653000","22.0","5.9","43.1"
"145.0","1527607880795","41726356728000","22.0","5.9","43.1"
"154.0","1527607880805","41726365368000","22.0","5.9","43.1"
"163.0","1527607880815","41726374307000","22.0","5.9","43.1"
"172.0","1527607880822","41726383366000","22.0","5.9","43.1"
"181.0","1527607880832","41726393210000","22.0","5.9","43.1"
"191.0","1527607880841","41726402602000","22.0","5.9","43.1"
"200.0","1527607880851","41726411998000","22.0","5.9","43.1"
"209.0","1527607880858","41726420339000","22.0","5.9","43.1"
"218.0","1527607880868","41726429377000","22.0","5.9","43.1"
"227.0","1527607880877","41726438733000","22.0","5.9","43.1"
"236.0","1527607880886","41726447943000","22.0","5.9","43.1"
"245.0","1527607880895","41726456958000","22.0","5.9","43.1"
"254.0","1527607880904","41726465511000","22.0","5.9","43.1"
"263.0","1527607880914","41726474640000","22.0","5.9","43.1"
"272.0","1527607880923","41726483716000","22.0","5.9","43.1"
"281.0","1527607880932","41726492699000","22.0","5.9","43.1"
"291.0","1527607880942","41726502910000","22.0","5.9","43.1"
"300.0","1527607880950","41726511787000","22.0","5.9","43.1"
"309.0","1527607880959","41726520679000","22.0","5.9","43.1"
"318.0","1527607880969","41726529997000","22.0","5.9","43.1"
"327.0","1527607880976","41726538736000","22.0","5.9","43.1"
"336.0","1527607880986","41726547841000","22.0","5.9","43.1"
"345.0","1527607880995","41726557248000","22.0","5.9","43.1"
"354.0","1527607881004","41726565360000","22.0","5.9","43.1"
"363.0","1527607881014","41726575009000","22.0","5.9","43.1"
"372.0","1527607881022","41726583525000","22.0","5.9","43.1"
"382.0","1527607881035","41726594120000","22.0","5.9","43.1"
"391.0","1527607881042","41726602843000","22.0","5.9","43.1"
"400.0","1527607881050","41726611324000","22.0","5.9","43.1"
"409.0","1527607881059","41726620582000","22.0","5.9","43.1"
"420.0","1527607881072","41726631840000","22.0","5.9","43.1"
"429.0","1527607881079","41726640700000","22.0","5.9","43.1"
"438.0","1527607881089","41726649867000","22.0","5.9","43.1"
"447.0","1527607881097","41726658363000","22.0","5.9","43.1"
"456.0","1527607881106","41726667441000","22.0","5.9","43.1"
"465.0","1527607881115","41726676373000","22.0","5.9","43.1"
"474.0","1527607881123","41726685348000","22.0","5.9","43.1"
"483.0","1527607881132","41726694345000","22.0","5.9","43.1"
"492.0","1527607881142","41726704234000","22.0","5.9","43.1"
"501.0","1527607881151","41726712886000","22.0","5.9","43.1"
"510.0","1527607881161","41726722006000","22.0","5.9","43.1"
"520.0","1527607881169","41726731473000","22.0","5.9","43.1"
"529.0","1527607881179","41726740481000","22.0","5.9","43.1"
"538.0","1527607881188","41726750083000","22.0","5.9","43.1"
"547.0","1527607881197","41726759119000","22.0","5.9","43.1"
"556.0","1527607881206","41726767326000","22.0","5.9","43.1"
"566.0","1527607881217","41726777449000","22.0","5.9","43.1"
"575.0","1527607881225","41726786457000","22.0","5.9","43.1"
"584.0","1527607881236","41726795733000","22.0","5.9","43.1"
"593.0","1527607881243","41726805147000","22.0","5.9","43.1"
"602.0","1527607881253","41726814223000","22.0","5.9","43.1"
"613.0","1527607881272","41726825236000","22.0","5.9","43.1"
"623.0","1527607881279","41726835216000","22.0","5.9","43.1"
"632.0","1527607881283","41726844246000","22.0","5.9","43.1"
"641.0","1527607881291","41726852570000","22.0","5.9","43.1"
"651.0","1527607881302","41726862317000","22.0","5.9","43.1"
"661.0","1527607881315","41726872689000","22.0","5.9","43.1"
"670.0","1527607881321","41726881594000","22.0","5.9","43.1"
"679.0","1527607881331","41726891051000","22.0","5.9","43.1"
"688.0","1527607881338","41726899841000","22.0","5.9","43.1"
"697.0","1527607881347","41726909171000","22.0","5.9","43.1"
"706.0","1527607881356","41726917467000","22.0","5.9","43.1"
"715.0","1527607881366","41726926909000","22.0","5.9","43.1"
"724.0","1527607881374","41726935336000","22.0","5.9","43.1"
"733.0","1527607881383","41726944444000","22.0","5.9","43.1"
"743.0","1527607881394","41726954406000","22.0","5.9","43.1"
"752.0","1527607881403","41726964074000","22.0","5.9","43.1"
"761.0","1527607881411","41726972972000","22.0","5.9","43.1"
"770.0","1527607881420","41726981342000","22.0","5.9","43.1"
"780.0","1527607881431","41726991862000","22.0","5.9","43.1"
"789.0","1527607881439","41727001217000","22.0","5.9","43.1"
"799.0","1527607881450","41727010554000","22.0","5.9","43.1"
"809.0","1527607881462","41727020316000","22.0","5.9","43.1"
"818.0","1527607881469","41727029373000","22.0","5.9","43.1"
"827.0","1527607881476","41727038307000","22.0","5.9","43.1"
"837.0","1527607881488","41727048814000","22.0","5.9","43.1"
"847.0","1527607881497","41727058776000","22.0","5.9","43.1"
"856.0","1527607881505","41727067831000","22.0","5.9","43.1"
"865.0","1527607881515","41727076435000","22.0","5.9","43.1"
"874.0","1527607881523","41727085335000","22.0","5.9","43.1"
"884.0","1527607881534","41727095458000","22.0","5.9","43.1"
"893.0","1527607881543","41727105176000","22.0","5.9","43.1"
"902.0","1527607881552","41727113441000","22.0","5.9","43.1"
"911.0","1527607881561","41727122608000","22.0","5.9","43.1"
"921.0","1527607881572","41727132844000","22.0","5.9","43.1"
"930.0","1527607881580","41727141422000","22.0","5.9","43.1"
"939.0","1527607881589","41727151027000","22.0","5.9","43.1"
"948.0","1527607881598","41727159610000","22.0","5.9","43.1"
"958.0","1527607881608","41727169710000","22.0","5.9","43.1"
"967.0","1527607881618","41727178738000","22.0","5.9","43.1"
"976.0","1527607881628","41727188219000","22.0","5.9","43.1"
"985.0","1527607881634","41727196486000","22.0","5.9","43.1"
"995.0","1527607881646","41727206921000","22.0","5.9","43.1"
"1004.0","1527607881653","41727215619000","22.0","5.9","43.1"
"1014.0","1527607881665","41727225449000","22.0","5.9","43.1"
"1023.0","1527607881672","41727234442000","22.0","5.9","43.1"
"1032.0","1527607881684","41727244172000","22.0","5.9","43.1"
"1041.0","1527607881691","41727252914000","22.0","5.9","43.1"
"1051.0","1527607881704","41727262600000","22.0","5.9","43.1"
"1061.0","1527607881711","41727272411000","22.0","5.9","43.1"
"1070.0","1527607881722","41727281795000","22.0","5.9","43.1"
"1079.0","1527607881729","41727291215000","22.0","5.9","43.1"
"1088.0","1527607881740","41727299917000","22.0","5.9","43.1"
"1097.0","1527607881747","41727308851000","22.0","5.9","43.1"
"1106.0","1527607881758","41727317663000","22.0","5.9","43.1"
"1115.0","1527607881764","41727326304000","22.0","5.9","43.1"
"1124.0","1527607881774","41727335771000","22.0","5.9","43.1"
"1134.0","1527607881784","41727346122000","22.0","5.9","43.1"
"1144.0","1527607881795","41727355314000","22.0","5.9","43.1"
"1153.0","1527607881808","41727364632000","22.0","5.9","43.1"
"1162.0","1527607881814","41727373498000","22.0","5.9","43.1"
"1172.0","1527607881822","41727383374000","22.0","5.9","43.1"
"1182.0","1527607881832","41727393425000","22.0","5.9","43.1"
"1192.0","1527607881842","41727404018000","22.0","5.9","43.1"
"1201.0","1527607881852","41727412593000","22.0","5.9","43.1"
"1210.0","1527607881860","41727421906000","22.0","5.9","43.1"
"1219.0","1527607881868","41727430307000","22.0","5.9","43.1"
"1230.0","1527607881880","41727441277000","22.0","5.9","43.1"
"1239.0","1527607881889","41727450981000","22.0","5.9","43.1"
"1248.0","1527607881898","41727459606000","22.0","5.9","43.1"
"1257.0","1527607881906","41727468708000","22.0","5.9","43.1"
"1266.0","1527607881918","41727478145000","22.0","5.9","43.1"
"1275.0","1527607881925","41727487158000","22.0","5.9","43.1"
"1284.0","1527607881935","41727496091000","22.0","5.9","43.1"
"1293.0","1527607881943","41727504522000","22.0","5.9","43.1"
"1303.0","1527607881958","41727514569000","22.0","5.9","43.1"
"1313.0","1527607881963","41727524303000","22.0","5.9","43.1"
"1322.0","1527607881975","41727533721000","22.0","5.9","43.1"
"1331.0","1527607881981","41727542744000","22.0","5.9","43.1"
"1340.0","1527607881992","41727552233000","22.0","5.9","43.1"
"1349.0","1527607881999","41727561247000","22.0","5.9","43.1"
"1358.0","1527607882010","41727569487000","22.0","5.9","43.1"
"1368.0","1527607882017","41727579345000","22.0","5.9","43.1"
"1377.0","1527607882029","41727588717000","22.0","5.9","43.1"
"1386.0","1527607882036","41727598096000","22.0","5.9","43.1"
"1395.0","1527607882046","41727606550000","22.0","5.9","43.1"
"1404.0","1527607882054","41727616195000","22.0","5.9","43.1"
"1413.0","1527607882064","41727624647000","22.0","5.9","43.1"
"1422.0","1527607882071","41727633858000","22.0","5.9","43.1"
"1431.0","1527607882083","41727642637000","22.0","5.9","43.1"
"1440.0","1527607882089","41727651395000","22.0","5.9","43.1"
"1449.0","1527607882103","41727661142000","22.0","5.9","43.1"
"1458.0","1527607882108","41727670141000","22.0","5.9","43.1"
"1467.0","1527607882118","41727678676000","22.0","5.9","43.1"
"1476.0","1527607882126","41727687868000","22.0","5.9","43.1"
"1485.0","1527607882135","41727696340000","22.0","5.9","43.1"
"1495.0","1527607882145","41727706715000","22.0","5.9","43.1"
"1504.0","1527607882155","41727715465000","22.0","5.9","43.1"
"1513.0","1527607882162","41727724674000","22.0","5.9","43.1"
"1522.0","1527607882172","41727733792000","22.0","5.9","43.1"
"1532.0","1527607882184","41727744032000","22.0","5.9","43.1"
"1542.0","1527607882192","41727753341000","22.0","5.9","43.1"
"1551.0","1527607882202","41727762645000","22.0","5.9","43.1"
"1560.0","1527607882210","41727771502000","22.0","5.9","43.1"
"1571.0","1527607882225","41727782812000","22.0","5.9","43.1"
"1581.0","1527607882232","41727793169000","22.0","5.9","43.1"
"1591.0","1527607882243","41727803207000","22.0","5.9","43.1"
"1600.0","1527607882252","41727812250000","22.0","5.9","43.1"
"1612.0","1527607882264","41727823715000","22.0","5.9","43.1"
"1623.0","1527607882275","41727834601000","22.0","5.9","43.1"
"1633.0","1527607882283","41727844326000","22.0","5.9","43.1"
"1642.0","1527607882293","41727854013000","22.0","5.9","43.1"
"1651.0","1527607882303","41727863105000","22.0","5.9","43.1"
"1662.0","1527607882313","41727873996000","22.0","5.9","43.1"
"1671.0","1527607882322","41727882997000","22.0","5.9","43.1"
"1681.0","1527607882331","41727892523000","22.0","5.9","43.1"
"1691.0","1527607882342","41727903061000","22.0","5.9","43.1"
"1701.0","1527607882352","41727912756000","22.0","5.9","43.1"
"1711.0","1527607882362","41727923165000","22.0","5.9","43.1"
