"timestamp","sys_time","abs_timestamp","raw_x_gyro","raw_y_gyro","raw_z_gyro"
"0.0","1528921536886","3381758887291","-0.03805542","-0.28938293","0.6684265"
"5.0","1528921536898","3381763922691","-0.04698181","-0.275177","0.69636536"
"10.0","1528921536907","3381768958091","-0.04698181","-0.256073","0.7251587"
"15.0","1528921536908","3381773993492","-0.036132813","-0.23617554","0.7566986"
"20.0","1528921536911","3381779028892","-0.021011353","-0.2220459","0.7910614"
"25.0","1528921536912","3381784064293","-0.001663208","-0.21533203","0.835495"
"30.0","1528921536914","3381789099693","0.016998291","-0.22317505","0.8835907"
"35.0","1528921536923","3381794135093","0.037002563","-0.24412537","0.9419403"
"40.0","1528921536924","3381799170494","0.058914185","-0.26861572","1.0134125"
"45.0","1528921536929","3381804205894","0.08131409","-0.29393005","1.0995636"
"50.0","1528921536940","3381809241294","0.10421753","-0.32780457","1.2052002"
"55.0","1528921536955","3381814276695","0.13175964","-0.38059998","1.3447723"
"60.0","1528921536957","3381819312095","0.16596985","-0.44102478","1.4965973"
"65.0","1528921536976","3381824347496","0.20805359","-0.49946594","1.6589661"
"70.0","1528921536980","3381829382896","0.2544403","-0.55410767","1.8272705"
"75.0","1528921536981","3381834418296","0.29623413","-0.60614014","1.9878387"
"80.0","1528921536986","3381839453697","0.3274536","-0.6541443","2.140213"
"85.0","1528921536991","3381844489097","0.34506226","-0.6966553","2.2913818"
"90.0","1528921536995","3381849524498","0.34606934","-0.73057556","2.4182434"
"95.0","1528921536996","3381854559898","0.33418274","-0.750473","2.5280914"
"100.0","1528921537000","3381859595298","0.31318665","-0.7535858","2.620224"
"105.0","1528921537003","3381864630699","0.28631592","-0.750473","2.6964722"
"110.0","1528921537006","3381869666099","0.25346375","-0.74972534","2.766449"
"115.0","1528921537010","3381874701500","0.21522522","-0.7577667","2.8388367"
"120.0","1528921537013","3381879736900","0.17605591","-0.76512146","2.911087"
"125.0","1528921537018","3381884772300","0.13026428","-0.7509613","2.9847412"
"130.0","1528921537024","3381889807701","0.07208252","-0.7069092","3.059723"
"135.0","1528921537044","3381894843101","0.0030059814","-0.64115906","3.1259003"
"140.0","1528921537048","3381899878502","-0.11367798","-0.5218048","3.1540833"
"146.0","1528921537053","3381904913902","-0.28668213","-0.33210754","3.1368866"
"151.0","1528921537056","3381909949302","-0.41654968","-0.19389343","3.1148224"
"156.0","1528921537059","3381914984703","-0.48884583","-0.09541321","3.075821"
"161.0","1528921537063","3381920020103","-0.517395","-0.0032196045","3.0279846"
"166.0","1528921537065","3381925055503","-0.5225525","0.059417725","2.981308"
"171.0","1528921537067","3381930090904","-0.527359","0.117004395","2.91687"
"176.0","1528921537088","3381935126304","-0.53053284","0.18563843","2.8308258"
"181.0","1528921537092","3381940161705","-0.51820374","0.24954224","2.7372437"
"186.0","1528921537096","3381945197105","-0.49180603","0.29222107","2.6347656"
"191.0","1528921537102","3381950232505","-0.45980835","0.31184387","2.5201416"
"196.0","1528921537103","3381955267906","-0.42721558","0.31524658","2.3987427"
"201.0","1528921537105","3381960303306","-0.3930664","0.30891418","2.2639008"
"206.0","1528921537107","3381965338707","-0.36816406","0.2963562","2.124405"
"211.0","1528921537108","3381970374107","-0.36515808","0.2881775","1.9958801"
"216.0","1528921537111","3381975409507","-0.38539124","0.2897644","1.8792725"
"221.0","1528921537111","3381980444908","-0.42178345","0.30711365","1.7709808"
"226.0","1528921537113","3381985480308","-0.46730042","0.34280396","1.6681519"
"231.0","1528921537115","3381990515709","-0.5217285","0.38609314","1.558197"
"236.0","1528921537117","3381995551109","-0.57203674","0.41781616","1.4503326"
"241.0","1528921537124","3382000586509","-0.60672","0.42500305","1.3515472"
"246.0","1528921537128","3382005621910","-0.6230011","0.4121399","1.2594299"
"251.0","1528921537132","3382010657310","-0.6182251","0.38442993","1.1765747"
"256.0","1528921537138","3382015692710","-0.596756","0.34213257","1.106842"
"261.0","1528921537143","3382020728111","-0.5559387","0.27386475","1.0473022"
"266.0","1528921537149","3382025763511","-0.5000458","0.1873169","1.0054626"
"271.0","1528921537153","3382030798912","-0.43580627","0.09599304","0.9806061"
"276.0","1528921537157","3382035834312","-0.37121582","0.0031585693","0.9678192"
"281.0","1528921537164","3382040869712","-0.3131714","-0.08236694","0.96125793"
"287.0","1528921537168","3382045905113","-0.26922607","-0.14654541","0.95692444"
"292.0","1528921537172","3382050940513","-0.23851013","-0.19194031","0.94703674"
"297.0","1528921537177","3382055975914","-0.22477722","-0.20648193","0.9292755"
"302.0","1528921537182","3382061011314","-0.22732544","-0.19909668","0.90179443"
"307.0","1528921537190","3382066046714","-0.23626709","-0.16905212","0.85917664"
