"timestamp","sys_time","abs_timestamp","raw_x_acc","raw_y_acc","raw_z_acc"
"0.0","1528735111201","181711072093818","0.36575738","2.2302468","10.149346","0.36575738","2.2302468","10.149346","-0.63360834","1.2290165","9.140197"
"9.0","1528735111212","181711082084132","0.40406463","2.3068612","10.1685","0.36594892","2.23063","10.149442","-0.6332193","1.2297696","9.140297"
"20.0","1528735111221","181711092135174","0.43279505","2.46009","10.015271","0.36628315","2.2317772","10.148771","-0.6325412","1.2320329","9.138774"
"29.0","1528735111231","181711102078196","0.54771674","2.5271277","10.044002","0.36719033","2.233254","10.148248","-0.63071615","1.2349287","9.137463"
"39.0","1528735111241","181711112073979","0.76798326","2.5845885","9.890773","0.3691943","2.2350106","10.14696","-0.6267044","1.2383543","9.134544"
"50.0","1528735111252","181711122322625","0.87332815","2.6037421","9.74712","0.37171498","2.2368543","10.144961","-0.62167805","1.2419213","9.130132"
"60.0","1528735111261","181711132102001","0.89248174","2.5558581","9.421509","0.3743188","2.2384493","10.141344","-0.61650944","1.2449583","9.122423"
"69.0","1528735111271","181711142082367","0.99782664","2.565435","9.26828","0.37743634","2.2400842","10.136979","-0.61033905","1.2480451","9.113177"
"79.0","1528735111281","181711152078670","1.1031715","2.661203","9.115051","0.381065","2.24219","10.131869","-0.60317796","1.2520422","9.102411"
"90.0","1528735111291","181711162103046","1.2180932","2.7473943","9.162935","0.38525015","2.244716","10.127025","-0.5949415","1.2568439","9.092151"
"100.0","1528735111302","181711172253984","1.3042845","2.8718927","9.287434","0.3898453","2.2478518","10.122827","-0.5859285","1.262824","9.083156"
"110.0","1528735111311","181711182211069","1.2947077","2.8718927","9.258703","0.39436963","2.250972","10.118506","-0.5771044","1.2687259","9.073882"
"120.0","1528735111323","181711192192372","1.179786","2.852739","9.201242","0.3982967","2.2539809","10.11392","-0.5695196","1.2743587","9.064045"
"129.0","1528735111331","181711202083415","1.1223251","2.7473943","9.229973","0.40191686","2.256448","10.109501","-0.5625864","1.2788646","9.054513"
"139.0","1528735111341","181711212093468","1.1606324","2.766548","9.182089","0.40571043","2.2589986","10.104864","-0.5553412","1.2834995","9.044517"
"149.0","1528735111351","181711222084354","1.2085164","2.7569711","9.095898","0.40972444","2.2614884","10.099819","-0.54769164","1.287975","9.033678"
