sys_time,timestamp,abs_timestamp,raw_x_acc,raw_y_acc,raw_z_acc
1970-01-01 00:00:00.000,2546.5,2583589550113920.0,9.555259225,-0.5837063695,-0.6924031255
1970-01-01 00:00:00.100,2636.5,2583589640117709.0,9.778518312499997,-0.31723172899999996,-0.8942343299999999
1970-01-01 00:00:00.200,2736.5,2583589740113542.5,9.7256465,-0.051475336000000003,-1.0438719541666668
1970-01-01 00:00:00.300,2846.5,2583589850111889.0,9.543766849999999,-0.264798708,-1.086488755
1970-01-01 00:00:00.400,2946.5,2583589950114467.5,9.048167,-0.711077908,-1.3024457450000002
1970-01-01 00:00:00.500,3046.5,2583590050112514.5,9.886137425000001,-0.384508792,-1.1046846824999998
1970-01-01 00:00:00.600,3146.5,2583590150113920.5,9.941683075,-0.22697032450000001,-0.9528922735
1970-01-01 00:00:00.700,3246.5,2583590250114937.0,9.59979135,-0.3203441855,-1.005085888
1970-01-01 00:00:00.800,3346.5,2583590350115248.5,9.368990049999999,-0.32609026899999993,-1.0692504925000001
1970-01-01 00:00:00.900,3446.5,2583590450116342.5,9.5696245,-0.2188300345,-1.0716447025
1970-01-01 00:00:01.000,3546.5,2583590550114857.5,9.7961157,-0.2624045054,-0.7718906169999998
1970-01-01 00:00:01.100,3646.5,2583590650113765.0,9.7329087,-0.37684734459999997,-0.6560112675
1970-01-01 00:00:01.200,3746.55,2583590750115561.0,9.586383750000001,-0.43622354950000003,-0.8054094610000002
1970-01-01 00:00:01.300,3846.5,2583590850115248.5,9.950781024999998,-0.4616020847000001,-0.7278373070000002
1970-01-01 00:00:01.400,3946.5,2583590950116968.0,9.651984850000002,-0.15562311094999998,-0.4146757375
1970-01-01 00:00:01.500,4046.5,2583591050116889.5,9.483911899999999,-0.26192566500000003,-0.24181437169999992
1970-01-01 00:00:01.600,4146.5,2583591150112592.0,9.7041784,-0.41467573600000013,-0.1144428411
1970-01-01 00:00:01.700,4246.5,2583591250114077.0,9.751583525,-0.16472107610000003,0.011013327300000004
1970-01-01 00:00:01.800,4346.5,2583591350115171.0,9.63426785,-0.09050082395,0.2054225065
1970-01-01 00:00:01.900,4446.5,2583591450115873.0,9.7554143,-0.352426483,0.4108450094999999
1970-01-01 00:00:02.000,4546.5,2583591550112826.5,9.71279765,-0.30933085790000003,0.305021296
1970-01-01 00:00:02.100,4646.5,2583591650112671.0,9.74009145,-0.7599196209999998,0.4228160139999999
1970-01-01 00:00:02.200,4746.5,2583591750114311.5,9.6720962,-0.4577713654999999,0.6856993644999999
1970-01-01 00:00:02.300,4846.5,2583591850112358.5,9.769300874999999,-0.16136919490000007,0.728794996
1970-01-01 00:00:02.400,4946.5,2583591950118608.5,10.040324025,-0.25474305934999997,0.681389802
1970-01-01 00:00:02.500,5046.55,2583592050118217.5,9.48726385,-0.4558560055000001,0.5913678255000001
1970-01-01 00:00:02.600,5146.55,2583592150116811.0,9.67065955,-0.48985366899999994,0.6277596799999999
1970-01-01 00:00:02.700,5246.5,2583592250112748.5,9.723332050000002,-0.15753847210000005,0.5688623264999999
1970-01-01 00:00:02.800,5346.5,2583592350116342.5,9.58111645,-0.19201497899999997,0.511880326
1970-01-01 00:00:02.900,5446.5,2583592450113217.0,9.691728650000002,-0.38067806900000006,0.5267243695
1970-01-01 00:00:03.000,5546.5,2583592550114389.0,9.847351525,-0.5181052469999999,0.6205770774999999
1970-01-01 00:00:03.100,5646.5,2583592650115874.5,9.713755300000003,-0.41419689700000006,0.4970362785
1970-01-01 00:00:03.200,5746.5,2583592750116264.5,9.661082899999998,-0.34284968000000005,0.5506663930000001
1970-01-01 00:00:03.300,5846.5,2583592850118686.0,9.782229325000001,-0.05650316139999999,0.30885202139999995
1970-01-01 00:00:03.400,5946.5,2583592950112514.5,9.948387,-0.8772355019999999,0.9255983725
1970-01-01 00:00:03.500,6046.5,2583593050113218.0,9.534669,-0.2810792784999999,0.3629609815
1970-01-01 00:00:03.600,6146.55,2583593150138139.0,9.65150605,-0.40509892599999997,0.41659109650000004
1970-01-01 00:00:03.700,6246.5,2583593250119234.0,9.783187000000002,-0.44196963,0.4797980175
1970-01-01 00:00:03.800,6346.5,2583593350114312.0,9.724768525000002,-0.2978386940500001,0.33854011685
1970-01-01 00:00:03.900,6446.55,2583593450116967.0,9.7750469,-0.4821922283499999,0.3897760283999999
