sys_time,RPM,Speed
0,1319.0,12.0
800,1355.0,13.0
1300,1237.0,13.0
1500,1210.0,13.0
1700,1180.0,12.0
1900,1155.0,11.0
2100,1133.0,10.0
2300,1088.0,10.0
2500,1080.0,9.0
2700,1065.0,8.0
2800,1065.0,8.0
3000,1054.0,7.0
3200,1052.0,6.0
3300,1044.0,5.0
3500,1040.0,5.0
3700,1021.0,4.0
3800,1017.0,4.0
3900,1010.0,3.0
4100,994.0,3.0
4200,990.0,3.0
4300,990.0,2.0
4400,995.0,2.0
4500,996.0,2.0
4600,992.0,2.0
4700,985.0,2.0
4800,972.0,2.0
4900,933.0,1.0
5100,904.0,1.0
5200,894.0,0.0
5300,882.0,0.0
5400,892.0,0.0
5500,900.0,0.0
5600,923.0,0.0
5700,938.0,2.0
5800,943.0,2.0
5900,954.0,2.0
6000,968.0,2.0
6100,970.0,2.0
6200,994.0,3.0
6300,1001.0,3.0
6500,1044.0,3.0
6600,1121.0,3.0
6700,1166.0,4.0
6800,1229.0,4.0
6900,1240.0,4.0
7000,1247.0,5.0
7100,1245.0,5.0
7200,1236.0,5.0
7300,1235.0,6.0
7400,1238.0,6.0
7500,1260.0,6.0
7600,1289.0,7.0
7700,1303.0,7.0
7800,1325.0,7.0
7900,1344.0,8.0
8000,1373.0,8.0
8100,1398.0,8.0
8300,1474.0,9.0
8400,1573.0,9.0
8500,1609.0,9.0
8600,1700.0,10.0
8700,1730.0,10.0
8800,1780.0,11.0
8900,1783.0,12.0
9000,1701.0,13.0
9200,1623.0,13.0
9300,1579.0,14.0
9400,1574.0,14.0
9500,1562.0,15.0
9600,1556.0,15.0
9700,1526.0,16.0
9800,1482.0,17.0
9900,1428.0,17.0
10100,1386.0,18.0
10200,1366.0,18.0
10300,1359.0,19.0
10400,1356.0,19.0
10500,1333.0,20.0
10600,1325.0,20.0
10800,1298.0,20.0
10900,1300.0,21.0
11000,1298.0,21.0
11100,1270.0,21.0
11200,1265.0,22.0
11400,1259.0,22.0
11500,1249.0,22.0
11600,1254.0,23.0
11700,1259.0,23.0
11800,1249.0,23.0
11900,1265.0,23.0
12000,1251.0,24.0
12100,1256.0,24.0
12200,1247.0,24.0
12300,1248.0,25.0
12400,1254.0,25.0
12500,1241.0,25.0
12600,1247.0,25.0
12700,1228.0,26.0
12800,1238.0,26.0
12900,1234.0,26.0
13000,1210.0,26.0
13100,1212.0,27.0
13300,1196.0,27.0
13400,1193.0,27.0
13500,1207.0,27.0
13600,1192.0,27.0
13700,1197.0,27.0
13800,1210.0,28.0
13900,1212.0,28.0
14000,1210.0,28.0
14100,1218.0,28.0
14200,1217.0,28.0
14300,1224.0,28.0
14400,1227.0,28.0
14500,1208.0,27.0
14600,1203.0,27.0
14800,1180.0,27.0
14900,1165.0,26.0
15000,1162.0,26.0
15100,1150.0,26.0
15200,1189.0,26.0
15300,1183.0,26.0
15400,1220.0,25.0
15500,1213.0,26.0
15600,1220.0,26.0
15800,1247.0,26.0
15900,1243.0,26.0
16000,1227.0,25.0
16100,1218.0,25.0
16200,1221.0,25.0
16300,1234.0,25.0
16400,1226.0,25.0
16500,1230.0,25.0
16600,1233.0,25.0
16700,1238.0,25.0
16800,1233.0,25.0
16900,1231.0,25.0
17000,1234.0,25.0
17100,1232.0,25.0
17200,1228.0,25.0
17300,1237.0,25.0
17400,1235.0,25.0
17600,1212.0,24.0
17700,1204.0,24.0
