sys_time,RPM,Speed
1970-01-01 00:00:00,1319.0RPM,12.0km/h
1970-01-01 00:00:00.810000,1355.0RPM,13.0km/h
1970-01-01 00:00:01.380000,1237.0RPM,13.0km/h
1970-01-01 00:00:01.590000,1210.0RPM,13.0km/h
1970-01-01 00:00:01.790000,1180.0RPM,12.0km/h
1970-01-01 00:00:01.980000,1155.0RPM,11.0km/h
1970-01-01 00:00:02.190000,1133.0RPM,10.0km/h
1970-01-01 00:00:02.390000,1088.0RPM,10.0km/h
1970-01-01 00:00:02.570000,1080.0RPM,9.0km/h
1970-01-01 00:00:02.730000,1065.0RPM,8.0km/h
1970-01-01 00:00:02.880000,1065.0RPM,8.0km/h
1970-01-01 00:00:03.030000,1054.0RPM,7.0km/h
1970-01-01 00:00:03.200000,1052.0RPM,6.0km/h
1970-01-01 00:00:03.360000,1044.0RPM,5.0km/h
1970-01-01 00:00:03.530000,1040.0RPM,5.0km/h
1970-01-01 00:00:03.710000,1021.0RPM,4.0km/h
1970-01-01 00:00:03.860000,1017.0RPM,4.0km/h
1970-01-01 00:00:03.990000,1010.0RPM,3.0km/h
1970-01-01 00:00:04.130000,994.0RPM,3.0km/h
1970-01-01 00:00:04.230000,990.0RPM,3.0km/h
1970-01-01 00:00:04.330000,990.0RPM,2.0km/h
1970-01-01 00:00:04.440000,995.0RPM,2.0km/h
1970-01-01 00:00:04.560000,996.0RPM,2.0km/h
1970-01-01 00:00:04.670000,992.0RPM,2.0km/h
1970-01-01 00:00:04.770000,985.0RPM,2.0km/h
1970-01-01 00:00:04.870000,972.0RPM,2.0km/h
1970-01-01 00:00:04.990000,933.0RPM,1.0km/h
1970-01-01 00:00:05.110000,904.0RPM,1.0km/h
1970-01-01 00:00:05.200000,894.0RPM,0.0km/h
1970-01-01 00:00:05.310000,882.0RPM,0.0km/h
1970-01-01 00:00:05.410000,892.0RPM,0.0km/h
1970-01-01 00:00:05.510000,900.0RPM,0.0km/h
1970-01-01 00:00:05.650000,923.0RPM,0.0km/h
1970-01-01 00:00:05.760000,938.0RPM,2.0km/h
1970-01-01 00:00:05.860000,943.0RPM,2.0km/h
1970-01-01 00:00:05.960000,954.0RPM,2.0km/h
1970-01-01 00:00:06.070000,968.0RPM,2.0km/h
1970-01-01 00:00:06.160000,970.0RPM,2.0km/h
1970-01-01 00:00:06.270000,994.0RPM,3.0km/h
1970-01-01 00:00:06.380000,1001.0RPM,3.0km/h
1970-01-01 00:00:06.500000,1044.0RPM,3.0km/h
1970-01-01 00:00:06.620000,1121.0RPM,3.0km/h
1970-01-01 00:00:06.720000,1166.0RPM,4.0km/h
1970-01-01 00:00:06.820000,1229.0RPM,4.0km/h
1970-01-01 00:00:06.920000,1240.0RPM,4.0km/h
1970-01-01 00:00:07.030000,1247.0RPM,5.0km/h
1970-01-01 00:00:07.120000,1245.0RPM,5.0km/h
1970-01-01 00:00:07.220000,1236.0RPM,5.0km/h
1970-01-01 00:00:07.330000,1235.0RPM,6.0km/h
1970-01-01 00:00:07.430000,1238.0RPM,6.0km/h
1970-01-01 00:00:07.550000,1260.0RPM,6.0km/h
1970-01-01 00:00:07.660000,1289.0RPM,7.0km/h
1970-01-01 00:00:07.750000,1303.0RPM,7.0km/h
1970-01-01 00:00:07.880000,1325.0RPM,7.0km/h
1970-01-01 00:00:07.990000,1344.0RPM,8.0km/h
1970-01-01 00:00:08.090000,1373.0RPM,8.0km/h
1970-01-01 00:00:08.190000,1398.0RPM,8.0km/h
1970-01-01 00:00:08.300000,1474.0RPM,9.0km/h
1970-01-01 00:00:08.410000,1573.0RPM,9.0km/h
1970-01-01 00:00:08.520000,1609.0RPM,9.0km/h
1970-01-01 00:00:08.620000,1700.0RPM,10.0km/h
1970-01-01 00:00:08.710000,1730.0RPM,10.0km/h
1970-01-01 00:00:08.830000,1780.0RPM,11.0km/h
1970-01-01 00:00:08.940000,1783.0RPM,12.0km/h
1970-01-01 00:00:09.070000,1701.0RPM,13.0km/h
1970-01-01 00:00:09.210000,1623.0RPM,13.0km/h
1970-01-01 00:00:09.320000,1579.0RPM,14.0km/h
1970-01-01 00:00:09.410000,1574.0RPM,14.0km/h
1970-01-01 00:00:09.510000,1562.0RPM,15.0km/h
1970-01-01 00:00:09.620000,1556.0RPM,15.0km/h
1970-01-01 00:00:09.720000,1526.0RPM,16.0km/h
1970-01-01 00:00:09.820000,1482.0RPM,17.0km/h
1970-01-01 00:00:09.990000,1428.0RPM,17.0km/h
1970-01-01 00:00:10.110000,1386.0RPM,18.0km/h
1970-01-01 00:00:10.250000,1366.0RPM,18.0km/h
1970-01-01 00:00:10.360000,1359.0RPM,19.0km/h
1970-01-01 00:00:10.450000,1356.0RPM,19.0km/h
1970-01-01 00:00:10.550000,1333.0RPM,20.0km/h
1970-01-01 00:00:10.690000,1325.0RPM,20.0km/h
1970-01-01 00:00:10.810000,1298.0RPM,20.0km/h
1970-01-01 00:00:10.910000,1300.0RPM,21.0km/h
1970-01-01 00:00:11.020000,1298.0RPM,21.0km/h
1970-01-01 00:00:11.140000,1270.0RPM,21.0km/h
1970-01-01 00:00:11.250000,1265.0RPM,22.0km/h
1970-01-01 00:00:11.400000,1259.0RPM,22.0km/h
1970-01-01 00:00:11.500000,1249.0RPM,22.0km/h
1970-01-01 00:00:11.600000,1254.0RPM,23.0km/h
1970-01-01 00:00:11.700000,1259.0RPM,23.0km/h
1970-01-01 00:00:11.800000,1249.0RPM,23.0km/h
1970-01-01 00:00:11.910000,1265.0RPM,23.0km/h
1970-01-01 00:00:12.030000,1251.0RPM,24.0km/h
1970-01-01 00:00:12.140000,1256.0RPM,24.0km/h
1970-01-01 00:00:12.250000,1247.0RPM,24.0km/h
1970-01-01 00:00:12.360000,1248.0RPM,25.0km/h
1970-01-01 00:00:12.460000,1254.0RPM,25.0km/h
1970-01-01 00:00:12.560000,1241.0RPM,25.0km/h
1970-01-01 00:00:12.660000,1247.0RPM,25.0km/h
1970-01-01 00:00:12.780000,1228.0RPM,26.0km/h
1970-01-01 00:00:12.890000,1238.0RPM,26.0km/h
1970-01-01 00:00:12.990000,1234.0RPM,26.0km/h
1970-01-01 00:00:13.090000,1210.0RPM,26.0km/h
1970-01-01 00:00:13.190000,1212.0RPM,27.0km/h
1970-01-01 00:00:13.300000,1196.0RPM,27.0km/h
1970-01-01 00:00:13.400000,1193.0RPM,27.0km/h
1970-01-01 00:00:13.500000,1207.0RPM,27.0km/h
1970-01-01 00:00:13.620000,1192.0RPM,27.0km/h
1970-01-01 00:00:13.710000,1197.0RPM,27.0km/h
1970-01-01 00:00:13.820000,1210.0RPM,28.0km/h
1970-01-01 00:00:13.940000,1212.0RPM,28.0km/h
1970-01-01 00:00:14.060000,1210.0RPM,28.0km/h
1970-01-01 00:00:14.170000,1218.0RPM,28.0km/h
1970-01-01 00:00:14.270000,1217.0RPM,28.0km/h
1970-01-01 00:00:14.370000,1224.0RPM,28.0km/h
1970-01-01 00:00:14.480000,1227.0RPM,28.0km/h
1970-01-01 00:00:14.580000,1208.0RPM,27.0km/h
1970-01-01 00:00:14.690000,1203.0RPM,27.0km/h
1970-01-01 00:00:14.800000,1180.0RPM,27.0km/h
1970-01-01 00:00:14.910000,1165.0RPM,26.0km/h
1970-01-01 00:00:15.010000,1162.0RPM,26.0km/h
1970-01-01 00:00:15.110000,1150.0RPM,26.0km/h
1970-01-01 00:00:15.230000,1189.0RPM,26.0km/h
1970-01-01 00:00:15.330000,1183.0RPM,26.0km/h
1970-01-01 00:00:15.440000,1220.0RPM,25.0km/h
1970-01-01 00:00:15.580000,1213.0RPM,26.0km/h
1970-01-01 00:00:15.690000,1220.0RPM,26.0km/h
1970-01-01 00:00:15.800000,1247.0RPM,26.0km/h
1970-01-01 00:00:15.910000,1243.0RPM,26.0km/h
1970-01-01 00:00:16,1227.0RPM,25.0km/h
1970-01-01 00:00:16.110000,1218.0RPM,25.0km/h
1970-01-01 00:00:16.210000,1221.0RPM,25.0km/h
1970-01-01 00:00:16.320000,1234.0RPM,25.0km/h
1970-01-01 00:00:16.420000,1226.0RPM,25.0km/h
1970-01-01 00:00:16.550000,1230.0RPM,25.0km/h
1970-01-01 00:00:16.650000,1233.0RPM,25.0km/h
1970-01-01 00:00:16.760000,1238.0RPM,25.0km/h
1970-01-01 00:00:16.870000,1233.0RPM,25.0km/h
1970-01-01 00:00:16.970000,1231.0RPM,25.0km/h
1970-01-01 00:00:17.080000,1234.0RPM,25.0km/h
1970-01-01 00:00:17.180000,1232.0RPM,25.0km/h
1970-01-01 00:00:17.270000,1228.0RPM,25.0km/h
1970-01-01 00:00:17.380000,1237.0RPM,25.0km/h
1970-01-01 00:00:17.480000,1235.0RPM,25.0km/h
1970-01-01 00:00:17.610000,1212.0RPM,24.0km/h
1970-01-01 00:00:17.710000,1204.0RPM,24.0km/h
1970-01-01 00:00:17.830000,1179.0RPM,24.0km/h
1970-01-01 00:00:17.920000,1180.0RPM,23.0km/h
1970-01-01 00:00:18.030000,1186.0RPM,23.0km/h
1970-01-01 00:00:18.130000,1181.0RPM,23.0km/h
1970-01-01 00:00:18.230000,1203.0RPM,23.0km/h
1970-01-01 00:00:18.340000,1215.0RPM,23.0km/h
1970-01-01 00:00:18.440000,1215.0RPM,22.0km/h
1970-01-01 00:00:18.540000,1238.0RPM,22.0km/h
1970-01-01 00:00:18.650000,1250.0RPM,22.0km/h
1970-01-01 00:00:18.760000,1243.0RPM,22.0km/h
1970-01-01 00:00:18.880000,1235.0RPM,22.0km/h
1970-01-01 00:00:18.990000,1253.0RPM,22.0km/h
1970-01-01 00:00:19.120000,1276.0RPM,22.0km/h
1970-01-01 00:00:19.220000,1288.0RPM,22.0km/h
1970-01-01 00:00:19.330000,1306.0RPM,22.0km/h
1970-01-01 00:00:19.460000,1307.0RPM,22.0km/h
1970-01-01 00:00:19.560000,1302.0RPM,22.0km/h
1970-01-01 00:00:19.690000,1293.0RPM,22.0km/h
1970-01-01 00:00:19.820000,1277.0RPM,21.0km/h
1970-01-01 00:00:19.940000,1281.0RPM,21.0km/h
1970-01-01 00:00:20.050000,1282.0RPM,21.0km/h
1970-01-01 00:00:20.160000,1303.0RPM,21.0km/h
1970-01-01 00:00:20.260000,1300.0RPM,21.0km/h
1970-01-01 00:00:20.390000,1299.0RPM,21.0km/h
1970-01-01 00:00:20.490000,1284.0RPM,21.0km/h
1970-01-01 00:00:20.580000,1282.0RPM,21.0km/h
1970-01-01 00:00:20.690000,1284.0RPM,21.0km/h
1970-01-01 00:00:20.830000,1297.0RPM,21.0km/h
1970-01-01 00:00:20.960000,1306.0RPM,21.0km/h
1970-01-01 00:00:21.070000,1309.0RPM,21.0km/h
1970-01-01 00:00:21.210000,1299.0RPM,21.0km/h
1970-01-01 00:00:21.300000,1299.0RPM,20.0km/h
1970-01-01 00:00:21.410000,1286.0RPM,20.0km/h
1970-01-01 00:00:21.520000,1278.0RPM,20.0km/h
1970-01-01 00:00:21.630000,1356.0RPM,20.0km/h
1970-01-01 00:00:21.730000,1408.0RPM,20.0km/h
1970-01-01 00:00:21.830000,1430.0RPM,20.0km/h
1970-01-01 00:00:21.950000,1443.0RPM,20.0km/h
1970-01-01 00:00:22.060000,1446.0RPM,20.0km/h
1970-01-01 00:00:22.170000,1455.0RPM,20.0km/h
1970-01-01 00:00:22.290000,1452.0RPM,20.0km/h
1970-01-01 00:00:22.380000,1456.0RPM,20.0km/h
1970-01-01 00:00:22.510000,1422.0RPM,21.0km/h
1970-01-01 00:00:22.610000,1388.0RPM,21.0km/h
1970-01-01 00:00:22.750000,1318.0RPM,21.0km/h
1970-01-01 00:00:22.880000,1295.0RPM,21.0km/h
1970-01-01 00:00:23,1292.0RPM,21.0km/h
1970-01-01 00:00:23.100000,1278.0RPM,21.0km/h
1970-01-01 00:00:23.270000,1264.0RPM,21.0km/h
1970-01-01 00:00:23.390000,1253.0RPM,21.0km/h
1970-01-01 00:00:23.490000,1243.0RPM,21.0km/h
1970-01-01 00:00:23.610000,1216.0RPM,22.0km/h
1970-01-01 00:00:23.710000,1201.0RPM,22.0km/h
1970-01-01 00:00:23.860000,1191.0RPM,22.0km/h
1970-01-01 00:00:23.980000,1208.0RPM,22.0km/h
1970-01-01 00:00:24.100000,1260.0RPM,22.0km/h
1970-01-01 00:00:24.230000,1322.0RPM,22.0km/h
1970-01-01 00:00:24.360000,1400.0RPM,22.0km/h
1970-01-01 00:00:24.460000,1418.0RPM,22.0km/h
1970-01-01 00:00:24.560000,1446.0RPM,22.0km/h
1970-01-01 00:00:24.670000,1440.0RPM,22.0km/h
1970-01-01 00:00:24.790000,1421.0RPM,22.0km/h
1970-01-01 00:00:24.910000,1387.0RPM,22.0km/h
1970-01-01 00:00:25.040000,1363.0RPM,22.0km/h
