sys_time,timestamp,abs_timestamp,raw_x_gyro,raw_y_gyro,raw_z_gyro
0,2400.0,2583589587617124.0,-0.07696902,0.047647487,0.18081611
200,2600.0,2583589787621811.0,0.13072516,-0.119729586,-0.16249016
400,2800.0,2583589987624936.0,0.019547688,-0.13439035,0.15027285
600,3000.0,2583590187626499.0,0.0,0.0,0.0
800,3200.0,2583590387631186.0,0.0,0.0,0.0
1000,3400.0,2583590587634311.0,-0.06352998,0.08796459400000001,-0.008552114
1200,3599.0,2583590787604624.0,-0.09040806,0.0842994,0.08674286
1400,3799.0,2583590987607749.0,0.0,0.0,0.0
1600,3999.0,2583591187610874.0,-0.10873401,0.24190263,-0.017104227
1800,4200.0,2583591387613999.0,-0.08796459400000001,0.1685988,-0.081855945
2000,4400.0,2583591587617124.0,-0.095294975,0.14049901,0.037873644
2200,4600.0,2583591787620249.0,-0.10629055,0.12461651,0.08674286
2400,4800.0,2583591987623374.0,0.032986723,0.081855945,-0.14538592
2600,5000.0,2583592187626499.0,-0.07086037,-0.007330383,0.13439035
2800,5200.0,2583592387629624.0,0.08674286,-0.043982297,-0.09040806
3000,5400.0,2583592587632749.0,-0.042760565999999986,-0.015882496,0.09896017
3200,5599.0,2583592787604624.0,0.0,0.0,0.0
3400,5799.0,2583592987607749.0,-0.03176499,0.06841691,0.021991149
3600,5999.0,2583593187610874.0,0.0,0.0,0.0
3800,6200.0,2583593387613999.0,0.0,0.0,0.0
4000,6400.0,2583593587617124.0,0.0,0.0,0.0
4200,6600.0,2583593787620249.0,0.0,0.0,0.0
4400,6800.0,2583593987623374.0,-0.042760565999999986,-0.012217305,0.096516706
4600,7000.0,2583594187626499.0,0.02443461,-0.08552113,0.062308256
4800,7200.0,2583594387629624.0,0.0,0.0,0.0
5000,7400.0,2583594587632749.0,0.036651913,-0.07819075,-0.06597344599999999
5200,7599.0,2583594787604624.0,0.0,0.0,0.0
5400,7799.0,2583594987607749.0,0.10140363,-0.15393804,-0.02687807
5600,7999.0,2583595187610874.0,0.14049901,-0.21746802,-0.009773844
5800,8200.0,2583595387613999.0,0.07086037,-0.08552113,0.007330383
6000,8400.0,2583595587617124.0,0.04642576,-0.061086524,-0.017104227
6200,8600.0,2583595787620249.0,0.019547688,-0.043982297,-0.1001819
6400,8800.0,2583595987623374.0,0.0,0.0,0.0
6600,9000.0,2583596187626499.0,0.0,0.0,0.0
6800,9200.0,2583596387629624.0,0.042760565999999986,-0.06597344599999999,0.007330383
7000,9400.0,2583596587632749.0,0.0,0.0,0.0
7200,9600.0,2583596787635874.0,0.0,0.0,0.0
7400,9799.0,2583596987607749.0,0.0,0.0,0.0
7600,9999.0,2583597187610874.0,0.0,0.0,0.0
7800,10200.0,2583597387613999.0,0.08063421400000001,-0.09773844,-0.04886922
8000,10400.0,2583597587615561.0,-0.04153884,0.10140363,-0.018325957
8200,10600.0,2583597787620249.0,0.034208454,-0.0842994,0.06352998
8400,10800.0,2583597987623374.0,0.14538592,-0.13805555,-0.111177474
8600,11000.0,2583598187626499.0,0.015882496,-0.09407325,0.09162979
8800,11200.0,2583598387629624.0,0.13072516,-0.12461651,-0.118507855
9000,11400.0,2583598587632749.0,0.04886922,-0.05497787,-0.02565634
9200,11600.0,2583598787635874.0,-0.08307768,0.10140363,0.018325957
9400,11799.0,2583598987607749.0,-0.07696902,0.10873401,0.105068825
9600,11999.0,2583599187610874.0,-0.089186326,0.089186326,-0.05009095
9800,12200.0,2583599387613999.0,-0.0036651916,-0.052534413,0.09896017
10000,12400.0,2583599587615561.0,-0.10873401,0.12705997,0.047647487
10200,12600.0,2583599787620249.0,-0.07941248,0.10629055,0.010995574
10400,12800.0,2583599987623374.0,-0.089186326,0.10629055,0.10629055
10600,13000.0,2583600187624936.0,0.0,0.0,0.0
10800,13200.0,2583600387629624.0,-0.042760565999999986,0.103847094,-0.1282817
11000,13400.0,2583600587631186.0,0.034208454,-0.08796459400000001,0.17837265
11200,13600.0,2583600787635874.0,-0.05375614,0.13072516,-0.095294975
11400,13799.0,2583600987607749.0,-0.05497787,-0.008552114,0.16126843
11600,13999.0,2583601187609311.0,0.0,0.0,0.0
11800,14200.0,2583601387612436.0,-0.081855945,0.10873401,0.012217305
12000,14400.0,2583601587617124.0,0.0,0.0,0.0
12200,14600.0,2583601787618686.0,-0.111177474,0.12461651,0.13561209
12400,14800.0,2583601987623374.0,0.1160644,-0.16737708,0.06963864
12600,15000.0,2583602187624936.0,-0.042760565999999986,0.1160644,-0.04642576
12800,15200.0,2583602387628061.0,-0.052534413,0.02687807,0.1685988
13000,15400.0,2583602587631186.0,0.08307768,-0.095294975,-0.040317107000000005
13200,15600.0,2583602787634311.0,-0.14294247,0.19181168,0.12583824
13400,15799.0,2583602987606186.0,-0.02443461,0.14782938,-0.17348573
13600,15999.0,2583603187609311.0,-0.002443461,-0.014660766,0.07574729
13800,16200.0,2583603387612436.0,0.0,0.0,0.0
14000,16400.0,2583603587615561.0,-0.012217305,0.059864793,-0.05009095
14200,16600.0,2583603787618686.0,0.0,0.0,0.0
14400,16800.0,2583603987621811.0,-0.08796459400000001,0.19792034,-0.07574729
14600,17000.0,2583604187624936.0,0.004886922,0.06597344599999999,-0.14049901
14800,17200.0,2583604387628061.0,-0.21013765,0.30909783,0.10873401
15000,17400.0,2583604587631186.0,-0.012217305,0.119729586,-0.09162979
15200,17600.0,2583604787634311.0,-0.008552114,-0.21502456,0.25411993
15400,17799.0,2583604987606186.0,0.018325957,-0.19058995,0.21135938
15600,17999.0,2583605187609311.0,0.052534413,0.4361577999999999,-0.66706485
15800,18200.0,2583605387612436.0,-0.18936823,-0.3115413,0.7452555999999999
16000,18400.0,2583605587615561.0,0.408058,-0.28588495,-0.59742624
16200,18600.0,2583605787618686.0,-0.44104472,0.2773328,0.6450737
16400,18800.0,2583605987621811.0,-0.034208454,-0.14782938,0.2968805
16600,19000.0,2583606187624936.0,-0.032986723,0.16615535,-0.16982053
16800,19200.0,2583606387628061.0,-0.073303826,-0.06352998,0.26878070000000004
17000,19400.0,2583606587631186.0,0.0,0.0,0.0
