sys_time,abs_timestamp,raw_x_acc,raw_y_acc,raw_z_acc
0.0,2583589550113920.0,9.555259225,-0.5837063695,-0.6924031254999999
50.0,2583589595115814.5,9.666888768749999,-0.45046904925,-0.7933187277499999
100.0,2583589643448390.5,9.686474679166666,-0.31747114483333333,-0.876836469888889
150.0,2583589695114265.0,9.650797721875,-0.304303035625,-0.9292495411666667
200.0,2583589746114305.5,9.530271577499999,-0.38565801009999995,-1.0038887819333335
250.0,2583589796780673.5,9.589582552083334,-0.38546647375,-1.0206880986944444
300.0,2583589847256852.0,9.639882626785715,-0.3628241667142857,-1.0110029808095238
350.0,2583589897614112.5,9.6348712171875,-0.3575141690625,-1.0102633442083333
400.0,2583589947892016.5,9.605328865277777,-0.3540226246111111,-1.0168174717962963
450.0,2583589998114449.0,9.60175842875,-0.34050336559999994,-1.0223001948666668
500.0,2583590048296304.5,9.61942727159091,-0.3334034692181818,-0.9995356877878788
550.0,2583590098447759.5,9.628884057291666,-0.3370237921666666,-0.9709086527638889
600.0,2583590148576051.5,9.625614802884614,-0.34465454273076923,-0.9581779457051283
650.0,2583590198685994.5,9.648840961607144,-0.3530079385857143,-0.9417250429404762
700.0,2583590248781392.5,9.649050554166667,-0.33984895007666666,-0.9065884225777778
750.0,2583590298864861.0,9.63872938828125,-0.33497874475937495,-0.8650400443979167
800.0,2583590348938257.0,9.642579330147058,-0.339666803067647,-0.8208872677333334
850.0,2583590399003580.5,9.64863511875,-0.3299475960138889,-0.7746705680092593
900.0,2583590449062085.0,9.647878946710525,-0.3173451343263158,-0.7230867219824562
950.0,2583590499114774.5,9.653255714375,-0.31909920176,-0.6663901354083335
1000.0,2583590549162300.5,9.656091044642857,-0.31863404252857147,-0.6201324481984128
1050.0,2583590599205499.5,9.659909244886363,-0.3386924779136364,-0.5727256999166668
1100.0,2583590649245013.0,9.660439112499999,-0.34386982085217394,-0.5180115666811596
1150.0,2583590699281152.5,9.664975019270832,-0.3362656281041667,-0.46606129323611123
1200.0,2583590749314650.5,9.6799889795,-0.33300472535400005,-0.4201632494266668
1250.0,2583590799345557.0,9.67257647451923,-0.3377297745903846,-0.38125820808333344
1300.0,2583590849374122.0,9.672505477314814,-0.3433639929018519,-0.3438871751913581
1350.0,2583590899400501.0,9.674320712053571,-0.33672736715892865,-0.31128897870238104
1400.0,2583590949425185.0,9.67110677198276,-0.33173728480862075,-0.2829038302643679
1450.0,2583590999448119.5,9.671794167916667,-0.3333686442816667,-0.2559162236055556
1500.0,2583591049469612.0,9.677457308467744,-0.3393278895306452,-0.22764224615053769
1550.0,2583591099489807.5,9.678591620703127,-0.3416675460140625,-0.20499604225520837
1600.0,2583591149508791.5,9.678061053409094,-0.3417033682560606,-0.18209718058080812
1650.0,2583591199526729.5,9.681124826102943,-0.33331512687794124,-0.16765749816960787
1700.0,2583591249543466.0,9.688760888214288,-0.34885570902428575,-0.13642161615047624
