"timestamp","RPM","Speed","Consumption_Rate","AirFuelRatio","ThrottlePosition","MassAirFlow","FuelType","FuelLevel","FuelTrim","WidebandAirFuelRatio","EngineLoad","AirIntakeTemperature","AmbientAirTemperature","EngineCoolantTemperature","FuelPressure","DistanceMIL","DistanceSinceCCC","EquivalentRatio","IgnitionMonitor","ModuleVoltage","PendingTroubleCodes"
"1508954006714","1319RPM","12km/h"
"1508954007533","1355RPM","13km/h"
"1508954008102","1237RPM","13km/h"
"1508954008309","1210RPM","13km/h"
"1508954008508","1180RPM","12km/h"
"1508954008699","1155RPM","11km/h"
"1508954008910","1133RPM","10km/h"
"1508954009108","1088RPM","10km/h"
"1508954009289","1080RPM","9km/h"
"1508954009453","1065RPM","8km/h"
"1508954009601","1065RPM","8km/h"
"1508954009748","1054RPM","7km/h"
"1508954009914","1052RPM","6km/h"
"1508954010074","1044RPM","5km/h"
"1508954010244","1040RPM","5km/h"
"1508954010426","1021RPM","4km/h"
"1508954010576","1017RPM","4km/h"
"1508954010710","1010RPM","3km/h"
"1508954010846","994RPM","3km/h"
"1508954010950","990RPM","3km/h"
"1508954011053","990RPM","2km/h"
"1508954011160","995RPM","2km/h"
"1508954011279","996RPM","2km/h"
"1508954011385","992RPM","2km/h"
"1508954011493","985RPM","2km/h"
"1508954011587","972RPM","2km/h"
"1508954011704","933RPM","1km/h"
"1508954011824","904RPM","1km/h"
"1508954011922","894RPM","0km/h"
"1508954012027","882RPM","0km/h"
"1508954012126","892RPM","0km/h"
"1508954012225","900RPM","0km/h"
"1508954012364","923RPM","0km/h"
"1508954012477","938RPM","2km/h"
"1508954012578","943RPM","2km/h"
"1508954012683","954RPM","2km/h"
"1508954012788","968RPM","2km/h"
"1508954012883","970RPM","2km/h"
"1508954012991","994RPM","3km/h"
"1508954013101","1001RPM","3km/h"
"1508954013223","1044RPM","3km/h"
"1508954013334","1121RPM","3km/h"
"1508954013436","1166RPM","4km/h"
"1508954013534","1229RPM","4km/h"
"1508954013637","1240RPM","4km/h"
"1508954013744","1247RPM","5km/h"
"1508954013838","1245RPM","5km/h"
"1508954013943","1236RPM","5km/h"
"1508954014048","1235RPM","6km/h"
"1508954014147","1238RPM","6km/h"
"1508954014268","1260RPM","6km/h"
"1508954014374","1289RPM","7km/h"
"1508954014469","1303RPM","7km/h"
"1508954014602","1325RPM","7km/h"
"1508954014708","1344RPM","8km/h"
"1508954014806","1373RPM","8km/h"
"1508954014911","1398RPM","8km/h"
"1508954015021","1474RPM","9km/h"
"1508954015124","1573RPM","9km/h"
"1508954015239","1609RPM","9km/h"
"1508954015335","1700RPM","10km/h"
"1508954015427","1730RPM","10km/h"
"1508954015544","1780RPM","11km/h"
"1508954015659","1783RPM","12km/h"
"1508954015790","1701RPM","13km/h"
"1508954015931","1623RPM","13km/h"
"1508954016037","1579RPM","14km/h"
"1508954016132","1574RPM","14km/h"
"1508954016233","1562RPM","15km/h"
"1508954016339","1556RPM","15km/h"
"1508954016439","1526RPM","16km/h"
"1508954016541","1482RPM","17km/h"
"1508954016713","1428RPM","17km/h"
"1508954016828","1386RPM","18km/h"
"1508954016964","1366RPM","18km/h"
"1508954017075","1359RPM","19km/h"
"1508954017169","1356RPM","19km/h"
"1508954017270","1333RPM","20km/h"
"1508954017406","1325RPM","20km/h"
"1508954017529","1298RPM","20km/h"
"1508954017632","1300RPM","21km/h"
"1508954017738","1298RPM","21km/h"
"1508954017859","1270RPM","21km/h"
"1508954017964","1265RPM","22km/h"
"1508954018115","1259RPM","22km/h"
"1508954018214","1249RPM","22km/h"
"1508954018316","1254RPM","23km/h"
"1508954018415","1259RPM","23km/h"
"1508954018514","1249RPM","23km/h"
"1508954018626","1265RPM","23km/h"
"1508954018745","1251RPM","24km/h"
"1508954018860","1256RPM","24km/h"
"1508954018971","1247RPM","24km/h"
"1508954019079","1248RPM","25km/h"
"1508954019178","1254RPM","25km/h"
"1508954019281","1241RPM","25km/h"
"1508954019379","1247RPM","25km/h"
"1508954019499","1228RPM","26km/h"
"1508954019607","1238RPM","26km/h"
"1508954019712","1234RPM","26km/h"
"1508954019805","1210RPM","26km/h"
"1508954019909","1212RPM","27km/h"
"1508954020022","1196RPM","27km/h"
"1508954020116","1193RPM","27km/h"
"1508954020219","1207RPM","27km/h"
