timestamp,system_time,lat,lon,speed,bearing
1508954006858.0,17400,43.0156414,-78.8178569,0.0,0.0
1508954071954.0,19200,43.01499260396617,-78.81780365744531,6.371810400000001,0.0
1508954072954.0,20200,43.01498477477864,-78.81789439638099,5.824351999999998,0.0
1508954073949.0,21200,43.01495282920407,-78.81789013260502,5.674767,0.0
1508954075000.0,22200,43.01494764671458,-78.8179062914322,6.2597203000000015,0.0
1508954076000.0,23200,43.0149214096984,-78.81799163564517,6.8613490000000015,0.0
1508954077000.0,24200,43.01501779119121,-78.81826048627899,6.5486054000000005,279.54657000000003
1508954078000.0,25200,43.015028936030646,-78.81835570532435,6.837817,279.23154
1508954079000.0,26200,43.01504004427212,-78.81843465890118,6.259876,278.06238
1508954080000.0,27200,43.01505346484164,-78.81849419162533,5.254269,276.50967
1508954081000.0,28200,43.01505970036647,-78.81854320005267,4.0056305,274.1365
1508954082000.0,29200,43.01505677744255,-78.81856039235427,2.2366984,272.7
1508954084000.0,31200,43.015046089974994,-78.81855496690946,0.47823036,283.35654
1508954086000.0,33200,43.015030448874114,-78.81853385986524,0.5302451,262.40057
1508954087000.0,34200,43.01501390264985,-78.8185242297384,1.3735315,262.40057
1508954088000.0,35200,43.01499521413051,-78.81852835595777,2.1313303,224.95227000000003
1508954089000.0,36200,43.014966195396674,-78.8185406327376,3.7983708,209.19238
1508954090000.0,37200,43.01491886471234,-78.81856337038614,5.182277,199.00339
1508954044585.0,37800,43.0144039,-78.8188082,0.0,0.0
1508954091000.0,38200,43.014857248095424,-78.81858156848229,6.8161345,190.54465
1508954092000.0,39200,43.014780095785476,-78.81859355967438,8.5372,184.60385
1508954093000.0,40200,43.014687744825466,-78.81859708325057,9.86998,179.62697
1508954094000.0,41200,43.014580268082774,-78.8185874634608,11.211427,178.3436
1508954095000.0,42200,43.0144621152971,-78.8185821849715,12.356301,178.52061
1508954096000.0,43200,43.01433737723462,-78.81857750447188,13.232485,179.75642
1508954097000.0,44200,43.014208216921034,-78.81856968879245,13.633522,178.50095
1508954098000.0,45200,43.014076921768854,-78.81856011869716,13.810732000000002,178.60294
1508954099000.0,46200,43.013944674456965,-78.8185595127741,14.282455,180.44695
1508954100000.0,47200,43.01380926841553,-78.81856006483956,14.601328,180.40602
1508954101000.0,48200,43.01367567839765,-78.81856049322114,14.466361,180.52168
1508954102000.0,49200,43.01354483318627,-78.81856248270853,14.202104,180.6704
1508954103000.0,50200,43.01341620206273,-78.81856592740084,14.046763,180.8524
1508954104000.0,51200,43.01329013283719,-78.81857152884501,13.594265,180.93129
1508954105000.0,52200,43.01316871404444,-78.81857546032181,13.353826000000002,181.64432
1508954106000.0,53200,43.01305172408075,-78.81858206469481,12.717716,181.81145
1508954107000.0,54200,43.01293869443621,-78.81858709287717,12.412128,181.42233
1508954108000.0,55200,43.01283594929709,-78.81859248629186,11.160519,181.05092
1508954109000.0,56200,43.01274273327527,-78.8185949476958,10.118677,180.48268
1508954110000.0,57200,43.01266000979557,-78.81859502466578,8.784677499999999,180.60422
1508954064704.0,58000,43.0127603,-78.81887459999999,0.0,0.0
1508954111000.0,58200,43.01259265748486,-78.8185912696015,6.891438000000001,176.42899
1508954112000.0,59200,43.012540130332624,-78.81859089383623,5.084673,180.29152
1508954113000.0,60200,43.01250322491749,-78.81859252449956,3.3846053999999994,179.84285
