sys_time,timestamp,abs_timestamp,raw_x_mag,raw_y_mag,raw_z_mag
0,2595.1176470588234,2583589588073466.0,-93.19117647058823,101.95220588235294,73.57720588235293
200,2795.043478260869,2583589788072627.0,-92.97010869565216,101.20652173913044,73.84510869565217
400,3010.15,2583590003073217.0,-93.175,101.28125,73.940625
600,3210.05,2583590203073764.5,-93.246875,101.278125,73.859375
800,3410.1,2583590403073609.0,-93.240625,101.046875,73.715625
1000,3610.05,2583590603071499.0,-93.821875,100.553125,73.85
1200,3810.05,2583590803073764.5,-91.621875,101.121875,74.4125
1400,4010.05,2583591003073608.5,-91.696875,100.6875,74.540625
1600,4210.05,2583591203071264.5,-92.440625,101.5875,73.625
1800,4410.0,2583591403073921.0,-92.2,101.121875,74.9125
2000,4610.0,2583591603073608.5,-91.89375,101.325,74.184375
2200,4810.0,2583591803071108.5,-92.128125,101.2,73.965625
2400,5010.05,2583592003072201.0,-92.35,101.2375,73.878125
2600,5210.05,2583592203073608.0,-92.353125,101.434375,74.078125
2800,5410.05,2583592403072593.0,-92.546875,101.253125,73.778125
3000,5610.0,2583592603073373.0,-92.790625,101.19375,74.046875
3200,5810.1,2583592803073686.0,-93.225,101.39375,73.70625
3400,6010.0,2583593003072514.5,-93.403125,101.671875,73.171875
3600,6210.05,2583593203073529.0,-93.103125,101.559375,73.11875
3800,6410.0,2583593403072358.0,-92.58125,101.3,73.790625
4000,6610.0,2583593603073999.0,-92.334375,102.884375,72.734375
4200,6810.05,2583593803073295.5,-92.296875,102.328125,72.46875
4400,7010.05,2583594003073530.0,-92.15625,101.7375,72.28125
4600,7210.1,2583594203072515.0,-92.453125,101.940625,71.840625
4800,7405.052631578947,2583594398072551.5,-93.90789473684212,102.11513157894736,71.45065789473685
5000,7600.05,2583594593071654.5,-93.815625,101.103125,72.021875
5200,7800.1,2583594793072202.0,-93.475,100.9375,72.0375
5400,8005.047619047618,2583594998073820.5,-93.2470238095238,100.9404761904762,72.27380952380952
5600,8205.105263157895,2583595198073209.0,-93.67434210526315,100.85526315789473,72.22368421052632
5800,8400.05,2583595393071968.0,-94.4875,101.21875,71.759375
6000,8605.142857142857,2583595598082749.0,-94.61309523809523,101.23511904761904,72.53571428571429
6200,8810.0,2583595803073061.0,-94.059375,100.19375,72.490625
